ID,101.0,100.0,102.0,896.0,897.0,T0.5,T0.6,T0.7,T0.8,UNK12,73.0,76.0
ENSMUSG00000020491-C,1.0612255463732776,3.181526091046473,3.265291998573044,3.868660751385197,3.33541126722878,2.6463508127993287,2.1427948453617223,2.3188822613527895,2.772625439053359,,,
ENSMUSG00000020589-C,7.9073398400118045,7.70181484909697,7.902973663659243,7.860041098538044,7.930364461540327,8.24732335420241,8.087547403315785,8.118256837387417,8.037131253855044,,,
ENSMUSG00000020592-C,1.0612255463732776,0.0,0.0,1.4334760532826032,0.0,0.8086282278702569,1.712571527584626,2.067488679955821,0.8744882523316289,,,
ENSMUSG00000020648-C,2.6856076178598616,2.673957838819107,2.753466800942782,4.027570206271769,2.9060517082773543,1.3237104085262597,2.1427948453617223,3.032280577134576,3.08749998429564,,,
ENSMUSG00000020661-C,8.096781297864993,7.473313073222685,7.413027094226852,8.019851976328821,7.784979216630939,7.410219590568115,7.230478192558928,7.606497874718854,7.452626308307447,,,
ENSMUSG00000020687-C,5.872712543514277,5.933017644814055,5.770952109425963,6.4830142203880525,6.126266413056869,6.207500224027952,6.16190364048503,6.378212903467313,6.27926519731943,,,
ENSMUSG00000020713-C,0.0,0.0,4.694204739759362,2.9641894307294048,0.0,0.8086282278702569,0.0,0.0,0.0,,,
ENSMUSG00000020734-C,6.226813500621569,6.8217143109114255,6.651790894286834,6.1787269319460725,6.601926380546411,6.678897323537488,6.785515966224602,6.607993252898082,6.481168313905574,,,
ENSMUSG00000020770-C,4.200634153951173,4.434971037440396,4.3992905121214605,4.420321031248732,4.356631248498362,4.68935462916142,3.874272644065696,4.014348981718389,4.39235751364384,,,
ENSMUSG00000020799-C,2.418679371923628,0.0,2.9449675252531367,0.0,0.0,1.3237104085262597,1.0967492717572764,0.846305570751632,0.8744882523316289,,,
ENSMUSG00000020805-C,4.112746069128248,4.24330740113295,4.332315566341713,4.8184146398616825,3.934555044755374,3.5262732991065455,2.742784982129466,4.150211254386488,3.922871459374952,,,
ENSMUSG00000020814-C,4.574148215847541,5.169185037760423,5.186554557890832,4.420321031248732,4.445332657100411,4.557431923514309,4.988480477183286,4.5932844116131974,5.029788150157312,,,
ENSMUSG00000021000-C,6.048807329973111,6.074146390342357,5.982302099165885,5.9985516587800705,6.372343886853783,5.76446585468158,5.67535832410757,5.767090587794956,6.062537391265859,,,
ENSMUSG00000021007-C,6.247595919739393,5.890022650208153,5.7194629034599025,6.144447177255965,5.8294057749313675,5.951288495033768,5.707152316760243,5.888646924206125,5.807396265744266,,,
ENSMUSG00000021010-C,5.4390057785363,6.148996731088236,5.610620386357389,6.036431875100554,6.372343886853783,6.085074559083581,6.017219475946219,5.808757778829849,6.166623067740904,,,
ENSMUSG00000021013-C,4.759202787955333,4.022222530925879,3.402211944982682,4.902866615433742,5.008050864583004,4.602759818172883,4.426063711373963,5.296412208582011,4.954237047869682,,,
ENSMUSG00000021091-C,5.023006821554862,4.604132233530103,5.186554557890832,4.982647165246312,3.934555044755374,3.8607457124971623,3.9821623310526646,4.150211254386488,3.8413414125129752,,,
ENSMUSG00000021118-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744882523316289,,,
ENSMUSG00000021131-C,2.6856076178598616,3.3175393399239037,2.9449675252531367,4.300902556653133,0.0,2.4618615007939817,2.1427948453617223,2.7192353881313043,2.584997580289027,,,
