,LPS944_160124,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-0.14547562,-0.15809261,-0.12796653,-0.14574785,-0.14325732,-0.15295452,-0.1534925,-0.15231753,-0.15459931,-0.16461671,-0.16036055,-0.14921626,-0.160426,-0.16462533,-0.16261101,-0.16362925,-0.15633081,-0.16464938,-0.16458115,-0.1465622,-0.14552947,-0.14786303,-0.14832177,-0.15134414,-0.16457307,-0.15145404,0.22897019,0.05031284,-0.16477966,-0.10905904,-0.1647023,0.34832948,-0.16475446,0.05393719,-0.16478356,-0.16476263,-0.16476179,-0.16472561,-0.16434707,-0.16473142,-0.16433999,-0.16426209,-0.16426337,-0.16439072,-0.16451084,-0.16442752,-0.16479916,-0.1648068,-0.16478749,0.48713147,-0.16481158,0.18294385,8.52800856,-0.16472308,-0.16474519,-0.16472588,-0.16459985,-0.16456213,-0.16437827,-0.16428376,-0.16422673,-0.16441649,-0.1648436,0.31827232,-0.16482474,-0.164847,-0.16480342,-0.06539445,-0.16482319,-0.1648471,-0.16479739,-0.16485006,-0.16476938,-0.16473248,-0.16471236,-0.16475366,-0.16461741,7.80540441,1.61834612,-0.16444149,-0.16437343,-0.16449514,-0.16453889,-0.15983182,-0.16061734,-0.16454439,-0.1597065,-0.1574348,-0.15805643,-0.1575051,-0.15737138,-0.15420487,-0.15256329,-0.1645842,-0.16459869,-0.16464003,-0.15951597,-0.15842542,-0.15685381,-0.16464191,-0.15745536,-0.15700425,-0.15145688,-0.15940565,-0.14262148,-0.16149113,-0.14311543,-0.15880704,-0.15784447,-0.15801528,-0.16462081,-0.16460518,-0.1581851,-0.16040119,-0.16002697,-0.15103368,-0.15918193
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",-0.21115501,-0.21122922,-0.21091731,-0.21114324,-0.21119981,-0.21126797,-0.21148456,-0.21119146,-0.21140661,-0.21120489,-0.21104085,0.17155235,0.71757787,-0.21125262,-0.21107728,0.69796483,0.55407471,-0.2113859,0.7722965,-0.21054588,-0.21091051,-0.2109242,-0.21107832,-0.21086973,-0.21096306,-0.21080669,-0.12112242,-0.16830824,-0.19583799,-0.13587931,-0.20742178,-0.17708197,-0.18365298,-0.1484928,-0.16406713,-0.21201336,-0.21200869,-0.21180826,-0.20971094,-0.21184044,10.39617537,-0.20924005,-0.20924715,-0.20995277,-0.21061829,-0.21015667,-0.11686529,-0.14638805,-0.19906037,-0.11059053,-0.12536506,-0.14642391,-0.21156696,-0.2117942,2.05497471,-0.21180972,-0.21111148,-0.21090248,-0.20988376,-0.20936012,-0.20904417,-0.21009555,-0.16878418,-0.1477527,-0.1466384,-0.13630346,-0.11950811,-0.16289416,-0.17637593,-0.1990523,-0.12842338,-0.16153668,-0.21205077,-0.21184631,-0.21173483,-0.21196363,-0.21120878,-0.21207855,-0.21210134,-0.21023405,-0.20985695,-0.2105313,-0.21077371,-0.21095828,-0.21068525,-0.21080419,-0.21028203,-0.21105076,-0.2109799,0.07957367,-0.21094715,0.06359229,-0.21093665,-0.21102474,-0.21110502,-0.21133408,-0.21143975,0.78131577,-0.21102609,-0.21134447,-0.21087342,0.7245464,0.03962626,-0.21153201,0.0355277,-0.21118144,0.71752458,-0.21151069,-0.21134852,0.08843624,-0.21122758,-0.21114101,-0.21117434,-0.21148702,-0.21127712,-0.21080138,0.38016943
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",-0.454213534,0.060217753,-0.030367469,-0.169132615,-0.076049425,-0.057919212,-0.197305318,0.042771353,-0.075264266,-0.032203024,-0.118464157,-0.325046562,-0.060635384,-0.235887087,0.013254693,-0.210456381,-0.333141788,-0.276597487,-0.098662642,0.441422257,0.225305215,0.167376981,-0.266974035,0.032421543,-0.121280607,-0.198337558,-0.74512874,-0.374539946,-0.596410833,-0.617788366,0.060350218,0.051366788,-0.782068957,-0.671600989,-0.239882978,-0.46140192,-0.501193522,-0.780122053,1.338312363,-0.78051408,0.632415049,0.814998492,1.252407177,1.05402763,0.470701051,0.721109038,-0.64781452,-0.269775569,-0.658217957,-0.517927314,-0.377098736,-0.166985904,-0.37172052,-0.49755072,-0.507060611,-0.551096165,-0.021218017,0.034983482,0.520917862,0.488418773,0.295312015,-0.051961262,-0.661756008,-0.412225605,-0.506624911,-0.707112956,-0.277499521,-0.702361661,-0.672016899,-0.640458924,-0.784966564,-0.480012072,-0.562073773,0.115820132,9.943896369,-0.542190167,2.928507578,-0.459258911,-0.496757529,-0.235696726,0.048868073,0.194199851,-0.142172595,0.556477,0.1915377,0.004053916,0.559678451,-0.047444841,0.218806044,0.244268415,-0.031451533,-0.182217823,0.050048945,0.493249459,-0.183496857,0.007304192,-0.146827035,0.125428581,-0.131560053,-0.123294288,-0.093430605,-0.25179162,-0.089860998,0.113466827,-0.210903576,0.2726258,-0.197907207,-0.077073774,-0.007262278,0.049470165,0.211087198,0.104085004,1.149725466,-0.139272546,0.127838051,-0.029740848,-0.142139447
"Cyclopentanone, 2,2,4-trimethyl-",-0.17008911,-0.16972917,-0.16780722,-0.16965832,-0.16814137,-0.16717242,-0.16996996,-0.17008917,-0.16839777,-0.17005234,-0.16860796,-0.16972366,-0.17008912,-0.16964759,-0.16961755,-0.16973745,-0.16999857,-0.17008945,-0.17008889,-0.16907507,-0.16968051,-0.16836354,-0.16966937,-0.16692525,-0.16821994,-0.17008859,-0.09629166,-0.11232003,-0.10176922,-0.11772831,-0.06326398,-0.07478402,-0.09411561,-0.12729856,-0.10677498,-0.17009039,-0.17009038,-0.17009008,-0.17008697,-0.17009013,-0.17008691,-0.17008627,-0.17008628,-0.17008732,-0.17008831,-0.17008763,-0.11912285,-0.1158393,-0.10642547,-0.10727072,-0.1225362,-0.09700102,-0.17008972,-0.17009006,-0.17009024,-0.17009008,-0.17008905,10.35050146,-0.17008722,-0.17008644,-0.17008597,-0.17008754,-0.13630123,-0.12655218,-0.12897417,-0.14043298,-0.11865865,-0.13641887,-0.12805716,-0.14163575,-0.11471201,-0.14072093,1.42619237,-0.17009014,-0.17008997,-0.17009031,-0.17008919,-0.17009048,-0.17009052,3.09958731,-0.17008718,0.6557207,-0.17008854,-0.17008882,-0.17008841,-0.17008859,-0.16948685,-0.17008896,-0.17008885,-0.17008912,-0.16956805,-0.16999638,-0.17008879,-0.17008892,-0.1700793,-0.17008938,-0.17008953,-0.17008924,-0.16968989,-0.1697599,-0.16995007,-0.16960326,-0.17008907,-0.17008967,-0.17008968,-0.17008915,-0.17008957,-0.17008964,-0.1700894,-0.17008893,-0.16991731,-0.16984402,-0.16989639,-0.1700896,-0.17008929,-0.17008859,-0.17009004
D-(-)-Citramalic acid,1.84503984,1.226874074,1.887858612,-0.682344639,1.270279251,1.066559329,-0.087953464,1.36606979,0.792565813,-0.686269395,1.233205163,1.45089787,1.627222874,0.102276359,-0.678146046,-0.694966222,0.080163552,-0.697792176,-0.673726443,-0.644318178,-0.667530013,-0.668400997,-0.678212392,1.426201618,0.119208241,1.755048427,-0.7357304,-0.747396999,-0.743741803,-0.755711488,3.456823689,-0.725746142,-0.734852189,-0.75738268,-0.745115749,-0.000362657,-0.737437125,-0.724678125,-0.591167914,-0.726726769,-0.588668435,-0.561192506,-0.561644251,-0.606562307,-0.648928111,-0.61954251,0.042743078,-0.753312571,0.460296364,-0.743677768,-0.754997929,-0.739377906,-0.709317926,-0.7237833,0.504761206,-0.7247716,-0.680323412,-0.667018627,-0.602169434,-0.568835657,-0.548723107,-0.615651452,-0.766292909,-0.757808888,-0.343927114,-0.767490069,-0.752121353,-0.764931829,-0.759093212,-0.224399882,-0.281468719,-0.768570958,-0.740115948,1.091993826,-0.720004203,-0.734569009,-0.68651696,-0.741884229,0.041462022,-0.624467827,-0.600462907,-0.643390398,-0.658821289,2.534100639,2.173440022,1.609848959,2.617649118,1.733819478,1.325134192,1.705875944,1.43078766,2.543223065,-0.669193914,-0.674801319,1.177517954,0.936164742,0.865623346,0.038793854,1.728640492,-0.695154665,2.274334143,-0.691823157,0.53234406,1.478005038,0.959937325,1.30736928,0.764691912,-0.705735973,1.264413571,-0.675323684,0.710624092,-0.682203138,0.871128974,-0.704229328,-0.690867565,1.395877712,-0.723076239
"D-(-)-Fructofuranose, pentakis",-0.613246119,-0.551632541,0.600284181,-0.065620269,0.538885835,0.06639487,0.012160702,-0.799237442,-0.182723274,-0.306207133,-0.828896398,1.918693454,2.17221783,1.091667888,0.316846424,-0.597193992,-0.215987702,0.790856951,-0.020756862,-0.372755204,0.01944539,-0.720235812,-0.334262685,-0.259231887,-0.796959325,-0.830381559,-0.848589726,-0.848589828,-0.848589796,-0.8485899,-0.848589558,-0.848589639,-0.848589718,-0.848589915,-0.848589808,-0.054073639,-0.506207845,-0.84858963,-0.848588466,-0.848569344,-0.848588445,-0.848588205,-0.848588209,-0.648166367,-0.84858897,-0.811399832,-0.848589856,-0.834133159,-0.84858982,-0.848589795,-0.220641024,-0.806466538,-0.848589496,-0.264265289,0.713490408,-0.848589631,0.753100606,-0.052065434,-0.70859461,-0.848588272,-0.163781894,-0.84858868,-0.536474467,-0.076800075,-0.655232182,-0.096077144,-0.848589869,0.28857891,0.857493524,-0.149060181,0.783061534,-0.386583882,-0.848589764,-0.267872084,0.47463637,0.298581998,-0.848589297,1.047639725,1.576729093,-0.240524254,-0.73836003,-0.815306723,1.65593498,0.868054555,-0.84858444,-0.263910327,0.55130625,1.492784244,1.294439147,1.757388552,1.091777792,0.508867472,-0.240240002,0.438974114,-0.833165908,0.621323843,2.256892736,1.112639506,0.024762958,-0.195885741,0.509004622,3.873652178,2.701890293,1.047485406,1.688421944,-0.595099835,0.758568224,2.064273446,0.729068128,0.971534578,2.258801934,0.481424828,3.478425487,1.183413593,0.540611718,0.500326494,-0.004404818
"D-(-)-Lyxose, tetrakis",-0.95524634,-0.5656467,-0.12522465,-0.95519356,-0.95544712,-0.95575267,-0.13441078,-0.95540973,0.78678384,-0.95546991,-0.46966476,-0.62180926,-0.21176065,-0.95568385,-0.85331448,-0.88461282,-0.52008981,-0.55402913,-0.57663711,-0.95251598,-0.95415041,-0.95421174,-0.95490259,-0.95396761,-0.95438595,-0.91896012,-0.95895265,-0.66722919,-0.21702603,-0.93692008,-0.95759556,-0.95824962,0.12963828,-0.96047726,-0.4878608,-0.57007833,-0.61908821,-0.89784211,-0.84693223,0.25682687,1.80788006,0.91723667,1.22165357,1.69047182,-0.29131455,1.29519031,-0.25028503,-0.61579488,-0.66443882,-0.36967909,-0.5430261,-0.32339639,0.28751783,-0.73299968,-0.9586606,-0.05759648,2.26249243,0.26721463,-0.58334899,0.02923299,1.00084387,-0.18576982,-0.76174131,-0.53287643,-0.73373955,-0.65035861,-0.55565216,-0.58832318,-0.57373995,-0.73382422,-0.57744262,-0.66982127,-0.6105646,-0.62242287,-0.06761831,0.47446358,1.47350086,-0.16066325,-0.26497682,-0.67369823,0.93599271,-0.65390412,0.05475594,2.70205719,1.45604337,1.76967445,1.95200479,1.06868153,-0.13135722,3.07105899,-0.01377913,1.81850157,1.28284355,2.86988988,1.19490239,1.48350585,1.01476605,1.45653585,-0.95466848,0.96679283,1.57131876,0.91996799,-0.23763023,-0.06374007,0.30113566,0.41696656,0.06988119,0.67966205,0.68959045,1.79178945,1.50479824,0.5703708,1.24717295,-0.25907702,-0.26471381,3.75989594,1.05192646
"D-(-)-Ribofuranose, tetrakis",-0.31765736,0.13463112,0.1836375,0.25376914,-0.23838241,0.02272356,-0.08228253,-0.2549829,0.03074894,-0.07968504,0.1535176,-0.43152275,0.31764711,-0.26997608,0.21151418,0.20691312,-0.31340747,-0.30320046,-0.04970693,-0.17879298,-0.03086905,-0.24419833,0.06506083,-0.18750709,-0.26138466,0.33396344,-0.31849629,-0.56178039,-0.13283866,-0.52601471,-0.07878027,-0.57241207,-0.11152263,-0.11334028,-0.57405162,0.34169109,-0.57340166,-0.57232166,0.31622864,-0.57249507,-0.560809,-0.55848328,-0.55852151,-0.56232364,6.23280042,-0.56342236,-0.31914941,-0.4079334,-0.50039665,-0.25972868,-0.43025085,-0.13562175,-0.57102149,-0.57224592,-0.57290612,-0.57232958,-0.56856722,0.05331353,0.97435418,-0.55913024,4.15368473,3.38350111,-0.48007218,-0.39403064,-0.49551394,-0.48991224,-0.38385472,-0.42414007,-0.29756782,-0.42627076,-0.38876369,-0.49713626,-0.10221059,-0.57252674,-0.57192603,-0.57315889,-0.56909148,-0.57377809,-0.5739009,1.99645105,-0.56180735,0.14660485,-0.04886918,0.27413892,0.3340764,-0.31200552,0.21050179,0.26166141,-0.40481384,0.31283979,0.06090027,0.23011224,0.1895138,-0.34832381,-0.25712971,-0.03046169,-0.04275662,0.24741495,-0.20303136,0.09693731,-0.38552264,-0.32533059,0.16618139,0.04249307,0.01718661,-0.34662005,-0.05174578,0.20757872,0.07152469,0.15792607,-0.3532806,0.18512695,0.07962024,-0.36899022,-0.32198699,0.11930298,-0.45570423
D-(+)-Glucosamine,-0.3085582,-0.30856568,-0.30853423,-0.30855701,-0.30641413,-0.30856959,-0.30859143,-0.30856187,-0.30858357,-0.30856323,-0.30666628,-0.30856988,-0.30539822,-0.30856804,-0.30855036,-0.308577,-0.30858363,-0.30858148,-0.30504817,-0.30849678,-0.30853355,-0.30853493,-0.30855047,-0.30852943,-0.30853884,-0.30667608,-0.30864157,-0.04901635,-0.30865426,-0.30867322,-0.30861104,0.17274537,-0.30864018,-0.30867587,-0.30865644,3.09940727,1.01393409,2.00246229,-0.30841259,2.90455829,-0.30840864,-0.30836512,-0.30836583,-0.30843698,-0.30850408,-0.30845754,0.76931551,-0.30866942,-0.30865863,-0.30865416,-0.07130027,-0.30864735,-0.30859974,2.43292037,6.0381675,1.45264446,-0.30855381,-0.30853274,-0.30843002,-0.30837722,-0.30834537,-0.30845137,-0.30868998,-0.30867654,-0.10159162,-0.30869188,-0.05762921,-0.30868782,0.15291007,-0.30869193,0.62959712,-0.10537652,0.6197716,3.87564973,6.36468117,1.20465022,-0.30856362,-0.30865132,1.59974253,-0.30846534,-0.30842732,-0.30849531,-0.30851975,-0.30853836,-0.30851083,-0.30852283,-0.30847018,-0.30854769,-0.30854054,-0.30365365,-0.30853724,-0.30852307,-0.30853618,-0.30854506,-0.30855316,-0.30857625,-0.30858691,-0.30856692,-0.3085452,-0.3085773,-0.30852981,-0.30857202,-0.30855562,-0.30538136,-0.30859695,-0.30675555,-0.30858939,-0.3043596,-0.30857771,-0.30854589,-0.30295877,-0.30855679,-0.30856015,-0.30457702,-0.30857051,-0.30683045,-0.30487525
"D-(+)-Ribono-1,4-lactone (R,S,R)-",-0.231633658,-0.265834469,-0.471948539,-0.420953226,-0.111136967,-0.298142372,-0.199775534,-0.174473206,-0.278315949,-0.063136508,-0.444714423,-0.091040069,0.04727343,-0.196246437,-0.043580175,-0.253883392,-0.297782071,-0.165260192,-0.218471137,-0.25746604,-0.006615549,-0.241130831,-0.075644988,-0.094814121,0.181876426,-0.387074541,-0.475444208,-0.258376208,-0.475134465,0.369146489,-0.475427862,1.701944991,-0.475443463,-0.475462572,-0.475452168,-0.475445908,-0.475445656,-0.475434834,0.358394088,3.274483824,1.05388925,-0.475296176,2.006277863,0.357446745,5.863577871,0.235144921,-0.475456835,0.66644747,0.52621838,-0.475450949,-0.47546055,-0.460275812,-0.475421807,1.488840243,0.383311027,-0.475434914,0.53344727,-0.191016012,-0.47533093,0.333799766,0.857595745,1.323605737,-0.475470129,-0.475462934,-0.475464486,-0.475471145,-0.276690919,-0.475468975,-0.475464023,-0.440381291,-0.469320803,-0.475472061,0.417608585,0.025504605,0.106650587,-0.475443223,7.265789466,0.172411004,1.063816524,1.168563193,-0.47125097,-0.475365891,-0.350228391,-0.475003417,-0.475374203,-0.391407573,-0.475352433,-0.459544509,-0.199949007,-0.223834672,-0.422186139,-0.228124532,-0.47312492,-0.416197879,-0.427658172,-0.333999455,-0.453712271,-0.395272427,-0.440377733,-0.475409794,-0.419572664,-0.173727245,-0.117306491,-0.166236837,-0.208211896,-0.475400992,-0.305323117,-0.091459195,-0.475410013,-0.468601054,0.07251445,-0.47539881,-0.00955572,-0.231243527,-0.475406158,-0.160726571,-0.178689571
"D-(+)-Talofuranose, pentakis",0.422497798,-0.558552602,3.372167728,0.556897143,-0.442720795,-0.143950452,0.119700438,0.219698451,-0.573421261,-0.477571564,-0.21394058,-0.567808279,-0.567197906,-0.210425658,-0.322725365,-0.574554099,-0.556457451,0.19629114,-0.192492468,3.190430792,4.53038771,4.341140903,3.840228637,2.018633132,2.677055436,1.019128282,-0.504333436,-0.577316698,-0.577316676,-0.520708092,-0.577316506,-0.577316564,-0.574750402,-0.57731676,-0.405343953,-0.452041803,-0.473733132,-0.338325293,0.857953947,-0.430113574,-0.537668657,1.116936762,1.634461296,0.488434147,-0.296676116,1.044569203,-0.577316718,0.038456508,-0.577316693,-0.376482323,-0.142297182,-0.577316649,-0.23787867,-0.339627609,-0.39780312,-0.577316558,-0.577316282,0.367849448,-0.577315797,-0.57731559,-0.577309618,-0.577315881,-0.057661879,0.023303189,-0.465969296,-0.522083386,-0.367989325,-0.21084699,-0.300305005,-0.230138198,-0.416807063,-0.50353957,-0.387894726,-0.29682266,-0.353448045,-0.415384992,0.023631102,-0.316554252,-0.353387275,0.466972698,0.398558756,0.342462985,0.426723062,-0.142290805,-0.066199306,-0.224761686,-0.561829747,-0.169347277,-0.523870255,-0.170799139,-0.406414399,0.091572345,-0.134987539,-0.522589182,-0.118986733,-0.524391565,-0.438658611,-0.526995418,-0.124980834,-0.202555427,-0.159333596,-0.550461226,-0.550129516,-0.551539121,-0.543314745,-0.567325043,-0.540703197,-0.57731644,-0.542982006,-0.532388938,-0.489300813,-0.570615006,-0.546434407,-0.48271466,-0.536718424,-0.502173237,-0.572092276
"D-(+)-Xylose, tetrakis",-0.20454132,-0.20459269,-0.20437679,-0.20453317,-0.20457233,-0.20461952,-0.20476944,-0.20456656,-0.20471548,-0.20457585,-0.2044623,-0.20462154,-0.20454562,-0.20460889,-0.20448752,-0.20467042,-0.20471589,-0.20470115,-0.20443946,-0.20411968,-0.20437208,-0.20438155,-0.20448824,-0.20434385,-0.20440846,-0.20430022,-0.20511368,-0.14495809,-0.08186515,-0.0390856,-0.15765825,-0.20500512,-0.04586734,-0.14700935,-0.07993518,-0.20513548,-0.20513224,-0.2049935,-0.19352581,-0.20251551,-0.0412569,-0.0741871,-0.20322069,-0.20370912,-0.20416981,-0.20385027,-0.07940665,-0.11798832,-0.11482798,-0.12484091,-0.14480248,-0.04314969,-0.20482648,-0.20498377,-0.20506858,-0.20499452,-0.20451119,-0.20436652,-0.20366136,-0.20329889,-0.20308019,-0.01623197,-0.12518547,-0.07838355,-0.15183635,-0.07562789,-0.1398484,-0.12254116,-0.05594606,-0.12655526,-0.15357907,-0.09932781,-0.19898893,-0.20501985,-0.20494268,-0.20510106,-0.20457854,-0.2051806,-0.20519638,-0.20390383,-0.2036428,-0.20410959,-0.20427738,-0.20440515,-0.20421615,-0.20429848,-0.20393704,-0.20446916,-0.20442011,-0.20454497,-0.20439744,-0.20430014,-0.20439017,-0.20445115,-0.20450672,-0.20466528,-0.20473842,-0.20460117,-0.20445209,-0.20467247,-0.20434641,-0.20463624,8.94636251,4.0501437,-0.20480735,-0.20455962,-0.20475544,-0.20478753,-0.20467527,-0.20445683,3.5220362,-0.20453163,-0.2045547,1.32687173,-0.20462585,-0.20429654,4.69491485
D-Arabinose,1.114216244,-0.458851535,-0.163937394,0.197330135,2.276709716,1.119071471,1.139410548,1.414798054,0.909367441,0.294401342,-0.391900231,1.692898756,0.06452229,0.770101743,0.567879229,-0.184586977,0.719410268,0.369081106,-0.262512007,1.01244702,2.3081506,1.58485568,1.873066671,1.666831967,1.739904932,-0.005473926,-0.834042368,-0.834355695,-0.834257528,-0.834578995,-0.833524757,-0.833774224,-0.834018782,-0.834623878,-0.834294428,-0.827024149,-0.834088205,-0.826493723,-0.714784573,-0.827095064,-0.595707467,-0.706935349,-0.609498175,-0.611871598,-0.831711143,-0.830921942,-0.834442197,-0.834514568,-0.834331654,2.244882363,-0.728196148,0.241810819,-0.833333016,-0.823414159,-0.826938588,-0.833748051,-0.832554318,-0.832196995,-0.783246517,-0.829560121,-0.829019964,-0.830817441,-0.654940617,-0.754715656,0.086444841,-0.725303273,0.882362212,-0.776286041,-0.834669817,-0.834896302,0.936478091,0.320806965,-0.829423244,-0.833810606,-0.818839608,-0.799018894,-0.812259915,-0.83420764,-0.822458566,-0.83105422,0.053844472,-0.799646009,-0.809026625,-0.228126434,0.044011419,-0.330437022,-0.135494906,-0.528380463,1.071928709,1.073544368,-0.009550143,0.90449386,-0.448054619,0.802385372,-0.304865424,1.497804763,-0.23246972,0.902009365,-0.127577776,-0.094278789,-0.291513924,0.249376542,0.529500887,2.039614734,0.430038843,-0.258056298,1.076983974,2.037720871,0.120313066,-0.184025248,4.333592441,0.13186682,2.241820726,1.436013491,-0.076935905,1.257697966,1.34919101
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",-0.475201541,-0.736269043,-0.498158724,-0.377657839,-0.317944115,-0.392335402,-0.65973784,-0.483399283,-0.642340872,-0.165766749,-0.669322732,-0.212154467,0.333267593,0.190269987,0.672145147,-0.642672382,-0.439223268,-0.496721231,0.109982056,-0.031588562,-0.665331856,-0.227806538,-0.473012769,0.092260811,0.194416388,-0.133316303,-0.878941651,-1.401499858,1.444431396,-1.445151893,-1.093113322,-0.5481302,-1.392239554,-0.389411147,-0.023614291,-0.413005847,0.001757239,0.007542654,0.882350164,0.235999609,1.650504962,2.152000057,2.778819731,1.331197411,1.392550057,1.658975478,-1.344029817,-1.078087914,-1.138612981,-0.93261654,-0.34499728,1.533809325,0.28815687,0.659812486,0.658508592,2.826704875,3.028390512,-0.096752404,1.963300222,1.256864451,0.363147599,0.28115688,-1.142387369,-1.411725968,-1.081996545,-1.337455748,-0.852032403,-1.334295991,-1.420897843,-1.182426192,-0.416564769,-0.938982486,0.204019689,-0.069297992,-0.332504351,-0.000711381,0.703694688,2.85876256,0.07998315,0.817036406,-0.446442247,-0.591904934,-0.23573802,0.012985344,2.247486078,-0.669260578,1.669075167,1.979158267,0.121892855,-0.092501592,-0.222723397,-0.143177115,-0.253516415,0.134628289,-0.268463391,0.082956486,-0.424184403,-0.067572341,-0.550430501,-0.63124317,-0.707678177,-0.239248613,0.140149764,-0.370956632,-0.262428031,-0.801230692,-0.107352039,0.143355915,0.364591921,0.68181521,0.037386079,2.366630427,-0.277472408,-0.145135273,1.053899161,0.444601501,-0.436829313
D-Fructose,-0.5119162,-0.6042619,-0.5668875,-0.6172095,-0.5802518,-0.5593563,-0.5304458,-0.5719808,-0.6049951,-0.5972884,-0.6511815,-0.6744341,-0.5697902,-0.6045274,-0.6149523,-0.6551514,-0.6038098,-0.6140632,-0.5819102,-0.5910082,-0.5890159,-0.5328805,-0.6575651,-0.618223,-0.5277157,-0.6439298,-0.3874335,-0.4639399,-0.2967373,-0.6724603,-0.329655,-0.2855113,-0.4485094,-0.3394262,-0.3070689,1.1350304,0.7255514,1.4426836,1.2747552,0.2520496,2.6030896,2.0689736,-0.1917847,1.5454448,0.792214,-0.2069586,-0.6664177,-0.4213075,-0.4652216,0.2933791,0.1604158,-0.4359862,-0.2274278,1.2870592,1.4070226,1.1299007,4.0995041,0.9424081,1.5482018,-0.4993426,-0.5607542,1.7841052,-0.4813203,-0.1665746,-0.5322099,-0.4061267,-0.4517038,-0.4939705,-0.4825188,-0.3259892,-0.4214755,-0.6070683,0.8048732,1.9672948,1.699141,1.3641291,3.8457049,1.0583258,2.1481002,1.5592338,1.290502,1.4929567,0.7312426,-0.6389534,-0.6328056,-0.6226712,-0.6707,-0.6474649,-0.6702054,-0.6167477,-0.6499563,-0.556709,-0.6695751,-0.6439084,-0.667395,-0.6003919,-0.5988912,-0.6051885,-0.592656,-0.6770912,-0.6201716,-0.5590836,-0.6769954,-0.643283,-0.6314997,-0.6325933,-0.5971889,-0.493216,-0.6272938,-0.6650903,0.1140665,-0.6694012,-0.3228246,-0.5767337,-0.6550203,0.2269235,-0.3239858
