,LPS944_160124,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",1.59989259,-0.2753254,1.15066578,0.62633716,1.78191811,0.26384177,0.78393085,0.43146389,0.58666205,0.12646851,-0.21465857,-0.12093108,-0.57261661,-0.16339923,-0.57233939,-0.5732121,-0.57342905,-0.36668115,-0.57211008,0.83170739,0.80642189,0.42784569,0.16933611,0.72880092,0.08778971,0.60235389,-0.57532712,-0.22518458,-0.57574279,-0.33047215,-0.38798046,-0.37820154,-0.23878572,-0.27000086,-0.36240603,0.18406998,-0.57541567,-0.57475368,2.03851072,-0.57485997,5.74123236,-0.45035607,2.57219055,2.08879607,1.55692628,-0.56929879,-0.31993826,-0.36868479,-0.40780639,-0.57573946,-0.33823354,-0.40147833,0.43477239,-0.57470725,-0.57511193,-0.57475853,-0.57245236,1.76393453,2.74428111,-0.5666679,-0.56562437,-0.5690969,-0.57691283,-0.57647265,-0.29384522,-0.57697495,-0.34724252,-0.32073901,-0.29169626,-0.57697683,-0.26394727,-0.3394238,0.64737684,-0.57487938,0.74473803,-0.57526686,-0.57277371,-0.57564641,-0.57572169,-0.47553163,-0.56830885,2.05326733,-0.49968733,-0.57194636,-0.57104458,-0.57143743,-0.01695206,-0.03594682,-0.57201775,-0.57261352,-0.27610164,-0.57144532,-0.26881248,-0.57216585,-0.57243101,-0.57318756,-0.32693251,-0.41267102,-0.21405571,-0.57322187,-0.57166608,-0.57304902,-0.2908982,-0.43667673,-0.26839511,-0.57268341,-0.15380557,-0.33220078,-0.57323527,-0.33699706,-0.38725399,-0.02685653,-0.57265997,-0.57369271,-0.10627655,-0.57142813,-0.57467057
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",-0.38652332,-0.62557572,-0.31189565,-0.4469225,-0.43501647,-0.48244591,-0.42714978,-0.39623108,-0.50566509,-0.40100848,-0.58506573,-0.46866828,-0.51061773,-0.49928655,-0.48294685,-0.5408788,-0.52790658,-0.52016664,-0.42302628,0.36318756,-0.44549912,-0.48654651,-0.4324906,-0.47931781,-0.53584909,-0.47418578,-0.71423649,-0.85907308,-0.31692645,-0.76915255,-0.3854281,-0.41710589,-0.60001734,-0.69591456,-0.29539239,0.22436986,-0.03380685,0.46172175,-0.55018684,-0.54906532,1.50594927,2.09678064,1.8613429,0.9204385,0.87886424,0.93727652,-0.7355791,-0.69721678,-0.63073296,-0.41753901,-0.60035317,-0.1123024,2.45457928,1.69700285,1.2736702,-0.08803895,3.26945338,1.31787245,2.50845685,3.59224461,3.48839473,1.44313175,-0.56006072,-0.37033154,-0.7782804,-0.75987404,-0.66342217,-0.83064784,-0.81569084,-0.77514582,-0.76907589,-0.75700661,-0.01134622,1.89705184,0.60237438,-0.05017387,1.15393282,-0.24986665,0.31422826,2.301717,2.24866743,2.47392783,1.92744018,-0.17813696,-0.17454923,0.01512344,-0.01595018,-0.23122639,-0.28013086,-0.40537385,-0.05255473,-0.03328938,-0.09595503,-0.34769873,-0.09135026,-0.37363627,-0.55247227,-0.4185296,-0.24914912,-0.52500238,-0.23707522,-0.18972374,-0.37401721,-0.61506474,-0.3721372,-0.4615897,-0.4570922,-0.57233019,-0.32732941,-0.41063702,-0.64858998,-0.48817848,-0.64726949,-0.58978339,-0.57765472,-0.24811333,-0.74478257
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,-0.40145859,-0.40081634,-0.40006268,-0.40050748,-0.40257327,-0.40052287,-0.40077161,-0.40046769,-0.40323365,-0.39786421,-0.40044727,-0.4032196,-0.39999835,-0.39655457,-0.40070213,-0.40124571,-0.40323371,-0.39646484,-0.40039717,-0.40314457,-0.39958192,-0.39826741,-0.40319968,-0.39506366,-0.40240426,-0.39399807,-0.30623091,-0.29920556,-0.33564205,-0.35369062,-0.24517131,-0.29235868,-0.22384993,-0.34413733,-0.36115319,-0.40329644,-0.40329595,-0.40327521,0.57676566,-0.13490592,1.03463239,3.58797486,3.95298796,3.35083404,2.95661193,2.85169415,-0.33009872,-0.33897154,-0.30770803,-0.33188889,-0.33358904,-0.31934882,-0.40325024,-0.29709024,-0.16576015,-0.40327536,-0.40320311,0.50312806,1.51340249,2.65658066,3.68681905,0.90919283,-0.36349945,-0.3573077,-0.35253789,-0.34034842,-0.30288282,-0.34034651,-0.34619348,-0.36302205,-0.32042691,-0.40334657,-0.04546846,-0.27787372,-0.40326761,-0.40329129,-0.40321318,-0.40330318,-0.40330554,0.79186208,0.08816863,0.79252824,-0.0205043,-0.40318725,-0.403159,-0.40184226,-0.39248157,-0.384666,-0.40318949,-0.40320816,-0.39891257,-0.40317155,-0.40318501,-0.40319413,-0.40037995,-0.40322614,-0.40323708,-0.3985287,-0.39763871,-0.40322722,-0.40317847,-0.4032218,-0.39848188,-0.40324662,-0.39601054,-0.40321035,-0.4004777,-0.40184389,-0.40322764,-0.40319498,-0.40321512,-0.40320616,-0.40320961,-0.40324197,-0.39693095,-0.39697373,-0.40327261
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",-0.111826191,-0.111615251,-0.111824423,-0.111559198,-0.111507052,-0.111827031,-0.110388247,-0.111522049,-0.111828062,-0.111826562,-0.111825341,-0.111497911,-0.111826237,-0.111826917,-0.111380287,-0.111827578,-0.111828066,-0.111827908,-0.111825096,-0.11182166,-0.111430151,-0.111426337,-0.111470817,-0.111824069,-0.111824763,-0.1118236,-0.11183234,-0.111833704,0.006431348,-0.111834675,-0.111830089,-0.111831174,-0.111832238,-0.070697739,0.014204545,-0.111832575,-0.11183254,-0.111831049,-0.11181545,-0.111831289,-0.111815158,-0.111811948,-0.111812001,-0.111817249,-0.111822199,-0.111818765,-0.11183408,-0.023686305,-0.111833599,-0.111833269,-0.057396435,-0.002924987,-0.111829254,-0.111830945,-0.111831856,0.068729057,-0.111825867,-0.111824312,-0.111816735,-0.111812841,-0.111810491,-0.111818311,-0.111835911,-0.0375493,-0.086901548,-0.111836051,-0.032742573,-0.111835752,-0.11183507,-0.111836055,-0.111834007,-0.070411189,0.283511469,2.026241245,-0.111830503,-0.111832205,-0.11182659,-0.089810971,-0.111833229,-0.004721734,-0.111816536,-0.111821552,-0.111823355,-0.109633274,-0.111822697,-0.111535089,-0.11080174,-0.111825415,-0.111002388,-0.111262481,-0.11138335,-0.11141567,-0.111824566,-0.111825222,-0.111825819,-0.111827522,-0.111424909,-0.111380994,-0.111358919,-0.111727036,-0.111824096,-0.110995121,-0.111545432,-0.110864384,-0.111793226,-0.111542945,-0.111828491,-0.111426552,-0.111303212,-0.111825283,-0.111682446,-0.111826086,-0.111631568,-0.111743587,-0.111827099,-0.111354981,-0.111830862
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",-0.390013362,-0.390421372,0.751551524,-0.389948621,-0.390259633,-0.390634405,-0.391825169,-0.390213767,-0.391396599,-0.390287589,-0.389385709,-0.390650515,-0.390047453,-0.390549993,-0.389586002,-0.391038704,-0.391399851,0.109365735,-0.389204296,-0.386664403,-0.388669131,-0.388744355,-0.389591732,-0.388444927,-0.388958041,1.704429684,-0.3374599,0.006662402,-0.360442742,-0.320088404,-0.318311258,-0.393697062,-0.223268803,-0.235840333,-0.352871166,-0.394732454,-0.394706773,-0.393604821,-0.382073993,-0.393781756,3.831016449,4.816173923,3.415026596,-0.383403555,-0.387062547,3.192205038,-0.213301219,-0.396077882,-0.338067819,-0.319218421,-0.381110383,-0.394874392,-0.392278213,-0.393527538,-0.394201163,-0.393612894,-0.389774054,-0.388624964,3.256249931,1.363703749,-0.378408178,-0.384188554,-0.280004682,-0.396466214,-0.314959984,-0.309915991,-0.332421398,-0.304586388,-0.271904508,-0.333098793,-0.24515944,-0.285783623,-0.394938134,-0.393814063,-0.39320115,-0.394459064,0.025168886,-0.395090855,-0.395216165,-0.384949995,-0.382876771,2.285830961,-0.387916988,-0.388931754,-0.387430663,-0.388084592,-0.385213802,-0.389440211,0.281694985,1.58353043,-0.388870538,-0.388097727,-0.388812837,-0.389297129,-0.389738501,-0.390997867,1.458800901,-0.39048866,-0.389304579,-0.391054979,-0.388465214,-0.390767248,-0.389872761,1.092118083,-0.392126283,-0.390158647,-0.391713996,-0.391968851,-0.391077271,-0.389342244,-0.390412353,-0.3899364,-0.390119634,-0.391838727,-0.390684717,2.058857687,-0.393466472
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,-0.233380606,-0.389769536,1.032562521,-0.157866248,0.051242975,-0.329745054,-0.436643946,-0.358433265,-0.157330621,-0.567439449,-0.655916912,-0.319989533,-0.703273955,-0.365022715,-0.75378382,-0.756427369,-0.599910469,-0.673966101,-0.682381768,-0.024660721,-0.141077579,0.002142083,-0.306117982,-0.347856914,-0.487555412,-0.482049302,-0.798863231,2.90164655,-0.799612751,-0.800732594,-0.797060109,-0.797929137,0.080738808,-0.800888946,-0.799741293,0.646811548,0.573830886,0.048312499,-0.133647011,1.039401928,0.699821389,0.468729949,2.551514827,2.067764369,0.634207007,1.916721014,-0.800256054,0.313449664,-0.79987097,0.079261107,-0.800665836,-0.799204479,2.758170393,0.382574382,0.040363391,0.885554444,5.254849763,2.284913759,1.8527772,0.44798598,0.845406216,-0.073501933,-0.801722557,-0.80092882,-0.571774289,-0.801834559,-0.800396713,-0.34355467,1.510082414,-0.801837948,-0.800197723,-0.801935683,0.152967538,0.453572565,-0.053053138,3.717176605,3.022050143,0.820159905,1.585920301,0.804657967,1.296559564,0.923376155,0.427893471,-0.181631857,-0.673678052,-0.583098989,-0.678020438,-0.63516217,-0.42746587,-0.504352992,-0.479232753,-0.217414882,-0.449127137,0.461544088,-0.249360696,-0.181496623,-0.490279149,-0.275173661,-0.291795485,-0.518085202,-0.233852265,-0.507817238,-0.294352954,-0.555301049,-0.27563064,-0.671357784,-0.177014835,-0.540279674,-0.581778533,-0.509043404,-0.410207093,-0.679306766,-0.375877128,-0.585795925,-0.678098223,0.416075638,-0.448576031
"2-Allyl-1,4-dimethoxybenzene",-0.409065248,-0.469794036,-0.222881268,-0.406125108,-0.360391086,-0.433608778,-0.444102844,-0.429216034,-0.424078512,-0.443352894,-0.500613324,-0.438551474,-0.459859538,-0.445585167,-0.478947823,-0.512123828,-0.476530045,-0.487059981,-0.478536101,-0.371523356,-0.381121627,-0.39335984,-0.425688096,-0.426228601,-0.448864559,-0.449589638,-0.478677612,-0.560346143,-0.559978717,-0.561181929,-0.557236039,-0.558169763,-0.487598554,-0.56134992,-0.560116828,1.068161844,0.789470491,1.47499299,-0.111463061,0.58605889,0.344794168,0.181904224,0.861757293,0.509569978,0.166430106,0.591995299,-0.560669912,0.743813187,0.383349361,1.770224997,-0.561110201,-0.538082845,2.718978223,1.782354859,1.608888828,1.250955157,6.071112589,0.824715051,1.034893517,0.32836692,0.510350489,0.062265561,-0.562245591,-0.561392763,-0.561576764,-0.027422569,-0.537744068,-0.562108773,0.244993782,-0.159821856,0.006320934,-0.492155184,0.816046238,1.658939823,0.902749456,1.54383221,6.515528139,0.763647814,1.90742066,0.560630482,0.484590556,0.469786739,0.270933489,-0.406599511,-0.492350744,-0.483572017,-0.484265089,-0.48930735,-0.43621803,-0.44900166,-0.446586693,-0.394327303,-0.432372207,-0.358829474,-0.444254728,-0.404684166,-0.473916313,-0.446900974,-0.437199477,-0.492296569,-0.439986956,-0.446013475,-0.426609234,-0.479854825,-0.443847388,-0.514070454,-0.443512565,-0.47691561,-0.486997434,-0.452627074,-0.443526964,-0.498093617,-0.460167211,-0.481440118,-0.503817328,-0.322208134,-0.472677182
2-Amino-4-methylphenol,-0.21215357,-0.18504997,-0.24456087,-0.24482074,-0.23041611,-0.24496423,-0.24521337,-0.22650424,-0.2451237,-0.22656845,-0.24470297,-0.2449676,-0.22753323,-0.24494657,-0.24474487,-0.24504882,-0.23392312,-0.24509988,-0.22425847,0.07635508,-0.22957318,-0.20817803,-0.13007705,-0.11808195,-0.21006158,-0.2253764,-0.13008669,-0.17275229,-0.24055882,-0.2461465,-0.05596175,-0.07337212,0.02926831,-0.21758046,-0.07990271,-0.24582165,-0.24581628,-0.24558572,-0.24317316,-0.24562274,-0.24312799,-0.2426315,-0.24263966,-0.24345134,-0.2442169,-0.24368589,-0.24605446,-0.14022977,-0.13096157,-0.09411189,-0.23328498,-0.20415867,-0.24530816,-0.24556955,-0.24571049,-0.24558741,-0.24478422,-0.2445438,-0.24337196,-0.24276961,-0.24240617,3.09995049,-0.20976807,-0.04698165,-0.1877054,-0.21540779,-0.14651077,-0.24631311,-0.2290058,-0.21863191,-0.21380055,-0.24637887,0.41281342,-0.2456295,0.4982067,-0.24576445,-0.06736541,-0.24589664,-0.24592286,-0.2437749,5.29653993,5.39750449,6.08448373,-0.19931,-0.24429392,-0.2297031,-0.21299677,-0.24471437,-0.24463285,-0.2240336,-0.24459518,-0.20867995,-0.24458311,-0.24468443,-0.20478783,-0.22810848,-0.20679557,-0.23190856,-0.24468599,-0.23518616,-0.24451038,-0.23492058,-0.24480487,-0.23112161,-0.23302693,-0.22461407,-0.24519011,-0.24524343,-0.24505689,-0.24469387,-0.22888619,-0.24481819,-0.22917464,-0.24521621,-0.23225984,-0.21919097,-0.24555677
"2-Amino-4,6-dihydroxypyrimidine",-0.18151164,0.92835104,-0.07755936,0.42490417,0.03785945,0.71036636,0.12397005,0.83113928,0.64580375,0.59942016,0.39259164,0.13395129,0.07809247,0.65492535,-0.06782001,0.16206952,0.50784696,0.85289715,1.79847837,0.41767496,1.06876262,1.16711537,0.73140449,0.5028913,0.79309874,0.49912501,-0.71893886,-0.52660539,-0.86562643,0.01230674,-0.38374734,-0.70804854,-0.86550874,-0.86580703,-0.86564462,-0.74922014,-0.86554296,-0.86537405,-0.86360649,-0.86540117,-0.86357339,-0.86320964,-0.86321562,-0.86381029,-0.86437118,-0.86398214,-0.82215093,-0.7092963,-0.67807549,-0.86562558,-0.55358464,-0.57546994,-0.86517069,-0.8653622,-0.86546546,-0.86537528,-0.86478683,-0.86461068,-0.86375214,-0.86331083,-0.86304455,-0.86393063,-0.35172874,-0.3267213,-0.33568077,-0.86594084,-0.64425469,-0.08771931,-0.05481163,-0.86594132,-0.58168533,-0.29848804,-0.86557843,-0.86540612,-0.86191204,-0.86550499,-0.86486882,-0.85012504,-0.86562105,-0.86404735,-0.86372954,-0.86429787,-0.86450216,0.45829933,-0.55502775,2.5198229,-0.86408779,-0.86473565,2.17388181,2.77690914,0.68341226,0.573897,0.34611722,1.89465738,0.36264266,1.33781919,1.04318793,1.91289526,0.82048607,0.36182774,1.11224411,0.8163357,0.77712769,1.66918576,0.75045733,1.6925158,1.22556765,1.25153702,-0.21281011,1.3315466,3.72181337,-0.59562311,1.57664925,0.86420181,-0.55397445,3.53536634,2.25794393
2-Aminoadipic acid,-0.383149405,-0.383423567,-0.312130252,-0.383105902,-0.383314886,-0.383566714,-0.384366847,-0.383284067,-0.34624638,-0.383333671,-0.382727654,-0.383577539,-0.383172312,-0.383509994,-0.382862241,-0.383838383,-0.384081055,-0.384002384,-0.382605753,-0.380899074,-0.38224615,-0.308175887,-0.358260189,-0.382095496,-0.382440283,-0.344771657,-0.041551194,-0.007666626,-0.042891034,-0.094483344,0.234878668,0.063272209,0.15630176,-0.106659271,-0.231588527,0.003288349,0.113887923,-0.092077335,0.903531848,5.733045891,-0.377669497,-0.376074958,0.565835981,0.551381134,0.360110861,0.419901383,-0.069502344,-0.174407811,-0.156476074,-0.255088572,-0.224397421,-0.049870987,1.412251971,1.035874765,0.577565892,2.625052577,0.330146748,-0.382216472,-0.378453014,-0.376518521,-0.375351309,-0.379235429,-0.368601687,-0.387485394,-0.215755997,-0.273106414,-0.089986793,-0.194505532,-0.207898923,-0.36640282,-0.117552622,-0.251286181,-0.046613163,3.597175093,3.608377205,2.652018701,4.901992056,4.907098097,-0.207704436,-0.379747079,-0.378353977,-0.380845231,-0.381740748,-0.382422619,-0.381413962,-0.326113075,-0.379924344,-0.382764276,-0.382502474,-0.299258328,-0.382381485,-0.381862195,-0.382342713,-0.382668133,-0.382964712,-0.336952643,-0.384201297,-0.383468781,-0.382673138,-0.383849319,-0.382109128,-0.383655978,-0.383054928,-0.335505859,-0.351028761,-0.383247029,-0.345677177,-0.325963799,-0.383864298,-0.382698448,-0.383417507,-0.38309769,-0.383220814,-0.384375958,-0.30862613,-0.381842972,-0.331761575
2-Aminobutanoic acid,-0.490486313,-0.490486383,-0.490486089,-0.475048203,-0.490486356,-0.49048642,-0.490486624,-0.490486348,-0.490486551,-0.49048636,-0.490486206,-0.490486423,-0.490486319,-0.490486405,-0.49048624,-0.490486489,-0.474199079,-0.490486531,-0.490486174,-0.490485738,-0.490486083,-0.490486095,-0.489513404,-0.490486044,-0.490486132,-0.490485985,-0.309932698,0.284573626,-0.261709001,0.43612507,-0.475900729,-0.359757464,-0.275266506,-0.367475162,-0.29724108,1.044365481,0.345831769,-0.214862017,2.035109587,-0.12191377,0.529161618,1.128260628,0.65681962,0.434964342,0.955370855,0.359895562,-0.222580089,-0.302609772,-0.182862282,-0.296771796,-0.385141916,-0.232990739,-0.202177582,4.251814149,3.624283987,3.093325727,2.128213339,0.251204907,-0.462021249,0.371320908,0.461298345,0.653844853,-0.367546438,-0.257047334,-0.371743608,-0.439470875,-0.330120767,-0.41121453,-0.400736856,-0.40466784,-0.368028692,-0.426662291,-0.020259898,2.975738264,5.297727007,-0.18660157,4.865583184,-0.11056709,0.106461223,0.316722077,0.118934414,-0.000811571,-0.17585318,-0.490486128,-0.49048587,-0.490485982,-0.490485489,-0.490486215,-0.353150494,-0.348263122,-0.490486117,-0.380144977,-0.409227799,-0.430898115,-0.447181474,-0.420758702,-0.438114624,-0.418252073,-0.418731217,-0.432762991,-0.448091849,-0.369153652,-0.409309124,-0.404016956,-0.438334439,-0.409349269,-0.487800868,-0.425410833,-0.424230768,-0.414732319,-0.201466632,-0.418558942,-0.243432612,-0.437359556,-0.425095061,-0.490478648,-0.304379585
2-Butenedioic acid,-0.50280462,-0.513804517,-0.085894526,-0.411473393,-0.503391193,-0.476378918,-0.541706876,-0.520051625,-0.513969562,-0.503093175,-0.514788433,-0.516861788,-0.511413233,-0.496961831,-0.504349652,-0.513307667,-0.588707816,-0.513082969,-0.493952897,-0.464960525,-0.490569247,-0.291148261,-0.496660938,-0.520581396,-0.56418169,-0.502821946,-0.410527871,-0.29649804,-0.091210475,-0.164118406,0.196003267,-0.419363212,-0.183746892,-0.250885125,-0.360022724,2.857472153,1.775403284,1.185799417,-0.371390231,2.352555008,-0.095118519,0.118471044,0.737562558,0.851334869,0.566362715,0.139213162,-0.289948605,-0.431551509,-0.311778345,-0.28943268,-0.431117794,-0.275476263,1.374256745,1.254924031,2.104037038,4.797144733,4.432503028,-0.10577062,0.037041627,0.346034793,0.571302653,-0.011996056,-0.341457282,-0.213477429,-0.472898752,-0.288597428,-0.301067715,-0.253246804,-0.19864055,-0.341758016,-0.30649861,-0.301966125,2.287843526,0.952924526,1.068586201,3.04407039,1.861040976,5.221190342,1.595510939,-0.123093742,0.522480905,0.023879707,-0.0996638,-0.454578815,-0.271635403,-0.512091608,-0.237435671,-0.176831069,-0.430950278,-0.576506131,-0.452932226,-0.391539279,-0.355048082,-0.387569369,-0.521816939,-0.470538141,-0.473095927,-0.47817542,-0.441513914,-0.49879391,-0.449195059,-0.496694332,-0.500309907,-0.520179437,-0.516023952,-0.461773444,-0.508671089,-0.520908763,-0.430210796,-0.4643785,-0.503913885,-0.236961061,-0.46729623,-0.517794911,-0.257217951,-0.58758434,-0.549792124
"2-Butenoic acid, 2-[(trimethylsilyl)oxy]-",-0.3170592,-0.31705921,-0.31705914,-0.31705919,-0.31705921,-0.31705922,-0.31705928,-0.31705921,-0.31705926,-0.31705921,-0.31705917,-0.31705923,-0.31705688,-0.31705922,-0.31705918,-0.31705924,-0.31705926,-0.31705925,-0.31705916,-0.31705905,-0.31705914,-0.31705914,-0.31705918,-0.31705913,-0.31705915,-0.31705911,-0.21019124,-0.2190735,-0.20314223,-0.23301806,-0.16705475,-0.18525877,-0.1773309,-0.2484076,-0.22308134,-0.31705941,-0.3170594,1.97428294,4.64816394,1.08640167,-0.31705883,-0.31705873,-0.31705873,-0.3170589,1.47487947,0.22102691,-0.23689946,-0.21624654,-0.21015217,-0.1806935,-0.22110264,-0.20088216,-0.3170593,0.68563263,-0.31705938,-0.31705936,2.13138616,1.662864,1.25271684,3.05060421,4.10489815,2.65494031,-0.25393102,-0.22140391,-0.24987316,-0.26432187,-0.24448017,-0.24386819,-0.23012192,-0.25297394,-0.23684741,-0.27233255,-0.31705942,-0.31705937,-0.31705934,-0.31705939,-0.31705921,0.09070126,-0.31705943,-0.31705897,-0.30327288,-0.31705904,-0.3170591,-0.31705915,-0.31705908,-0.31705911,-0.31705898,-0.31705917,-0.31705915,-0.3170592,-0.31705915,-0.31705911,-0.31705914,-0.31705749,-0.31705918,-0.31705924,-0.31705927,-0.31705922,-0.31705917,-0.31705924,-0.31705913,-0.31705923,-0.31705728,-0.31705929,-0.31705929,-0.3170592,-0.31705927,-0.31705374,-0.31705924,-0.31705917,-0.31705661,-0.31705919,-0.3170592,-0.31705928,-0.31705923,-0.31705911,-0.31705595
2-Ethyl-3-hydroxypropionic acid,0.172681019,-1.318945454,0.821787334,0.324812991,0.343935361,0.218324171,-0.066980872,0.252893589,0.073329947,-1.31806929,0.554584547,0.406512113,0.466633069,0.235060616,0.612784455,0.199213157,0.182236511,0.145617435,0.560958423,0.58722413,0.441102927,0.511761824,0.298983283,0.633043765,0.410571534,0.760396831,-1.346045645,-0.458641077,-0.324926249,-1.087122266,0.469167506,-0.730068586,-0.578905446,-0.529071768,-0.262793455,-1.347179196,-1.347011011,-1.339794208,-0.827519863,-1.340952971,1.758973295,2.568939739,2.408844714,1.729380975,0.527538823,1.483254457,-1.354466371,-0.868504232,-0.277308933,-0.689802989,-1.356943832,-1.348108764,-1.331106104,-1.339288073,-1.343699714,-1.33984708,0.778223875,-1.307180584,2.06020265,1.612962613,2.062473234,1.443851275,-1.363332549,-0.409518931,-1.359569133,-1.063876386,-0.47030554,-1.065922356,-1.359260224,-1.107737464,-1.354113713,-0.958507425,-1.348526219,-1.341164555,-0.413584575,-0.247504976,-1.318209319,-1.349526402,-1.350347073,0.804916008,-1.26953504,1.668787435,0.756940694,1.166110405,1.393128311,0.465188056,1.947475575,0.954844172,0.135810567,-0.052704873,0.512955442,0.513387469,0.608024836,0.362598832,0.527647737,0.310702525,0.093285574,0.283129023,0.722357885,0.269810079,0.574826206,0.343812546,0.515633901,0.013537729,0.000807113,0.271167565,0.197564488,0.030477427,0.741652469,1.141318865,-1.318886389,0.958655989,0.109044703,0.022033071,0.840144369,0.543386908,-0.540719605
