cpx_gene,pls_metabolite,edge_dir
ENSMUSG00000031489-P,Heptanoic acid,-1
ENSMUSG00000032306-P,Heptanoic acid,-1
ENSMUSG00000043487-P,Heptanoic acid,1
ENSMUSG00000059820-P,Heptanoic acid,-1
ENSMUSG00000007739-P,Heptanoic acid,1
ENSMUSG00000054720-P,Heptanoic acid,1
ENSMUSG00000014603-P,Heptanoic acid,-1
ENSMUSG00000031838-P,Heptanoic acid,1
ENSMUSG00000035293-P,Heptanoic acid,-1
ENSMUSG00000048874-P,Heptanoic acid,1
ENSMUSG00000012422-P,Heptanoic acid,1
ENSMUSG00000062040-P,Heptanoic acid,1
ENSMUSG00000028890-P,Heptanoic acid,1
ENSMUSG00000069631-P,Heptanoic acid,1
ENSMUSG00000051435-P,Heptanoic acid,-1
ENSMUSG00000020553-P,Heptanoic acid,-1
ENSMUSG00000031198-P,Heptanoic acid,-1
ENSMUSG00000089875-P,Heptanoic acid,-1
ENSMUSG00000002748-P,Heptanoic acid,-1
ENSMUSG00000034349-P,Heptanoic acid,1
ENSMUSG00000071637-P,Heptanoic acid,-1
ENSMUSG00000019173-P,Heptanoic acid,-1
ENSMUSG00000020491-P,Heptanoic acid,1
ENSMUSG00000051297-P,Heptanoic acid,1
ENSMUSG00000003190-P,Heptanoic acid,1
ENSMUSG00000051510-P,Heptanoic acid,1
ENSMUSG00000037110-P,Heptanoic acid,-1
ENSMUSG00000038324-P,Heptanoic acid,1
ENSMUSG00000030201-P,Heptanoic acid,1
ENSMUSG00000016018-P,Heptanoic acid,-1
ENSMUSG00000048330-P,Heptanoic acid,1
ENSMUSG00000020380-P,Heptanoic acid,-1
ENSMUSG00000015363-P,Heptanoic acid,-1
ENSMUSG00000022843-P,Heptanoic acid,1
ENSMUSG00000042557-P,Heptanoic acid,-1
ENSMUSG00000030611-P,Heptanoic acid,-1
ENSMUSG00000019647-P,Heptanoic acid,1
ENSMUSG00000046806-P,Heptanoic acid,-1
ENSMUSG00000105302-P,Heptanoic acid,1
ENSMUSG00000033585-P,Heptanoic acid,1
ENSMUSG00000038058-P,Heptanoic acid,-1
ENSMUSG00000023764-P,Heptanoic acid,1
ENSMUSG00000040483-P,Heptanoic acid,1
ENSMUSG00000072763-P,Heptanoic acid,1
ENSMUSG00000024800-P,Heptanoic acid,1
ENSMUSG00000025104-P,Heptanoic acid,-1
ENSMUSG00000032307-P,Heptanoic acid,-1
ENSMUSG00000046807-P,Heptanoic acid,-1
ENSMUSG00000005699-P,Heptanoic acid,-1
ENSMUSG00000042594-P,Heptanoic acid,1
ENSMUSG00000071652-P,Heptanoic acid,-1
ENSMUSG00000026113-P,Heptanoic acid,1
ENSMUSG00000027349-P,Heptanoic acid,1
ENSMUSG00000038827-P,Heptanoic acid,1
ENSMUSG00000025231-P,Heptanoic acid,-1
ENSMUSG00000024976-P,Heptanoic acid,-1
ENSMUSG00000041649-P,Heptanoic acid,-1
ENSMUSG00000056938-P,Heptanoic acid,-1
ENSMUSG00000021990-P,Heptanoic acid,-1
ENSMUSG00000029265-P,Heptanoic acid,-1
ENSMUSG00000036087-P,Heptanoic acid,-1
ENSMUSG00000054484-P,Hexanedioic acid,1
ENSMUSG00000051343-P,Hexanedioic acid,1
ENSMUSG00000068284-P,Hexanedioic acid,-1
ENSMUSG00000094002-P,Hexanedioic acid,-1
ENSMUSG00000085558-P,Hexanedioic acid,-1
ENSMUSG00000022781-P,Hexanedioic acid,-1
ENSMUSG00000079442-P,Hexanedioic acid,-1
ENSMUSG00000030094-P,Hexanedioic acid,-1
ENSMUSG00000002319-P,Hexanedioic acid,-1
ENSMUSG00000022246-P,Hexanedioic acid,-1
ENSMUSG00000026309-P,Hexanedioic acid,-1
ENSMUSG00000021903-P,Hexanedioic acid,1
ENSMUSG00000047146-P,Hexanedioic acid,-1
ENSMUSG00000024805-P,Hexanedioic acid,1
ENSMUSG00000052751-P,Hexanedioic acid,-1
ENSMUSG00000058420-P,Hexanedioic acid,1
ENSMUSG00000004895-P,Hexanedioic acid,-1
ENSMUSG00000025934-P,Hexanedioic acid,1
ENSMUSG00000044296-P,Hexanedioic acid,-1
ENSMUSG00000024235-P,Hexanedioic acid,-1
ENSMUSG00000032301-P,Hexanedioic acid,-1
ENSMUSG00000018199-P,Hexanedioic acid,-1
ENSMUSG00000050822-P,Hexanedioic acid,-1
ENSMUSG00000041012-P,Hexanedioic acid,1
ENSMUSG00000062937-P,Hexanedioic acid,1
ENSMUSG00000040158-P,Hexanedioic acid,1
ENSMUSG00000036819-P,Hexanedioic acid,1
ENSMUSG00000032555-P,Hexanedioic acid,1
ENSMUSG00000030703-P,Hexanedioic acid,1
ENSMUSG00000028826-P,Hexanedioic acid,1
ENSMUSG00000026341-P,Hexanedioic acid,-1
ENSMUSG00000055150-P,Hexanedioic acid,1
ENSMUSG00000022463-P,Hexanedioic acid,1
ENSMUSG00000027690-P,Hexanedioic acid,-1
ENSMUSG00000029550-P,Hexanedioic acid,-1
ENSMUSG00000037664-P,Hexanedioic acid,-1
ENSMUSG00000087368-P,Hexanedioic acid,-1
ENSMUSG00000024335-P,Hexanedioic acid,-1
ENSMUSG00000031864-P,Hexanedioic acid,-1
ENSMUSG00000030560-P,Hexanedioic acid,1
ENSMUSG00000029291-P,Hexanedioic acid,1
ENSMUSG00000026029-P,Hexanedioic acid,1
ENSMUSG00000027706-P,Hexanedioic acid,1
ENSMUSG00000019699-P,Hexanedioic acid,1
ENSMUSG00000026896-P,Hexanedioic acid,1
ENSMUSG00000023249-P,Hexanedioic acid,-1
ENSMUSG00000046947-P,Hexanedioic acid,-1
ENSMUSG00000037326-P,Hexanedioic acid,-1
ENSMUSG00000040640-P,Hexanedioic acid,-1
ENSMUSG00000095677-P,Hexanedioic acid,-1
ENSMUSG00000004098-P,Hexanedioic acid,1
ENSMUSG00000100075-P,Hexanedioic acid,-1
ENSMUSG00000019464-P,Hexanedioic acid,-1
ENSMUSG00000038990-P,Hexanedioic acid,1
ENSMUSG00000021686-P,Hexanedioic acid,-1
ENSMUSG00000029270-P,Hexanedioic acid,1
ENSMUSG00000029684-P,Hexanedioic acid,-1
ENSMUSG00000017697-P,Hexanedioic acid,1
ENSMUSG00000030256-P,Hexanedioic acid,1
ENSMUSG00000028484-P,Hexanedioic acid,-1
ENSMUSG00000037716-P,Hexanedioic acid,1
ENSMUSG00000022085-P,Hexanedioic acid,1
ENSMUSG00000044813-P,Hexanedioic acid,1
ENSMUSG00000030268-P,Hexanedioic acid,-1
ENSMUSG00000067928-P,Hexanedioic acid,1
ENSMUSG00000003360-P,Hexanedioic acid,-1
ENSMUSG00000032251-P,Hexanedioic acid,-1
ENSMUSG00000048175-P,Hexanedioic acid,1
ENSMUSG00000034768-P,Hexanedioic acid,-1
ENSMUSG00000017802-P,Hexanedioic acid,1
ENSMUSG00000056952-P,Hexanedioic acid,-1
ENSMUSG00000027598-P,Hexanedioic acid,-1
ENSMUSG00000099689-P,Hexanedioic acid,1
ENSMUSG00000087083-P,Hexanedioic acid,1
ENSMUSG00000038608-P,Hexanedioic acid,-1
ENSMUSG00000032306-P,Hexanedioic acid,1
ENSMUSG00000028599-P,Hexanedioic acid,1
ENSMUSG00000028626-P,Hexanedioic acid,1
ENSMUSG00000031922-P,Hexanedioic acid,-1
ENSMUSG00000054717-P,Hexanedioic acid,-1
ENSMUSG00000040586-P,Hexanedioic acid,-1
ENSMUSG00000070527-P,Hexanedioic acid,1
ENSMUSG00000061524-P,Hexanedioic acid,-1
ENSMUSG00000023931-P,Hexanedioic acid,-1
ENSMUSG00000005045-P,Hexanedioic acid,-1
ENSMUSG00000001014-P,Hexanedioic acid,1
ENSMUSG00000056999-P,Hexanedioic acid,-1
ENSMUSG00000078486-P,Hexanedioic acid,1
ENSMUSG00000025789-P,Hexanedioic acid,1
ENSMUSG00000022439-P,Hexanedioic acid,-1
ENSMUSG00000048330-P,Hexanedioic acid,1
ENSMUSG00000039145-P,Hexanedioic acid,-1
ENSMUSG00000027680-P,Hexanedioic acid,-1
ENSMUSG00000045284-P,Hexanedioic acid,1
ENSMUSG00000039899-P,Hexanedioic acid,1
ENSMUSG00000031637-P,Hexanedioic acid,1
ENSMUSG00000014846-P,Hexanedioic acid,1
ENSMUSG00000040675-P,Hexanedioic acid,1
ENSMUSG00000031513-P,Hexanedioic acid,1
ENSMUSG00000022751-P,Hexanedioic acid,-1
ENSMUSG00000038058-P,Hexanedioic acid,1
ENSMUSG00000032602-P,Hexanedioic acid,-1
ENSMUSG00000064340-P,Hexanedioic acid,1
ENSMUSG00000050199-P,Hexanedioic acid,-1
ENSMUSG00000022010-P,Hexanedioic acid,1
ENSMUSG00000024083-P,Hexanedioic acid,-1
ENSMUSG00000046714-P,Hexanedioic acid,1
ENSMUSG00000021929-P,Hexanedioic acid,-1
ENSMUSG00000025862-P,Hexanedioic acid,-1
ENSMUSG00000078201-P,Hexanedioic acid,-1
ENSMUSG00000042506-P,Hexanedioic acid,1
ENSMUSG00000018293-P,Hexanedioic acid,-1
ENSMUSG00000026527-P,Hexanedioic acid,-1
ENSMUSG00000017314-P,Hexanedioic acid,-1
ENSMUSG00000049090-P,Hexanedioic acid,1
ENSMUSG00000027305-P,Hexanedioic acid,-1
ENSMUSG00000022774-P,Hexanedioic acid,-1
ENSMUSG00000038827-P,Hexanedioic acid,1
ENSMUSG00000055022-P,Hexanedioic acid,1
ENSMUSG00000003199-P,Hexanedioic acid,-1
ENSMUSG00000041649-P,Hexanedioic acid,-1
ENSMUSG00000056938-P,Hexanedioic acid,-1
ENSMUSG00000023118-P,Hexanedioic acid,1
ENSMUSG00000031479-P,Hexanedioic acid,-1
ENSMUSG00000028412-P,Hexanoic acid,1
ENSMUSG00000024425-P,Hexanoic acid,-1
ENSMUSG00000034584-P,Hexanoic acid,-1
ENSMUSG00000068921-P,Hexanoic acid,1
ENSMUSG00000044224-P,Hexanoic acid,1
ENSMUSG00000030216-P,Hexanoic acid,1
ENSMUSG00000071072-P,Hexanoic acid,1
ENSMUSG00000033237-P,Hexanoic acid,1
ENSMUSG00000069727-P,Hexanoic acid,1
ENSMUSG00000042118-P,Hexanoic acid,1
ENSMUSG00000039253-P,Hexanoic acid,1
ENSMUSG00000035295-P,Hexanoic acid,1
ENSMUSG00000030060-P,Hexanoic acid,-1
ENSMUSG00000105382-P,Hexanoic acid,1
ENSMUSG00000022246-P,Hexanoic acid,-1
ENSMUSG00000028655-P,Hexanoic acid,1
ENSMUSG00000086610-P,Hexanoic acid,1
ENSMUSG00000032482-P,Hexanoic acid,-1
ENSMUSG00000021288-P,Hexanoic acid,1
ENSMUSG00000024151-P,Hexanoic acid,-1
ENSMUSG00000019907-P,Hexanoic acid,1
ENSMUSG00000004895-P,Hexanoic acid,1
ENSMUSG00000026623-P,Hexanoic acid,1
ENSMUSG00000056215-P,Hexanoic acid,1
ENSMUSG00000057367-P,Hexanoic acid,1
ENSMUSG00000045100-P,Hexanoic acid,-1
ENSMUSG00000044296-P,Hexanoic acid,1
ENSMUSG00000026483-P,Hexanoic acid,-1
ENSMUSG00000057738-P,Hexanoic acid,-1
ENSMUSG00000032301-P,Hexanoic acid,1
ENSMUSG00000010607-P,Hexanoic acid,-1
ENSMUSG00000030862-P,Hexanoic acid,1
ENSMUSG00000028441-P,Hexanoic acid,-1
ENSMUSG00000030058-P,Hexanoic acid,-1
ENSMUSG00000023092-P,Hexanoic acid,1
ENSMUSG00000028772-P,Hexanoic acid,-1
ENSMUSG00000024150-P,Hexanoic acid,1
ENSMUSG00000035873-P,Hexanoic acid,1
ENSMUSG00000030008-P,Hexanoic acid,-1
ENSMUSG00000018372-P,Hexanoic acid,1
ENSMUSG00000040158-P,Hexanoic acid,-1
ENSMUSG00000019897-P,Hexanoic acid,1
ENSMUSG00000031751-P,Hexanoic acid,-1
ENSMUSG00000001687-P,Hexanoic acid,1
ENSMUSG00000029790-P,Hexanoic acid,1
ENSMUSG00000030703-P,Hexanoic acid,1
ENSMUSG00000028826-P,Hexanoic acid,-1
ENSMUSG00000042010-P,Hexanoic acid,-1
ENSMUSG00000021431-P,Hexanoic acid,1
ENSMUSG00000036478-P,Hexanoic acid,1
ENSMUSG00000032238-P,Hexanoic acid,1
ENSMUSG00000039323-P,Hexanoic acid,-1
ENSMUSG00000022941-P,Hexanoic acid,1
ENSMUSG00000026784-P,Hexanoic acid,-1
ENSMUSG00000027690-P,Hexanoic acid,1
ENSMUSG00000049739-P,Hexanoic acid,1
ENSMUSG00000028041-P,Hexanoic acid,-1
ENSMUSG00000031864-P,Hexanoic acid,-1
ENSMUSG00000043639-P,Hexanoic acid,1
ENSMUSG00000029291-P,Hexanoic acid,1
ENSMUSG00000021482-P,Hexanoic acid,1
ENSMUSG00000072704-P,Hexanoic acid,1
ENSMUSG00000046947-P,Hexanoic acid,-1
ENSMUSG00000046351-P,Hexanoic acid,1
ENSMUSG00000030605-P,Hexanoic acid,-1
ENSMUSG00000042349-P,Hexanoic acid,1
ENSMUSG00000037012-P,Hexanoic acid,-1
ENSMUSG00000037736-P,Hexanoic acid,1
ENSMUSG00000019464-P,Hexanoic acid,1
ENSMUSG00000025437-P,Hexanoic acid,1
ENSMUSG00000051224-P,Hexanoic acid,1
ENSMUSG00000024975-P,Hexanoic acid,1
ENSMUSG00000002844-P,Hexanoic acid,-1
ENSMUSG00000017697-P,Hexanoic acid,-1
ENSMUSG00000022812-P,Hexanoic acid,1
ENSMUSG00000053749-P,Hexanoic acid,1
ENSMUSG00000068762-P,Hexanoic acid,-1
ENSMUSG00000031112-P,Hexanoic acid,1
ENSMUSG00000032018-P,Hexanoic acid,-1
ENSMUSG00000054364-P,Hexanoic acid,-1
ENSMUSG00000057181-P,Hexanoic acid,-1
ENSMUSG00000045817-P,Hexanoic acid,1
ENSMUSG00000027523-P,Hexanoic acid,1
ENSMUSG00000037716-P,Hexanoic acid,1
ENSMUSG00000007476-P,Hexanoic acid,-1
ENSMUSG00000105607-P,Hexanoic acid,1
ENSMUSG00000090110-P,Hexanoic acid,-1
ENSMUSG00000047181-P,Hexanoic acid,-1
ENSMUSG00000033453-P,Hexanoic acid,-1
ENSMUSG00000048175-P,Hexanoic acid,-1
ENSMUSG00000044927-P,Hexanoic acid,-1
ENSMUSG00000038064-P,Hexanoic acid,-1
ENSMUSG00000029034-P,Hexanoic acid,1
ENSMUSG00000017802-P,Hexanoic acid,-1
ENSMUSG00000030697-P,Hexanoic acid,-1
ENSMUSG00000034377-P,Hexanoic acid,1
ENSMUSG00000098113-P,Hexanoic acid,-1
ENSMUSG00000007379-P,Hexanoic acid,-1
ENSMUSG00000038608-P,Hexanoic acid,1
ENSMUSG00000022023-P,Hexanoic acid,1
ENSMUSG00000041135-P,Hexanoic acid,1
ENSMUSG00000091183-P,Hexanoic acid,1
ENSMUSG00000030352-P,Hexanoic acid,-1
ENSMUSG00000034295-P,Hexanoic acid,-1
ENSMUSG00000040167-P,Hexanoic acid,-1
ENSMUSG00000077767-P,Hexanoic acid,1
ENSMUSG00000035093-P,Hexanoic acid,-1
ENSMUSG00000017831-P,Hexanoic acid,1
ENSMUSG00000029772-P,Hexanoic acid,1
ENSMUSG00000004085-P,Hexanoic acid,-1
ENSMUSG00000028626-P,Hexanoic acid,-1
ENSMUSG00000039194-P,Hexanoic acid,1
ENSMUSG00000014603-P,Hexanoic acid,-1
ENSMUSG00000032288-P,Hexanoic acid,-1
ENSMUSG00000038555-P,Hexanoic acid,-1
ENSMUSG00000035293-P,Hexanoic acid,-1
ENSMUSG00000041570-P,Hexanoic acid,-1
ENSMUSG00000045930-P,Hexanoic acid,1
ENSMUSG00000022199-P,Hexanoic acid,-1
ENSMUSG00000044365-P,Hexanoic acid,1
ENSMUSG00000062040-P,Hexanoic acid,1
ENSMUSG00000069631-P,Hexanoic acid,1
ENSMUSG00000040242-P,Hexanoic acid,1
ENSMUSG00000039959-P,Hexanoic acid,1
ENSMUSG00000061689-P,Hexanoic acid,-1
ENSMUSG00000020553-P,Hexanoic acid,-1
ENSMUSG00000034349-P,Hexanoic acid,1
ENSMUSG00000027860-P,Hexanoic acid,1
ENSMUSG00000001014-P,Hexanoic acid,1
ENSMUSG00000071637-P,Hexanoic acid,-1
ENSMUSG00000043263-P,Hexanoic acid,-1
ENSMUSG00000019173-P,Hexanoic acid,-1
ENSMUSG00000018570-P,Hexanoic acid,1
ENSMUSG00000051297-P,Hexanoic acid,1
ENSMUSG00000051285-P,Hexanoic acid,1
ENSMUSG00000051510-P,Hexanoic acid,1
ENSMUSG00000022674-P,Hexanoic acid,1
ENSMUSG00000027770-P,Hexanoic acid,-1
ENSMUSG00000048330-P,Hexanoic acid,1
ENSMUSG00000032459-P,Hexanoic acid,-1
ENSMUSG00000035539-P,Hexanoic acid,1
ENSMUSG00000027710-P,Hexanoic acid,-1
ENSMUSG00000063801-P,Hexanoic acid,1
ENSMUSG00000018171-P,Hexanoic acid,-1
ENSMUSG00000024098-P,Hexanoic acid,-1
ENSMUSG00000046806-P,Hexanoic acid,-1
ENSMUSG00000036197-P,Hexanoic acid,-1
ENSMUSG00000105302-P,Hexanoic acid,1
ENSMUSG00000023826-P,Hexanoic acid,1
ENSMUSG00000022568-P,Hexanoic acid,1
ENSMUSG00000072763-P,Hexanoic acid,1
ENSMUSG00000074480-P,Hexanoic acid,-1
ENSMUSG00000025016-P,Hexanoic acid,1
ENSMUSG00000024800-P,Hexanoic acid,1
ENSMUSG00000042506-P,Hexanoic acid,1
ENSMUSG00000018707-P,Hexanoic acid,-1
ENSMUSG00000018293-P,Hexanoic acid,-1
ENSMUSG00000015970-P,Hexanoic acid,-1
ENSMUSG00000027305-P,Hexanoic acid,1
ENSMUSG00000042594-P,Hexanoic acid,1
ENSMUSG00000102664-P,Hexanoic acid,-1
ENSMUSG00000021149-P,Hexanoic acid,1
ENSMUSG00000027349-P,Hexanoic acid,1
ENSMUSG00000020546-P,Hexanoic acid,1
ENSMUSG00000020074-P,Hexanoic acid,1
ENSMUSG00000066057-P,Hexanoic acid,1
ENSMUSG00000032348-P,Hexanoic acid,1
ENSMUSG00000022177-P,Hexanoic acid,-1
ENSMUSG00000023118-P,Hexanoic acid,-1
ENSMUSG00000021990-P,Hexanoic acid,-1
ENSMUSG00000025979-P,Hexanoylglycine,-1
ENSMUSG00000035443-P,Hexanoylglycine,1
ENSMUSG00000028991-P,Hexanoylglycine,1
ENSMUSG00000036948-P,Hexanoylglycine,-1
ENSMUSG00000033900-P,Hexanoylglycine,-1
ENSMUSG00000016495-P,Hexanoylglycine,-1
ENSMUSG00000026803-P,Hexanoylglycine,-1
ENSMUSG00000036188-P,Hexanoylglycine,1
ENSMUSG00000027536-P,Hexanoylglycine,-1
ENSMUSG00000031916-P,Hexanoylglycine,-1
ENSMUSG00000036371-P,Hexanoylglycine,-1
ENSMUSG00000034064-P,Hexanoylglycine,1
ENSMUSG00000004591-P,Hexanoylglycine,-1
ENSMUSG00000085558-P,Hexanoylglycine,-1
ENSMUSG00000015112-P,Hexanoylglycine,-1
ENSMUSG00000042426-P,Hexanoylglycine,-1
ENSMUSG00000024081-P,Hexanoylglycine,-1
ENSMUSG00000005469-P,Hexanoylglycine,-1
ENSMUSG00000030094-P,Hexanoylglycine,-1
ENSMUSG00000049097-P,Hexanoylglycine,-1
ENSMUSG00000034647-P,Hexanoylglycine,-1
ENSMUSG00000002319-P,Hexanoylglycine,1
ENSMUSG00000026273-P,Hexanoylglycine,-1
ENSMUSG00000020308-P,Hexanoylglycine,-1
ENSMUSG00000050910-P,Hexanoylglycine,1
ENSMUSG00000102840-P,Hexanoylglycine,-1
ENSMUSG00000058756-P,Hexanoylglycine,-1
ENSMUSG00000033948-P,Hexanoylglycine,1
ENSMUSG00000106032-P,Hexanoylglycine,-1
ENSMUSG00000026309-P,Hexanoylglycine,1
ENSMUSG00000026603-P,Hexanoylglycine,1
ENSMUSG00000005514-P,Hexanoylglycine,1
ENSMUSG00000033808-P,Hexanoylglycine,-1
ENSMUSG00000045128-P,Hexanoylglycine,1
ENSMUSG00000047146-P,Hexanoylglycine,-1
ENSMUSG00000040795-P,Hexanoylglycine,-1
ENSMUSG00000032482-P,Hexanoylglycine,-1
ENSMUSG00000023243-P,Hexanoylglycine,-1
ENSMUSG00000030591-P,Hexanoylglycine,1
ENSMUSG00000028959-P,Hexanoylglycine,1
ENSMUSG00000025474-P,Hexanoylglycine,1
ENSMUSG00000005580-P,Hexanoylglycine,1
ENSMUSG00000030663-P,Hexanoylglycine,-1
ENSMUSG00000036501-P,Hexanoylglycine,-1
ENSMUSG00000033411-P,Hexanoylglycine,-1
ENSMUSG00000037608-P,Hexanoylglycine,-1
ENSMUSG00000003527-P,Hexanoylglycine,-1
ENSMUSG00000008690-P,Hexanoylglycine,1
ENSMUSG00000092417-P,Hexanoylglycine,-1
ENSMUSG00000083899-P,Hexanoylglycine,-1
ENSMUSG00000001964-P,Hexanoylglycine,-1
ENSMUSG00000031010-P,Hexanoylglycine,-1
ENSMUSG00000015839-P,Hexanoylglycine,-1
ENSMUSG00000032633-P,Hexanoylglycine,1
ENSMUSG00000032724-P,Hexanoylglycine,1
ENSMUSG00000024235-P,Hexanoylglycine,1
ENSMUSG00000022283-P,Hexanoylglycine,-1
ENSMUSG00000050989-P,Hexanoylglycine,-1
ENSMUSG00000036718-P,Hexanoylglycine,-1
ENSMUSG00000028885-P,Hexanoylglycine,1
ENSMUSG00000021693-P,Hexanoylglycine,-1
ENSMUSG00000062044-P,Hexanoylglycine,1
ENSMUSG00000005124-P,Hexanoylglycine,1
ENSMUSG00000043991-P,Hexanoylglycine,-1
ENSMUSG00000086825-P,Hexanoylglycine,-1
ENSMUSG00000041134-P,Hexanoylglycine,-1
ENSMUSG00000049624-P,Hexanoylglycine,-1
ENSMUSG00000024170-P,Hexanoylglycine,-1
ENSMUSG00000050822-P,Hexanoylglycine,1
ENSMUSG00000041012-P,Hexanoylglycine,1
ENSMUSG00000057722-P,Hexanoylglycine,-1
ENSMUSG00000020777-P,Hexanoylglycine,1
ENSMUSG00000024150-P,Hexanoylglycine,1
ENSMUSG00000043467-P,Hexanoylglycine,-1
ENSMUSG00000024921-P,Hexanoylglycine,-1
ENSMUSG00000056531-P,Hexanoylglycine,-1
ENSMUSG00000020102-P,Hexanoylglycine,-1
ENSMUSG00000043059-P,Hexanoylglycine,1
ENSMUSG00000048200-P,Hexanoylglycine,-1
ENSMUSG00000024181-P,Hexanoylglycine,1
ENSMUSG00000005510-P,Hexanoylglycine,1
ENSMUSG00000032615-P,Hexanoylglycine,1
ENSMUSG00000021377-P,Hexanoylglycine,-1
ENSMUSG00000032641-P,Hexanoylglycine,-1
ENSMUSG00000038644-P,Hexanoylglycine,-1
ENSMUSG00000004040-P,Hexanoylglycine,1
ENSMUSG00000064345-P,Hexanoylglycine,-1
ENSMUSG00000040158-P,Hexanoylglycine,-1
ENSMUSG00000029623-P,Hexanoylglycine,-1
ENSMUSG00000036819-P,Hexanoylglycine,-1
ENSMUSG00000024290-P,Hexanoylglycine,-1
ENSMUSG00000029178-P,Hexanoylglycine,-1
ENSMUSG00000035640-P,Hexanoylglycine,-1
ENSMUSG00000024168-P,Hexanoylglycine,1
ENSMUSG00000041438-P,Hexanoylglycine,1
ENSMUSG00000007892-P,Hexanoylglycine,1
ENSMUSG00000036499-P,Hexanoylglycine,-1
ENSMUSG00000026341-P,Hexanoylglycine,1
ENSMUSG00000020608-P,Hexanoylglycine,-1
ENSMUSG00000055150-P,Hexanoylglycine,1
ENSMUSG00000021244-P,Hexanoylglycine,-1
ENSMUSG00000022463-P,Hexanoylglycine,-1
ENSMUSG00000031027-P,Hexanoylglycine,-1
ENSMUSG00000036641-P,Hexanoylglycine,-1
ENSMUSG00000072772-P,Hexanoylglycine,1
ENSMUSG00000033487-P,Hexanoylglycine,-1
ENSMUSG00000037664-P,Hexanoylglycine,-1
ENSMUSG00000106718-P,Hexanoylglycine,-1
ENSMUSG00000002455-P,Hexanoylglycine,-1
ENSMUSG00000087368-P,Hexanoylglycine,-1
ENSMUSG00000024335-P,Hexanoylglycine,1
ENSMUSG00000030782-P,Hexanoylglycine,-1
ENSMUSG00000051074-P,Hexanoylglycine,1
ENSMUSG00000021025-P,Hexanoylglycine,1
ENSMUSG00000030079-P,Hexanoylglycine,1
ENSMUSG00000032372-P,Hexanoylglycine,1
ENSMUSG00000023967-P,Hexanoylglycine,1
ENSMUSG00000005131-P,Hexanoylglycine,-1
ENSMUSG00000053012-P,Hexanoylglycine,-1
ENSMUSG00000058492-P,Hexanoylglycine,1
ENSMUSG00000071180-P,Hexanoylglycine,-1
ENSMUSG00000022312-P,Hexanoylglycine,-1
ENSMUSG00000019699-P,Hexanoylglycine,-1
ENSMUSG00000103657-P,Hexanoylglycine,1
ENSMUSG00000026896-P,Hexanoylglycine,1
ENSMUSG00000097626-P,Hexanoylglycine,-1
ENSMUSG00000044317-P,Hexanoylglycine,-1
ENSMUSG00000001441-P,Hexanoylglycine,-1
ENSMUSG00000001054-P,Hexanoylglycine,-1
ENSMUSG00000021886-P,Hexanoylglycine,1
ENSMUSG00000040640-P,Hexanoylglycine,1
ENSMUSG00000039943-P,Hexanoylglycine,-1
ENSMUSG00000004098-P,Hexanoylglycine,-1
ENSMUSG00000035152-P,Hexanoylglycine,-1
ENSMUSG00000038717-P,Hexanoylglycine,1
ENSMUSG00000078485-P,Hexanoylglycine,1
ENSMUSG00000021686-P,Hexanoylglycine,-1
ENSMUSG00000029270-P,Hexanoylglycine,-1
ENSMUSG00000025323-P,Hexanoylglycine,-1
ENSMUSG00000034863-P,Hexanoylglycine,-1
ENSMUSG00000068335-P,Hexanoylglycine,-1
ENSMUSG00000021215-P,Hexanoylglycine,-1
ENSMUSG00000091007-P,Hexanoylglycine,-1
ENSMUSG00000028133-P,Hexanoylglycine,-1
ENSMUSG00000032018-P,Hexanoylglycine,-1
ENSMUSG00000030304-P,Hexanoylglycine,-1
ENSMUSG00000030265-P,Hexanoylglycine,-1
ENSMUSG00000052566-P,Hexanoylglycine,-1
ENSMUSG00000017221-P,Hexanoylglycine,-1
ENSMUSG00000038084-P,Hexanoylglycine,1
ENSMUSG00000042797-P,Hexanoylglycine,1
ENSMUSG00000028030-P,Hexanoylglycine,-1
ENSMUSG00000028484-P,Hexanoylglycine,-1
ENSMUSG00000021676-P,Hexanoylglycine,-1
ENSMUSG00000070319-P,Hexanoylglycine,1
ENSMUSG00000024472-P,Hexanoylglycine,1
ENSMUSG00000041308-P,Hexanoylglycine,-1
ENSMUSG00000065799-P,Hexanoylglycine,-1
ENSMUSG00000022085-P,Hexanoylglycine,-1
ENSMUSG00000105970-P,Hexanoylglycine,1
ENSMUSG00000021904-P,Hexanoylglycine,1
ENSMUSG00000048106-P,Hexanoylglycine,-1
ENSMUSG00000026563-P,Hexanoylglycine,-1
ENSMUSG00000047067-P,Hexanoylglycine,-1
ENSMUSG00000032740-P,Hexanoylglycine,-1
ENSMUSG00000003360-P,Hexanoylglycine,-1
ENSMUSG00000041720-P,Hexanoylglycine,1
ENSMUSG00000040761-P,Hexanoylglycine,1
ENSMUSG00000085207-P,Hexanoylglycine,1
ENSMUSG00000024190-P,Hexanoylglycine,1
ENSMUSG00000061838-P,Hexanoylglycine,1
ENSMUSG00000048118-P,Hexanoylglycine,-1
ENSMUSG00000020444-P,Hexanoylglycine,-1
ENSMUSG00000047989-P,Hexanoylglycine,-1
ENSMUSG00000045302-P,Hexanoylglycine,-1
ENSMUSG00000070544-P,Hexanoylglycine,-1
ENSMUSG00000052534-P,Hexanoylglycine,-1
ENSMUSG00000015932-P,Hexanoylglycine,-1
ENSMUSG00000040612-P,Hexanoylglycine,-1
ENSMUSG00000027782-P,Hexanoylglycine,-1
