node1,node2
Arhgef1-T,DL-Glyceraldehyde-F
Arhgef1-T,Hydracrylic acid-F
Arhgef1-T,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)--F"
Arhgef1-T,N-Acetylaminoethanol-F
Arhgef1-T,Picolinic acid-F
Osgin2-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Myzap-T,"1-(2,4-Dimethoxyphenyl)-propan-2-one-F"
Myzap-T,"1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans--F"
Myzap-T,Butylmethylamine-F
Tmtc4-T,1-(tert-Butyldimethylsilyl)-4-methyl-1H-pyrazole-F
Tmtc4-T,4-Aminobutanoic acid-F
Tmtc4-T,N-Acetylaspartic acid-F
Tmtc4-T,Tetrahydro-solasodine triacetate-F
Tmtc4-T,Yangonin-F
Inava-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Kctd12b-T,Adipoyl-L-carnitine-F
Kctd12b-T,Isopropylamine-F
Klf8-T,Niacin-F
Prima1-T,Norephedrine-F
Kank3-T,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate-F"
Kank3-T,Norketamine-F
Rbm7-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Zmym6-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Dmtf1-T,Adipoyl-L-carnitine-F
Dmtf1-T,Cyclooctylamine-F
Dmtf1-T,N-Methylacetamide-F
Fam199x-T,2-Furoic acid-F
Fam199x-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Immp1l-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Krtcap2-T,Azelaic acid-F
Pigv-T,2-Butenedioic acid-F
Pigv-T,Trimethylolpropane-F
Hexim2-T,4-Methoxyphenol-F
Zfp469-T,Adipoyl-L-carnitine-F
Bclaf3-T,Monocaproin-F
Ackr3-T,Norephedrine-F
Tceal3-T,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine-F"
Tubg2-T,Azelaic acid-F
Tubg2-T,Ethanolamine-F
Nxph3-T,Ethanolamine-F
Myct1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Myct1-T,Trimethylolpropane-F
Wdr27-T,Isopropylamine-F
Cd24a-T,L-Glutamic acid-F
Cd24a-T,Picolinic acid-F
Emc6-T,Niacin-F
Yipf6-T,"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester-F"
Yipf6-T,Trimethylolpropane-F
Slc38a9-T,L-Glutamic acid-F
Slc38a9-T,"N,N-Dimethyl-2-aminoethanol-F"
Ankrd16-T,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-F"
Zfp738-T,"N,N-Dimethyl-2-aminoethanol-F"
Zfp689-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Gm8186-T,L-Glutamic acid-F
Zbtb45-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Lpar4-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Mchr1-T,Benzophenone-F
Nudt6-T,"3,4,5-Trimethoxyamphetamine-F"
Synpo2-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Synpo2-T,2-Naphthol-F
Synpo2-T,Phenoxyethanol-F
Mir9-2hg-T,Norephedrine-F
B230217C12Rik-T,Adipoyl-L-carnitine-F
Zgrf1-T,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)--F"
Zgrf1-T,Picolinic acid-F
Mettl5-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Cemip-T,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-F"
Cemip-T,Adipoyl-L-carnitine-F
Jam2-T,"2,5-Dimethoxybenzonitrile-F"
Jam2-T,Lignoceric acid-F
Mast1-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Fpgt-T,"1,2-Cyclohexanediol, (Z)-F"
Fpgt-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Fpgt-T,Adipoyl-L-carnitine-F
Srcap-T,"2,4-Di-tert-butylphenol-F"
Srcap-T,"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester-F"
Srcap-T,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)--F"
Srcap-T,Mevalonolactone-F
Tprkb-T,N-Caffeoyl-O-methyltyramine-F
Tprkb-T,Triethyl citrate-F
Tprkb-T,Trimethylolpropane-F
Fra10ac1-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Zfp869-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Vmac-T,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate-F"
Vmac-T,L-Glutamic acid-F
Mrfap1-T,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine-F"
Maf-T,"1-(2,4-Dimethoxyphenyl)-propan-2-one-F"
Maf-T,Curcumin-F
Zcchc24-T,DL-Glyceraldehyde-F
Zcchc24-T,Hydracrylic acid-F
Zcchc24-T,Methyl lactate-F
Pign-T,"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)-F"
Pign-T,Adipoyl-L-carnitine-F
Fry-T,"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]-F"
Fry-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Fry-T,N-Acetyl-L-alanine-F
H2bc27-T,2-Methyl-3-pentanol-F
H2bc27-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Mpp7-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Cyb5d2-T,2-Propyl-1-pentanol-F
Idi1-T,"3,4,5-Trimethoxyamphetamine-F"
Rpl28-ps1-T,Acetic acid-F
Col13a1-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Col13a1-T,2-Naphthol-F
Col13a1-T,Heptylamine-F
Col25a1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Col25a1-T,Adipoyl-L-carnitine-F
Col25a1-T,Cyclooctylamine-F
Col25a1-T,N-Methylacetamide-F
Hopx-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Cfap418-T,Butanedioic acid-F
Cfap418-T,Phytanic acid-F
Taf1b-T,2-Furoic acid-F
Taf1b-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Nrm-T,4-Aminobutanoic acid-F
Zfp74-T,"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal-F"
Zfp74-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
