ID,External ID,Name,Tissue,Feature Type,Direction of Change (LPS & DSS),Median BiBC Percentile,Degree,Degree Percentile,Feces-Degree,Feces-Degree Percentile,Plasma-Degree,Plasma-Degree Percentile,Plexus-Degree,Plexus-Degree Percentile,Cortex-Degree,Cortex-Degree Percentile,Striatum-Degree,Striatum-Degree Percentile,Remaining-Brain-Degree,Remaining-Brain-Degree Percentile,"BiBC, Feces-Choroid Plexus, via Plasma","BiBC, Feces-Choroid Plexus, via Plasma (%ile)","BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics",Median BiBC Percentile,Subnetwork,Frustration,Total # of Inputs,# Inputs Indicating Up,# Inputs Indicating Down,"Mean Abundance, VECPAC, CRE-","Mean Abundance, VECPAC, CRE+","Mean Abundance, LPS, CTRL","Mean Abundance, LPS, 2.5h","Mean Abundance, DSS, CTRL","Mean Abundance, DSS, T1","Log2 Mean Fold Change, VECPAC","Log2 Mean Fold Change, LPS","Log2 Mean Fold Change, DSS",Actual Direction of Change in DSS,Predicted Direction Matches Actual Direction?,"Median Abundance, VECPAC, CRE-","Median Abundance, VECPAC, CRE+","Median Abundance, LPS, CTRL","Median Abundance, LPS, 2.5h","Median Abundance, DSS, CTRL","Median Abundance, DSS, T1",Minimum Median Control Abundance,Coefficient of Variation (Medians)
1100,ENSMUSG00000031872,Bean1,Cortex,Gene,Down,47.6%,3,28.4%,0,0.0%,0,0.0%,2,69.1%,1,60.6%,0,0.0%,0,0.0%,,,134.8,56.3%,83.7,42.3%,90.5,48.5%,,,,,,,,,67.1,37.6%,,,379.5,50.8%,339.8,46.7%,232.2,48.6%,951.5,44.5%,47.6%,gene_C_3,,,,,5.144E+00,5.470E+00,5.715E+00,5.587E+00,5.406E+00,5.104E+00,0.089,-0.033,-0.083,Down,True,5.193E+00,5.606E+00,5.704E+00,5.570E+00,5.298E+00,5.106E+00,5.193E+00,0.050
1101,ENSMUSG00000031913,Vps4a,Cortex,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,gene_C_2,,,,,7.229E+00,7.091E+00,7.638E+00,7.694E+00,7.309E+00,7.339E+00,-0.028,0.011,0.006,Up,True,7.277E+00,6.991E+00,7.628E+00,7.770E+00,7.358E+00,7.254E+00,7.277E+00,0.025
1102,ENSMUSG00000031954,Cfdp1,Cortex,Gene,Down,62.4%,5,47.4%,0,0.0%,0,0.0%,0,0.0%,5,90.2%,0,0.0%,0,0.0%,,,1269.2,94.1%,424.3,72.0%,291.1,72.8%,,,,,,,,,2110.5,93.8%,,,420.3,52.8%,22.7,20.4%,13.0,20.3%,455.9,31.4%,62.4%,gene_C_6,,,,,7.361E+00,7.492E+00,7.704E+00,7.657E+00,7.607E+00,7.427E+00,0.025,-0.009,-0.035,Down,True,7.410E+00,7.550E+00,7.636E+00,7.621E+00,7.529E+00,7.474E+00,7.410E+00,0.015
1103,ENSMUSG00000031995,St14,Cortex,Gene,Down,14.7%,3,28.4%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,1,64.7%,1,79.7%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,68.6,29.4%,202.0,39.6%,533.2,65.3%,803.9,41.1%,14.7%,,,,,,7.711E-02,2.118E-01,5.459E-01,2.824E-01,3.079E-01,1.464E-01,1.458,-0.951,-1.072,Down,True,0.000E+00,0.000E+00,4.158E-01,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.732
1104,ENSMUSG00000032062,2310030G06Rik,Cortex,Gene,Down,20.5%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,80.9%,0,0.0%,,,,,,,,,,,,,,,,,,,,,15.8,20.1%,32.0,21.9%,14.2,20.8%,62.1,15.6%,20.5%,,,,,,1.723E+00,2.125E+00,1.763E+00,1.431E+00,1.841E+00,1.545E+00,0.303,-0.300,-0.252,Down,True,1.989E+00,2.160E+00,1.714E+00,1.412E+00,1.713E+00,1.710E+00,1.713E+00,0.088
1105,ENSMUSG00000032078,Zpr1,Cortex,Gene,Up,63.0%,5,47.4%,0,0.0%,0,0.0%,1,50.1%,3,85.2%,0,0.0%,1,79.7%,,,414.5,78.4%,504.0,76.0%,559.2,84.7%,,,,,,,,,678.3,73.3%,,,420.5,52.8%,97.1,31.2%,111.9,37.9%,629.5,35.7%,63.0%,gene_C_4,,,,,5.904E+00,5.782E+00,6.518E+00,6.775E+00,5.869E+00,6.246E+00,-0.030,0.056,0.090,Up,True,5.866E+00,5.886E+00,6.437E+00,6.743E+00,5.908E+00,6.079E+00,5.866E+00,0.052
1106,ENSMUSG00000032089,Il10ra,Cortex,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,0,0.0%,,,,,0.0,0.0%,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0%,,,,,,2.398E+00,1.522E+00,2.052E+00,2.485E+00,1.931E+00,2.401E+00,-0.656,0.276,0.314,Up,True,2.488E+00,1.663E+00,1.893E+00,2.679E+00,2.116E+00,2.530E+00,1.893E+00,0.139
1107,ENSMUSG00000032097,Ddx6,Cortex,Gene,Down,26.6%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,2,80.9%,0,0.0%,,,0.0,18.3%,12.0,26.7%,8.2,25.7%,,,,,,,,,0.3,18.9%,,,93.4,32.3%,510.0,53.7%,33.9,26.5%,637.3,35.9%,26.6%,gene_C_7,,,,,8.293E+00,8.501E+00,8.753E+00,8.680E+00,8.622E+00,8.502E+00,0.036,-0.012,-0.020,Down,True,8.305E+00,8.495E+00,8.753E+00,8.723E+00,8.658E+00,8.579E+00,8.305E+00,0.028
1109,ENSMUSG00000032198,Dock6,Cortex,Gene,Down,34.3%,5,47.4%,0,0.0%,0,0.0%,0,0.0%,5,90.2%,0,0.0%,0,0.0%,,,1.1,22.7%,66.7,40.6%,34.1,36.8%,,,,,,,,,28.2,31.1%,,,261.7,45.1%,14.9,18.9%,190.1,45.5%,466.8,31.7%,34.3%,gene_C_0,,,,,3.734E+00,4.353E+00,4.614E+00,4.117E+00,4.248E+00,4.041E+00,0.221,-0.164,-0.072,Down,True,4.024E+00,4.160E+00,4.627E+00,4.230E+00,4.333E+00,3.931E+00,4.024E+00,0.070
1110,ENSMUSG00000032202,Rab27a,Cortex,Gene,Down,28.0%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,1,79.7%,,,,,,,,,,,,,,,,,,,,,1.0,15.6%,271.7,43.6%,42.3,28.5%,315.1,27.5%,28.0%,,,,,,1.485E+00,2.240E+00,1.868E+00,1.567E+00,1.880E+00,1.565E+00,0.592,-0.254,-0.265,Down,True,1.818E+00,2.662E+00,1.797E+00,1.693E+00,1.807E+00,1.710E+00,1.797E+00,0.006
1111,ENSMUSG00000032253,Phip,Cortex,Gene,Down,65.7%,10,70.9%,0,0.0%,0,0.0%,1,50.1%,5,90.2%,2,80.9%,2,94.5%,,,87.8,51.6%,200.0,54.7%,125.6,54.5%,,,,,,,,,126.9,43.7%,,,2114.1,88.7%,1564.5,83.0%,810.8,76.8%,4489.5,84.8%,65.7%,gene_C_3,,,,,7.043E+00,7.297E+00,7.653E+00,7.534E+00,7.428E+00,7.344E+00,0.051,-0.023,-0.016,Down,True,7.091E+00,7.353E+00,7.660E+00,7.464E+00,7.376E+00,7.391E+00,7.091E+00,0.039
1112,ENSMUSG00000032336,Nptn,Cortex,Gene,Up,50.8%,15,80.2%,0,0.0%,0,0.0%,1,50.1%,13,95.7%,0,0.0%,1,79.7%,,,27.3,38.6%,138.0,47.7%,123.3,54.0%,,,,,,,,,115.4,42.7%,,,1088.3,74.8%,139.0,34.9%,917.7,79.6%,2145.0,65.3%,50.8%,gene_C_0,,,,,9.814E+00,9.651E+00,1.020E+01,1.022E+01,9.970E+00,1.007E+01,-0.024,0.003,0.014,Up,True,9.856E+00,9.578E+00,1.020E+01,1.021E+01,9.893E+00,1.003E+01,9.856E+00,0.019
1113,ENSMUSG00000032342,Mto1,Cortex,Gene,Up,79.0%,10,70.9%,0,0.0%,0,0.0%,8,91.0%,1,60.6%,1,64.7%,0,0.0%,,,521.7,82.7%,581.6,79.7%,524.7,83.8%,,,,,,,,,1327.5,87.5%,,,1083.8,74.6%,461.0,51.6%,867.7,78.3%,2412.5,69.1%,79.0%,gene_C_1,,,,,4.983E+00,4.760E+00,5.495E+00,5.580E+00,5.065E+00,5.305E+00,-0.066,0.022,0.067,Up,True,4.954E+00,4.812E+00,5.385E+00,5.536E+00,5.066E+00,5.321E+00,4.954E+00,0.044
1114,ENSMUSG00000032384,Csnk1g1,Cortex,Gene,Down,23.5%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,2,94.5%,,,,,,,,,,,,,,,,,,,,,2.4,16.3%,6.3,16.6%,412.7,59.4%,421.4,30.4%,23.5%,,,,,,6.008E+00,6.451E+00,6.091E+00,5.890E+00,6.082E+00,5.767E+00,0.102,-0.048,-0.077,Down,True,5.999E+00,6.543E+00,6.077E+00,5.858E+00,5.983E+00,5.583E+00,5.983E+00,0.008
1115,ENSMUSG00000032413,Rasa2,Cortex,Gene,Down,35.6%,12,75.7%,0,0.0%,0,0.0%,1,50.1%,8,93.3%,3,88.2%,0,0.0%,,,12.1,32.1%,38.0,35.1%,30.3,36.0%,,,,,,,,,12.4,26.5%,,,219.4,42.3%,432.7,50.4%,77.5,34.1%,729.7,37.8%,35.6%,gene_C_2,,,,,6.244E+00,6.421E+00,6.383E+00,6.294E+00,6.520E+00,6.290E+00,0.040,-0.020,-0.052,Down,True,6.232E+00,6.416E+00,6.417E+00,6.227E+00,6.547E+00,6.393E+00,6.232E+00,0.025
1116,ENSMUSG00000032418,Me1,Cortex,Gene,Down,26.7%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,2,77.6%,1,64.7%,0,0.0%,,,0.5,21.1%,12.7,27.1%,9.0,26.4%,,,,,,,,,4.9,23.4%,,,153.0,37.6%,218.7,40.8%,33.9,26.4%,405.7,29.8%,26.7%,gene_C_2,,,,,6.639E+00,6.771E+00,5.969E+00,5.809E+00,5.913E+00,5.823E+00,0.028,-0.039,-0.022,Down,True,6.710E+00,6.744E+00,5.981E+00,5.686E+00,5.927E+00,5.962E+00,5.927E+00,0.070
1117,ENSMUSG00000032436,Cmtm7,Cortex,Gene,Up,49.8%,6,54.4%,0,0.0%,0,0.0%,2,69.1%,2,77.6%,2,80.9%,0,0.0%,,,4.0,26.8%,3.4,22.4%,2.8,21.8%,,,,,,,,,230.2,51.3%,,,773.7,65.8%,1301.7,78.6%,229.9,48.4%,2305.3,67.6%,49.8%,gene_C_4,,,,,1.967E+00,1.761E+00,1.647E+00,2.210E+00,1.468E+00,1.798E+00,-0.160,0.424,0.293,Up,True,2.021E+00,1.748E+00,1.940E+00,2.245E+00,1.433E+00,1.866E+00,1.433E+00,0.177
1118,ENSMUSG00000032443,Zcwpw2,Cortex,Gene,Down,29.9%,4,39.1%,0,0.0%,0,0.0%,2,69.1%,0,0.0%,1,64.7%,1,79.7%,,,1.8,24.0%,0.5,18.5%,0.4,16.4%,,,,,,,,,1.2,20.3%,,,128.6,35.8%,683.4,60.4%,197.6,46.1%,1009.7,46.0%,29.9%,,,,,,1.874E+00,2.902E+00,2.387E+00,1.849E+00,2.358E+00,1.993E+00,0.631,-0.369,-0.242,Down,True,2.197E+00,2.852E+00,2.438E+00,2.112E+00,2.419E+00,1.824E+00,2.197E+00,0.057
1119,ENSMUSG00000032489,Kif9,Cortex,Gene,Down,15.1%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,94.5%,,,,,,,,,,,,,,,,,,,,,2.0,16.0%,1.0,14.3%,4.4,17.3%,7.5,12.7%,15.1%,,,,,,2.679E+00,3.020E+00,2.848E+00,2.566E+00,2.678E+00,2.449E+00,0.173,-0.151,-0.129,Down,True,2.768E+00,3.211E+00,3.029E+00,2.679E+00,2.719E+00,2.966E+00,2.719E+00,0.059
1120,ENSMUSG00000032501,Trib1,Cortex,Gene,Up,65.5%,5,47.4%,0,0.0%,0,0.0%,1,50.1%,4,88.4%,0,0.0%,0,0.0%,,,239.0,68.1%,288.5,64.7%,266.0,70.6%,,,,,,,,,470.9,66.4%,,,803.2,66.7%,82.7,30.0%,56.2,31.0%,942.1,44.2%,65.5%,,,,,,6.935E+00,6.568E+00,6.993E+00,7.328E+00,6.614E+00,6.782E+00,-0.078,0.068,0.036,Up,True,7.007E+00,6.510E+00,6.989E+00,7.508E+00,6.596E+00,6.705E+00,6.596E+00,0.034
1121,ENSMUSG00000032530,Lyzl4,Cortex,Gene,Down,9.4%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,1,64.7%,1,79.7%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,12.1,18.9%,168.8,37.1%,762.6,74.5%,943.5,44.2%,9.4%,,,,,,7.664E-01,1.601E+00,1.603E+00,9.722E-01,1.259E+00,4.861E-01,1.063,-0.721,-1.373,Down,True,7.742E-01,1.849E+00,1.987E+00,0.000E+00,1.376E+00,7.322E-01,7.742E-01,0.440
1122,ENSMUSG00000032553,Srprb,Cortex,Gene,Up,37.4%,6,54.4%,0,0.0%,0,0.0%,3,78.3%,1,60.6%,1,64.7%,1,79.7%,,,13.9,33.4%,7.1,24.5%,7.1,25.2%,,,,,,,,,16.0,27.4%,,,365.8,50.3%,235.6,41.4%,351.6,55.4%,953.0,44.6%,37.4%,gene_C_4,,,,,5.048E+00,4.638E+00,5.243E+00,5.426E+00,4.765E+00,5.044E+00,-0.122,0.049,0.082,Up,True,5.153E+00,4.812E+00,5.328E+00,5.410E+00,4.846E+00,5.048E+00,4.846E+00,0.048
1123,ENSMUSG00000032558,Nphp3,Cortex,Gene,Down,48.5%,5,47.4%,0,0.0%,0,0.0%,2,69.1%,2,77.6%,1,64.7%,0,0.0%,,,43.4,43.4%,16.1,28.4%,8.4,25.8%,,,,,,,,,125.2,43.4%,,,698.9,61.7%,760.4,64.8%,320.1,53.7%,1779.3,59.5%,48.5%,gene_C_5,,,,,1.440E+00,2.205E+00,2.034E+00,1.885E+00,2.172E+00,1.699E+00,0.615,-0.110,-0.354,Down,True,1.301E+00,1.849E+00,2.015E+00,2.112E+00,2.250E+00,2.010E+00,1.301E+00,0.266
1124,ENSMUSG00000032563,Mrpl3,Cortex,Gene,Down,31.4%,7,59.9%,0,0.0%,0,0.0%,0,0.0%,3,85.2%,4,91.6%,0,0.0%,,,1.0,22.4%,2.5,21.8%,0.9,18.3%,,,,,,,,,8.9,25.3%,,,518.5,56.6%,1237.7,77.6%,106.9,37.4%,1863.2,61.3%,31.4%,gene_C_5,,,,,6.149E+00,6.314E+00,6.513E+00,6.444E+00,6.441E+00,6.361E+00,0.038,-0.015,-0.018,Down,True,6.199E+00,6.258E+00,6.514E+00,6.405E+00,6.445E+00,6.461E+00,6.199E+00,0.026
1125,ENSMUSG00000032599,Ip6k2,Cortex,Gene,Up,8.6%,2,16.1%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,1,79.7%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,11.8,18.7%,9.5,17.3%,121.5,39.1%,142.8,20.4%,8.6%,,,,,,6.345E+00,6.286E+00,6.797E+00,6.880E+00,6.458E+00,6.523E+00,-0.014,0.017,0.014,Up,True,6.319E+00,6.274E+00,6.776E+00,6.872E+00,6.510E+00,6.531E+00,6.319E+00,0.035
1126,ENSMUSG00000032606,Nicn1,Cortex,Gene,Up,93.8%,19,84.8%,0,0.0%,0,0.0%,2,69.1%,17,96.9%,0,0.0%,0,0.0%,,,1422.5,95.2%,1120.4,92.8%,1046.8,94.8%,,,,,,,,,2372.3,95.2%,,,3808.0,96.7%,1020.7,72.5%,937.4,80.1%,5766.1,90.5%,93.8%,gene_C_2,,,,,7.283E+00,7.232E+00,7.977E+00,8.092E+00,7.549E+00,7.606E+00,-0.010,0.021,0.011,Up,True,7.246E+00,7.163E+00,7.936E+00,8.121E+00,7.464E+00,7.567E+00,7.246E+00,0.047
1127,ENSMUSG00000032727,Mier3,Cortex,Gene,Down,48.1%,12,75.7%,0,0.0%,0,0.0%,1,50.1%,7,92.6%,4,91.6%,0,0.0%,,,44.8,43.8%,45.2,36.3%,65.6,44.5%,,,,,,,,,64.8,37.4%,,,1033.2,73.5%,1029.6,73.0%,281.0,51.6%,2343.8,68.1%,48.1%,gene_C_1,,,,,5.367E+00,5.668E+00,5.882E+00,5.763E+00,5.831E+00,5.665E+00,0.079,-0.030,-0.042,Down,True,5.521E+00,5.560E+00,5.871E+00,5.803E+00,5.879E+00,5.714E+00,5.521E+00,0.035
1128,ENSMUSG00000032834,Pwp2,Cortex,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,4.754E+00,4.694E+00,5.244E+00,5.348E+00,4.760E+00,4.993E+00,-0.018,0.028,0.069,Up,True,4.828E+00,4.604E+00,5.240E+00,5.634E+00,4.765E+00,5.036E+00,4.765E+00,0.052
1129,ENSMUSG00000033111,Cep15,Cortex,Gene,Down,43.9%,6,54.4%,0,0.0%,0,0.0%,0,0.0%,5,90.2%,1,64.7%,0,0.0%,,,14.6,33.7%,33.5,34.3%,25.6,34.4%,,,,,,,,,49.8,35.3%,,,694.0,61.4%,1074.9,74.0%,297.1,52.6%,2066.0,64.4%,43.9%,gene_C_4,,,,,5.244E+00,5.314E+00,5.832E+00,5.734E+00,5.490E+00,5.480E+00,0.019,-0.024,-0.003,Down,True,5.168E+00,5.385E+00,5.793E+00,5.926E+00,5.499E+00,5.440E+00,5.168E+00,0.057
1130,ENSMUSG00000033453,Adamts15,Cortex,Gene,Down,9.8%,2,16.1%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,1,79.7%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,24.3,22.1%,17.8,19.5%,103.9,37.2%,145.9,20.7%,9.8%,,,,,,2.783E+00,3.166E+00,3.296E+00,2.904E+00,2.689E+00,2.483E+00,0.186,-0.183,-0.115,Down,True,2.786E+00,3.273E+00,3.420E+00,2.915E+00,2.939E+00,2.653E+00,2.786E+00,0.109
1131,ENSMUSG00000033544,Angptl1,Cortex,Gene,Up,19.2%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,3,88.2%,0,0.0%,,,,,,,,,,,,,,,,,,,,,12.8,19.3%,41.8,24.4%,9.4,19.0%,64.0,15.8%,19.2%,,,,,,1.257E+00,1.834E-01,5.440E-01,1.257E+00,3.539E-01,8.547E-01,-2.777,1.208,1.272,Up,True,1.343E+00,0.000E+00,0.000E+00,1.412E+00,0.000E+00,1.134E+00,0.000E+00,1.732
1132,ENSMUSG00000033585,Ndn,Cortex,Gene,Up,76.7%,17,82.6%,0,0.0%,0,0.0%,0,0.0%,17,96.9%,0,0.0%,0,0.0%,,,410.2,78.0%,607.4,80.6%,340.4,75.5%,,,,,,,,,976.9,81.7%,,,1915.9,87.0%,339.7,46.6%,357.1,55.6%,2612.7,71.1%,76.7%,gene_C_1,,,,,7.268E+00,7.094E+00,7.833E+00,8.038E+00,7.300E+00,7.452E+00,-0.035,0.037,0.030,Up,True,7.307E+00,7.223E+00,7.938E+00,8.162E+00,7.312E+00,7.530E+00,7.307E+00,0.048
1133,ENSMUSG00000033618,Map3k13,Cortex,Gene,Up,55.7%,11,73.5%,0,0.0%,0,0.0%,0,0.0%,9,93.9%,1,64.7%,1,79.7%,,,12.9,32.7%,59.3,39.5%,36.7,37.9%,,,,,,,,,224.1,50.8%,,,1303.2,79.0%,690.3,60.7%,791.3,75.7%,2784.8,72.7%,55.7%,gene_C_0,,,,,5.877E+00,5.682E+00,6.641E+00,6.765E+00,6.010E+00,6.073E+00,-0.049,0.027,0.015,Up,True,6.059E+00,5.776E+00,6.795E+00,6.734E+00,6.307E+00,6.068E+00,6.059E+00,0.059
1134,ENSMUSG00000033671,Cep350,Cortex,Gene,Down,65.9%,27,91.2%,0,0.0%,0,0.0%,0,0.0%,23,98.1%,3,88.2%,1,79.7%,,,29.6,39.6%,252.8,61.9%,181.7,60.6%,,,,,,,,,153.7,45.9%,,,1855.4,86.1%,1358.6,79.5%,655.4,70.0%,3869.4,81.2%,65.9%,gene_C_1,,,,,5.530E+00,6.062E+00,6.280E+00,6.218E+00,6.047E+00,5.838E+00,0.133,-0.014,-0.051,Down,True,5.695E+00,6.021E+00,6.318E+00,6.243E+00,5.912E+00,5.734E+00,5.695E+00,0.053
1135,ENSMUSG00000033706,Smyd5,Cortex,Gene,Up,68.6%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,3,85.2%,0,0.0%,0,0.0%,,,456.1,80.8%,285.5,64.5%,253.9,69.6%,,,,,,,,,388.0,61.9%,,,1266.5,78.4%,843.0,67.6%,561.8,66.6%,2671.3,71.6%,68.6%,gene_C_4,,,,,5.041E+00,4.841E+00,5.207E+00,5.349E+00,4.746E+00,4.920E+00,-0.059,0.039,0.052,Up,True,4.968E+00,4.931E+00,5.225E+00,5.358E+00,4.686E+00,4.707E+00,4.686E+00,0.054
1136,ENSMUSG00000033773,Rpap2,Cortex,Gene,Down,18.4%,4,39.1%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,2,80.9%,1,79.7%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,141.9,36.8%,574.8,56.5%,317.1,53.5%,1033.8,46.6%,18.4%,,,,,,3.811E+00,4.547E+00,5.050E+00,4.636E+00,4.966E+00,4.681E+00,0.255,-0.123,-0.085,Down,True,4.201E+00,4.661E+00,5.001E+00,4.649E+00,4.935E+00,4.670E+00,4.201E+00,0.094
1137,ENSMUSG00000033917,Gde1,Cortex,Gene,Up,74.2%,48,96.9%,0,0.0%,0,0.0%,2,69.1%,45,99.6%,0,0.0%,1,79.7%,,,153.6,58.0%,378.4,69.2%,302.2,73.6%,,,,,,,,,417.9,63.6%,,,3346.2,95.0%,1107.8,74.7%,1070.7,83.2%,5524.8,89.4%,74.2%,gene_C_0,,,,,8.537E+00,8.447E+00,9.089E+00,9.192E+00,8.594E+00,8.717E+00,-0.015,0.016,0.021,Up,True,8.525E+00,8.468E+00,9.097E+00,9.180E+00,8.574E+00,8.695E+00,8.525E+00,0.036
1138,ENSMUSG00000033991,Skic3,Cortex,Gene,Down,25.3%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,2,77.6%,0,0.0%,1,79.7%,,,0.0,0.0%,0.5,18.6%,0.5,17.0%,,,,,,,,,17.9,28.1%,,,60.0,28.2%,39.7,23.8%,199.0,46.2%,298.8,26.9%,25.3%,gene_C_3,,,,,4.135E+00,4.485E+00,4.644E+00,4.537E+00,4.304E+00,4.280E+00,0.117,-0.034,-0.008,Down,True,4.433E+00,4.480E+00,4.575E+00,4.544E+00,4.389E+00,4.241E+00,4.389E+00,0.022
1139,ENSMUSG00000034042,Gpbp1l1,Cortex,Gene,Down,89.7%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,2,77.6%,0,0.0%,1,79.7%,,,1004.5,91.6%,991.4,91.1%,932.4,93.4%,,,,,,,,,1663.4,91.3%,,,2059.8,88.3%,1491.0,82.1%,759.4,74.2%,4310.2,84.0%,89.7%,gene_C_4,,,,,4.740E+00,4.972E+00,5.083E+00,4.854E+00,5.020E+00,4.918E+00,0.069,-0.066,-0.030,Down,True,4.765E+00,5.123E+00,5.055E+00,4.813E+00,4.992E+00,4.938E+00,4.765E+00,0.031
1140,ENSMUSG00000034055,Phka1,Cortex,Gene,Down,45.9%,7,59.9%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,3,88.2%,2,94.5%,,,0.0,18.5%,1.8,21.0%,0.8,17.8%,,,,,,,,,0.5,19.3%,,,923.7,70.8%,1363.0,79.6%,1403.7,89.3%,3690.3,79.9%,45.9%,gene_C_2,,,,,4.379E+00,4.694E+00,4.962E+00,4.602E+00,4.774E+00,4.722E+00,0.100,-0.109,-0.016,Down,True,4.509E+00,4.666E+00,5.046E+00,4.388E+00,4.915E+00,4.779E+00,4.509E+00,0.058
1141,ENSMUSG00000034324,Tmem132c,Cortex,Gene,Down,28.1%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,3,85.2%,0,0.0%,0,0.0%,,,5.4,27.6%,26.8,32.1%,17.0,30.9%,,,,,,,,,19.2,28.7%,,,127.8,35.7%,4.9,15.9%,1.5,16.0%,134.3,20.0%,28.1%,gene_C_9,,,,,2.794E+00,3.074E+00,3.461E+00,3.199E+00,3.381E+00,2.950E+00,0.138,-0.113,-0.197,Down,True,2.617E+00,3.139E+00,3.433E+00,3.270E+00,3.429E+00,3.367E+00,2.617E+00,0.149
1142,ENSMUSG00000034432,Cops8,Cortex,Gene,Up,75.3%,28,91.7%,0,0.0%,0,0.0%,1,50.1%,27,98.7%,0,0.0%,0,0.0%,,,241.8,68.6%,648.2,81.8%,481.6,82.1%,,,,,,,,,539.8,69.0%,,,2874.8,93.2%,588.6,57.0%,433.1,60.8%,3896.6,81.6%,75.3%,gene_C_0,,,,,7.227E+00,7.094E+00,7.609E+00,7.740E+00,7.267E+00,7.423E+00,-0.027,0.025,0.031,Up,True,7.232E+00,7.078E+00,7.645E+00,7.710E+00,7.253E+00,7.369E+00,7.232E+00,0.032
1143,ENSMUSG00000034462,Pkd2,Cortex,Gene,Down,46.9%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,2,77.6%,0,0.0%,1,79.7%,,,2.5,25.0%,420.7,71.8%,254.3,69.7%,,,,,,,,,38.4,33.2%,,,496.4,55.7%,229.6,41.2%,237.3,48.8%,963.4,44.9%,46.9%,gene_C_3,,,,,4.731E+00,4.817E+00,5.132E+00,5.072E+00,4.997E+00,4.858E+00,0.026,-0.017,-0.041,Down,True,4.905E+00,4.835E+00,5.050E+00,4.981E+00,5.026E+00,4.762E+00,4.905E+00,0.016
