ID,External ID,Name,Tissue,Feature Type,Direction of Change (LPS & DSS),Median BiBC Percentile,Degree,Degree Percentile,Feces-Degree,Feces-Degree Percentile,Plasma-Degree,Plasma-Degree Percentile,Plexus-Degree,Plexus-Degree Percentile,Cortex-Degree,Cortex-Degree Percentile,Striatum-Degree,Striatum-Degree Percentile,Remaining-Brain-Degree,Remaining-Brain-Degree Percentile,"BiBC, Feces-Choroid Plexus, via Plasma","BiBC, Feces-Choroid Plexus, via Plasma (%ile)","BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics",Median BiBC Percentile,Subnetwork,Frustration,Total # of Inputs,# Inputs Indicating Up,# Inputs Indicating Down,"Mean Abundance, VECPAC, CRE-","Mean Abundance, VECPAC, CRE+","Mean Abundance, LPS, CTRL","Mean Abundance, LPS, 2.5h","Mean Abundance, DSS, CTRL","Mean Abundance, DSS, T1","Log2 Mean Fold Change, VECPAC","Log2 Mean Fold Change, LPS","Log2 Mean Fold Change, DSS",Actual Direction of Change in DSS,Predicted Direction Matches Actual Direction?,"Median Abundance, VECPAC, CRE-","Median Abundance, VECPAC, CRE+","Median Abundance, LPS, CTRL","Median Abundance, LPS, 2.5h","Median Abundance, DSS, CTRL","Median Abundance, DSS, T1",Minimum Median Control Abundance,Coefficient of Variation (Medians)
1145,ENSMUSG00000034601,2700049A03Rik,Cortex,Gene,Down,21.8%,5,47.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,5,93.3%,0,0.0%,,,,,,,,,,,,,,,,,,,,,20.1,21.1%,76.5,29.1%,19.3,22.4%,115.9,18.9%,21.8%,,,,,,3.408E+00,3.709E+00,3.758E+00,3.436E+00,3.438E+00,3.133E+00,0.122,-0.130,-0.134,Down,True,3.403E+00,3.748E+00,3.608E+00,3.466E+00,3.346E+00,3.108E+00,3.346E+00,0.040
1146,ENSMUSG00000034731,Dgkh,Cortex,Gene,Down,79.8%,11,73.5%,0,0.0%,0,0.0%,1,50.1%,10,94.5%,0,0.0%,0,0.0%,,,455.8,80.7%,526.4,76.7%,501.3,83.1%,,,,,,,,,1617.2,90.8%,,,2272.6,90.0%,568.6,56.3%,662.2,70.3%,3503.4,79.0%,79.8%,gene_C_4,,,,,8.336E+00,8.402E+00,8.830E+00,8.689E+00,8.417E+00,8.335E+00,0.011,-0.023,-0.014,Down,True,8.278E+00,8.392E+00,8.879E+00,8.690E+00,8.431E+00,8.405E+00,8.278E+00,0.037
1147,ENSMUSG00000034789,Rab24,Cortex,Gene,Up,63.2%,8,64.0%,0,0.0%,0,0.0%,2,69.1%,5,90.2%,1,64.7%,0,0.0%,,,262.1,70.5%,252.6,61.8%,251.5,69.3%,,,,,,,,,436.1,64.6%,,,879.5,69.6%,588.0,57.0%,63.7,32.3%,1531.2,55.1%,63.2%,gene_C_2,,,,,7.486E+00,7.425E+00,8.047E+00,8.234E+00,7.572E+00,7.785E+00,-0.012,0.033,0.040,Up,True,7.484E+00,7.415E+00,8.109E+00,8.189E+00,7.594E+00,7.822E+00,7.484E+00,0.043
1148,ENSMUSG00000034880,Mrpl34,Cortex,Gene,Up,69.8%,35,94.0%,0,0.0%,0,0.0%,1,50.1%,34,99.1%,0,0.0%,0,0.0%,,,243.6,68.8%,404.0,70.8%,335.5,75.2%,,,,,,,,,789.0,77.4%,,,1578.1,83.1%,362.6,47.8%,358.4,55.8%,2299.1,67.5%,69.8%,gene_C_3,,,,,7.219E+00,6.939E+00,7.433E+00,7.603E+00,7.248E+00,7.288E+00,-0.057,0.033,0.008,Up,True,7.249E+00,6.980E+00,7.378E+00,7.638E+00,7.219E+00,7.301E+00,7.219E+00,0.012
1149,ENSMUSG00000034906,Ncaph,Cortex,Gene,Down,33.9%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,2,80.9%,0,0.0%,,,0.0,0.0%,5.3,23.5%,5.0,23.7%,,,,,,,,,0.0,0.0%,,,241.7,44.1%,868.9,68.5%,517.2,64.5%,1627.9,56.9%,33.9%,,,,,,6.421E-01,8.580E-01,1.032E+00,1.904E-01,7.551E-01,4.020E-01,0.418,-2.438,-0.909,Down,True,3.219E-01,0.000E+00,6.561E-01,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.006
1150,ENSMUSG00000035133,Arhgap5,Cortex,Gene,Down,87.2%,22,87.5%,0,0.0%,0,0.0%,1,50.1%,18,97.1%,2,80.9%,1,79.7%,,,1149.9,93.2%,580.8,79.7%,482.7,82.2%,,,,,,,,,1879.6,92.5%,,,3360.5,95.1%,1638.6,83.9%,731.9,72.5%,5731.1,90.5%,87.2%,gene_C_1,,,,,7.870E+00,8.054E+00,8.146E+00,8.086E+00,8.242E+00,8.158E+00,0.033,-0.011,-0.015,Down,True,8.066E+00,7.894E+00,8.207E+00,8.084E+00,8.283E+00,8.163E+00,8.066E+00,0.013
1151,ENSMUSG00000035164,Zc3h12c,Cortex,Gene,Up,59.7%,2,16.1%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,1,64.7%,0,0.0%,,,,,0.0,0.0%,0.0,0.0%,,,,,,,,,,,,,847.9,68.6%,603.5,57.3%,464.2,62.2%,1915.5,62.3%,59.7%,,,,,,2.132E+00,1.823E+00,1.811E+00,2.157E+00,2.327E+00,2.369E+00,-0.226,0.252,0.026,Up,True,2.205E+00,1.748E+00,2.107E+00,2.504E+00,2.198E+00,2.259E+00,2.107E+00,0.025
1152,ENSMUSG00000035211,Xrra1,Cortex,Gene,Down,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,6.636E-01,1.031E+00,1.115E+00,6.995E-01,6.938E-01,5.983E-01,0.636,-0.673,-0.214,Down,True,3.886E-01,9.171E-01,1.373E+00,0.000E+00,8.463E-01,0.000E+00,3.886E-01,0.567
1153,ENSMUSG00000035247,Hectd1,Cortex,Gene,Down,0.0%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,1,64.7%,0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,gene_C_2,,,,,7.978E+00,8.031E+00,8.570E+00,8.531E+00,8.234E+00,8.191E+00,0.010,-0.006,-0.007,Down,True,8.080E+00,8.115E+00,8.602E+00,8.581E+00,8.234E+00,8.203E+00,8.080E+00,0.032
1154,ENSMUSG00000035284,Vps13c,Cortex,Gene,Down,77.6%,19,84.8%,0,0.0%,0,0.0%,1,50.1%,16,96.5%,2,80.9%,0,0.0%,,,224.9,67.0%,553.8,78.3%,367.6,76.9%,,,,,,,,,416.7,63.5%,,,2144.1,89.0%,1428.2,81.0%,488.9,63.4%,4061.2,82.7%,77.6%,gene_C_0,,,,,5.983E+00,6.161E+00,6.276E+00,6.209E+00,6.204E+00,5.990E+00,0.042,-0.015,-0.051,Down,True,5.933E+00,6.257E+00,6.293E+00,6.074E+00,6.288E+00,5.981E+00,5.933E+00,0.033
1155,ENSMUSG00000035576,L3mbtl1,Cortex,Gene,Down,71.4%,25,89.8%,0,0.0%,0,0.0%,0,0.0%,25,98.5%,0,0.0%,0,0.0%,,,289.8,72.3%,330.6,67.4%,262.0,70.5%,,,,,,,,,851.4,78.9%,,,2469.1,91.5%,855.7,68.1%,536.3,65.4%,3861.1,81.1%,71.4%,gene_C_0,,,,,9.961E-01,2.110E+00,1.703E+00,1.411E+00,1.532E+00,1.221E+00,1.083,-0.272,-0.327,Down,True,3.856E-01,2.088E+00,1.727E+00,1.521E+00,1.713E+00,1.430E+00,3.856E-01,0.604
1156,ENSMUSG00000035585,Tsen34,Cortex,Gene,Up,67.1%,51,97.2%,0,0.0%,0,0.0%,2,69.1%,48,99.7%,0,0.0%,1,79.7%,,,145.2,57.2%,214.1,56.0%,179.3,60.2%,,,,,,,,,423.4,64.0%,,,2363.0,90.5%,1034.3,73.1%,659.3,70.1%,4056.6,82.6%,67.1%,gene_C_5,,,,,5.927E+00,5.591E+00,7.826E+00,8.213E+00,7.313E+00,7.407E+00,-0.084,0.070,0.019,Up,True,5.970E+00,5.632E+00,7.847E+00,8.181E+00,7.279E+00,7.483E+00,5.970E+00,0.137
1157,ENSMUSG00000035637,Grhpr,Cortex,Gene,Up,19.4%,2,16.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,94.5%,,,,,,,,,,,,,,,,,,,,,5.4,16.9%,25.5,20.6%,75.6,33.9%,106.4,18.3%,19.4%,,,,,,5.415E+00,5.257E+00,5.990E+00,6.068E+00,5.557E+00,5.631E+00,-0.043,0.018,0.019,Up,True,5.399E+00,5.185E+00,5.982E+00,6.034E+00,5.691E+00,5.743E+00,5.399E+00,0.051
1158,ENSMUSG00000035653,Lrfn5,Cortex,Gene,Down,82.7%,27,91.2%,0,0.0%,0,0.0%,5,86.2%,22,97.9%,0,0.0%,0,0.0%,,,1265.3,94.0%,493.0,75.6%,455.7,81.0%,,,,,,,,,1631.8,91.0%,,,3028.5,94.1%,733.7,63.3%,650.0,69.8%,4412.2,84.4%,82.7%,gene_C_5,,,,,6.863E+00,7.009E+00,7.090E+00,6.935E+00,6.883E+00,6.796E+00,0.030,-0.032,-0.018,Down,True,6.938E+00,6.942E+00,7.026E+00,6.994E+00,6.939E+00,6.839E+00,6.938E+00,0.007
1159,ENSMUSG00000035829,Ppp1r26,Cortex,Gene,Down,0.0%,2,16.1%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,0,0.0%,0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,gene_C_5,,,,,4.947E+00,5.104E+00,5.615E+00,5.473E+00,5.414E+00,5.212E+00,0.045,-0.037,-0.055,Down,True,5.020E+00,5.292E+00,5.715E+00,5.432E+00,5.352E+00,5.163E+00,5.020E+00,0.065
1160,ENSMUSG00000036002,Atosb,Cortex,Gene,Down,93.6%,28,91.7%,0,0.0%,0,0.0%,6,88.3%,21,97.7%,1,64.7%,0,0.0%,,,1191.5,93.5%,1211.2,93.8%,1052.0,94.9%,,,,,,,,,1390.2,88.2%,,,3974.0,97.0%,2015.2,88.0%,1757.6,93.3%,7746.7,95.0%,93.6%,gene_C_2,,,,,5.234E+00,5.652E+00,5.729E+00,5.361E+00,5.810E+00,5.671E+00,0.111,-0.096,-0.035,Down,True,5.582E+00,5.811E+00,5.743E+00,5.304E+00,5.829E+00,5.804E+00,5.582E+00,0.022
1161,ENSMUSG00000036097,Slf2,Cortex,Gene,Down,60.7%,14,78.8%,0,0.0%,0,0.0%,2,69.1%,10,94.5%,2,80.9%,0,0.0%,,,41.6,42.9%,312.2,66.2%,289.0,72.6%,,,,,,,,,114.6,42.6%,,,641.9,59.9%,910.3,69.5%,333.5,54.3%,1885.7,61.6%,60.7%,gene_C_0,,,,,5.568E+00,6.052E+00,5.715E+00,5.554E+00,5.591E+00,5.507E+00,0.120,-0.041,-0.022,Down,True,5.575E+00,6.324E+00,5.702E+00,5.513E+00,5.672E+00,5.520E+00,5.575E+00,0.012
1162,ENSMUSG00000036120,Rfxank,Cortex,Gene,Up,49.2%,3,28.4%,0,0.0%,0,0.0%,2,69.1%,0,0.0%,1,64.7%,0,0.0%,,,0.0,0.0%,0.0,0.0%,0.7,17.4%,,,,,,,,,0.0,0.0%,,,1497.7,81.7%,1427.1,80.9%,1581.8,91.8%,4506.5,85.0%,49.2%,,,,,,3.817E+00,3.532E+00,3.995E+00,4.114E+00,3.588E+00,3.669E+00,-0.112,0.043,0.032,Up,True,3.743E+00,3.649E+00,3.939E+00,3.995E+00,3.662E+00,3.794E+00,3.662E+00,0.038
1163,ENSMUSG00000036186,Dipk1b,Cortex,Gene,Up,83.3%,25,89.8%,0,0.0%,0,0.0%,1,50.1%,24,98.3%,0,0.0%,0,0.0%,,,442.3,80.3%,773.0,86.3%,623.7,86.9%,,,,,,,,,1399.1,88.4%,,,2147.9,89.1%,609.4,57.4%,496.7,63.6%,3254.0,77.1%,83.3%,gene_C_5,,,,,7.789E+00,7.384E+00,8.403E+00,8.597E+00,7.891E+00,7.974E+00,-0.077,0.033,0.015,Up,True,7.810E+00,7.274E+00,8.466E+00,8.620E+00,7.936E+00,8.055E+00,7.810E+00,0.043
1164,ENSMUSG00000036330,Slc18a1,Cortex,Gene,Up,23.9%,13,77.4%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,11,96.7%,1,79.7%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,307.9,47.7%,2340.5,90.6%,289.5,52.1%,2937.9,74.2%,23.9%,,,,,,5.202E-01,3.326E-01,1.117E-01,2.164E-01,9.717E-02,1.464E-01,-0.645,0.954,0.592,Up,True,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,
1165,ENSMUSG00000036391,Sec24a,Cortex,Gene,Down,83.4%,18,83.8%,0,0.0%,0,0.0%,2,69.1%,14,96.0%,1,64.7%,1,79.7%,,,298.3,72.9%,681.3,83.7%,629.7,87.1%,,,,,,,,,552.2,69.4%,,,2128.7,88.8%,641.6,58.9%,1382.3,89.1%,4152.6,83.1%,83.4%,gene_C_0,,,,,4.439E+00,5.133E+00,4.914E+00,4.671E+00,4.642E+00,4.408E+00,0.209,-0.073,-0.074,Down,True,4.462E+00,4.970E+00,4.997E+00,4.817E+00,4.555E+00,4.577E+00,4.462E+00,0.061
1166,ENSMUSG00000036442,Thap11,Cortex,Gene,Up,32.0%,4,39.1%,0,0.0%,0,0.0%,2,69.1%,1,60.6%,1,64.7%,0,0.0%,,,0.0,0.0%,2.8,22.1%,1.4,19.8%,,,,,,,,,0.5,19.2%,,,472.5,54.4%,244.5,41.9%,164.1,43.2%,881.0,43.1%,32.0%,gene_C_1,,,,,5.837E+00,5.732E+00,6.279E+00,6.384E+00,6.132E+00,6.193E+00,-0.026,0.024,0.014,Up,True,5.946E+00,5.753E+00,6.211E+00,6.425E+00,6.202E+00,6.102E+00,5.946E+00,0.025
1167,ENSMUSG00000036461,Elf1,Cortex,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,64.7%,0,0.0%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,3.808E+00,3.421E+00,4.253E+00,4.600E+00,3.860E+00,4.010E+00,-0.154,0.113,0.055,Up,True,3.902E+00,3.748E+00,4.399E+00,4.544E+00,4.028E+00,4.165E+00,3.902E+00,0.063
1168,ENSMUSG00000036503,Rnf13,Cortex,Gene,Down,89.9%,38,94.9%,0,0.0%,0,0.0%,6,88.3%,32,99.0%,0,0.0%,0,0.0%,,,703.1,87.1%,679.2,83.6%,594.6,86.1%,,,,,,,,,2377.7,95.3%,,,5011.5,98.2%,1467.9,81.9%,1677.1,92.7%,8156.5,95.5%,89.9%,gene_C_5,,,,,5.688E+00,5.954E+00,5.852E+00,5.557E+00,6.039E+00,5.878E+00,0.066,-0.075,-0.039,Down,True,5.792E+00,6.041E+00,5.877E+00,5.730E+00,5.925E+00,5.890E+00,5.792E+00,0.011
1169,ENSMUSG00000036504,Phpt1,Cortex,Gene,Up,46.2%,25,89.8%,0,0.0%,0,0.0%,0,0.0%,25,98.5%,0,0.0%,0,0.0%,,,109.5,54.1%,107.3,45.2%,85.1,47.8%,,,,,,,,,179.2,47.3%,,,624.9,59.3%,160.9,36.4%,68.7,33.3%,854.5,42.5%,46.2%,gene_C_5,,,,,6.619E+00,6.508E+00,7.259E+00,7.441E+00,6.644E+00,6.783E+00,-0.024,0.036,0.030,Up,True,6.691E+00,6.557E+00,7.335E+00,7.395E+00,6.733E+00,6.808E+00,6.691E+00,0.052
1170,ENSMUSG00000036550,Cnot1,Cortex,Gene,Down,23.0%,4,39.1%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,2,80.9%,1,79.7%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,275.1,45.9%,1081.2,74.1%,1018.6,82.0%,2374.9,68.6%,23.0%,,,,,,5.969E+00,6.209E+00,6.235E+00,6.202E+00,6.013E+00,5.843E+00,0.057,-0.008,-0.041,Down,True,5.945E+00,6.305E+00,6.228E+00,6.042E+00,5.927E+00,5.966E+00,5.927E+00,0.028
1171,ENSMUSG00000036552,Ermard,Cortex,Gene,Down,18.4%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,3,85.2%,0,0.0%,0,0.0%,,,0.7,21.7%,1.6,20.6%,1.4,19.7%,,,,,,,,,3.0,22.3%,,,6.0,17.1%,1.2,14.4%,0.2,14.9%,7.3,12.7%,18.4%,gene_C_3,,,,,2.977E+00,3.136E+00,3.360E+00,3.241E+00,2.889E+00,2.765E+00,0.075,-0.052,-0.063,Down,True,3.068E+00,3.398E+00,3.414E+00,3.235E+00,2.964E+00,2.530E+00,2.964E+00,0.075
1172,ENSMUSG00000036632,Alg5,Cortex,Gene,Up,12.5%,4,39.1%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,2,80.9%,1,79.7%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,120.4,34.9%,211.9,40.1%,28.7,25.0%,360.9,28.7%,12.5%,,,,,,4.916E+00,4.726E+00,5.304E+00,5.349E+00,4.915E+00,5.089E+00,-0.057,0.012,0.050,Up,True,4.942E+00,4.867E+00,5.269E+00,5.410E+00,4.871E+00,5.223E+00,4.871E+00,0.042
1174,ENSMUSG00000036699,Zcchc12,Cortex,Gene,Down,75.7%,21,86.6%,0,0.0%,0,0.0%,1,50.1%,18,97.1%,1,64.7%,1,79.7%,,,80.8,50.3%,433.7,72.3%,335.5,75.2%,,,,,,,,,241.5,52.5%,,,2188.2,89.3%,1155.5,76.1%,1142.2,85.0%,4485.8,84.8%,75.7%,gene_C_0,,,,,5.402E+00,5.616E+00,5.654E+00,5.285E+00,5.364E+00,5.283E+00,0.056,-0.097,-0.022,Down,True,5.260E+00,5.698E+00,5.618E+00,5.395E+00,5.241E+00,5.412E+00,5.241E+00,0.039
1175,ENSMUSG00000036850,Mrpl41,Cortex,Gene,Up,35.0%,8,64.0%,0,0.0%,0,0.0%,0,0.0%,7,92.6%,0,0.0%,1,79.7%,,,12.5,32.5%,27.4,32.4%,22.6,33.1%,,,,,,,,,31.8,32.0%,,,199.0,41.1%,168.5,36.9%,633.7,69.2%,1001.2,45.9%,35.0%,gene_C_5,,,,,6.532E+00,6.318E+00,6.917E+00,6.979E+00,6.561E+00,6.702E+00,-0.048,0.013,0.031,Up,True,6.577E+00,6.273E+00,6.938E+00,7.028E+00,6.545E+00,6.621E+00,6.545E+00,0.033
1176,ENSMUSG00000036885,Arhgef26,Cortex,Gene,Down,45.4%,4,39.1%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,0,0.0%,2,94.5%,,,66.0,48.2%,53.7,38.2%,49.7,41.0%,,,,,,,,,215.9,50.3%,,,255.8,44.8%,124.7,34.0%,630.4,69.1%,1011.0,46.1%,45.4%,gene_C_4,,,,,4.128E+00,4.585E+00,4.868E+00,4.648E+00,5.073E+00,4.893E+00,0.152,-0.067,-0.052,Down,True,4.258E+00,4.661E+00,4.860E+00,4.649E+00,4.894E+00,4.947E+00,4.258E+00,0.077
1177,ENSMUSG00000036934,4921524J17Rik,Cortex,Gene,Down,53.5%,10,70.9%,0,0.0%,0,0.0%,1,50.1%,7,92.6%,2,80.9%,0,0.0%,,,53.1,46.0%,21.2,30.5%,34.6,37.1%,,,,,,,,,330.0,56.8%,,,1420.5,80.6%,1372.2,79.9%,254.5,50.3%,3047.2,75.4%,53.5%,gene_C_4,,,,,4.488E+00,4.513E+00,5.000E+00,4.936E+00,5.046E+00,4.961E+00,0.008,-0.019,-0.024,Down,True,4.661E+00,4.432E+00,5.003E+00,4.764E+00,5.026E+00,4.947E+00,4.661E+00,0.042
1178,ENSMUSG00000036985,Zdhhc9,Cortex,Gene,Down,84.3%,5,47.4%,0,0.0%,0,0.0%,0,0.0%,4,88.4%,1,64.7%,0,0.0%,,,860.0,90.2%,716.3,84.7%,524.9,83.8%,,,,,,,,,1480.0,89.3%,,,2370.2,90.6%,625.8,58.3%,292.9,52.3%,3288.9,77.3%,84.3%,gene_C_6,,,,,5.995E+00,6.054E+00,6.502E+00,6.379E+00,5.891E+00,5.757E+00,0.014,-0.028,-0.033,Down,True,5.917E+00,6.189E+00,6.631E+00,6.489E+00,5.966E+00,5.703E+00,5.917E+00,0.065
1179,ENSMUSG00000037013,Ss18,Cortex,Gene,Down,33.6%,7,59.9%,0,0.0%,0,0.0%,3,78.3%,3,85.2%,1,64.7%,0,0.0%,,,12.6,32.6%,8.5,25.4%,7.0,25.0%,,,,,,,,,16.3,27.6%,,,538.6,57.0%,1718.1,85.2%,83.5,34.6%,2340.1,68.0%,33.6%,gene_C_2,,,,,5.144E+00,5.356E+00,5.758E+00,5.605E+00,5.535E+00,5.445E+00,0.058,-0.039,-0.024,Down,True,5.225E+00,5.385E+00,5.829E+00,5.533E+00,5.732E+00,5.623E+00,5.225E+00,0.058
1180,ENSMUSG00000037104,Socs5,Cortex,Gene,Down,29.7%,2,16.1%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,0,0.0%,0,0.0%,,,85.3,51.1%,16.8,28.7%,16.6,30.6%,,,,,,,,,134.4,44.5%,,,114.4,34.6%,4.9,15.9%,1.5,16.0%,120.9,19.3%,29.7%,gene_C_9,,,,,6.617E+00,6.730E+00,6.757E+00,6.587E+00,6.623E+00,6.548E+00,0.024,-0.037,-0.016,Down,True,6.512E+00,6.738E+00,6.760E+00,6.650E+00,6.642E+00,6.608E+00,6.512E+00,0.019
1181,ENSMUSG00000037119,Fam91a1,Cortex,Gene,Down,49.9%,5,47.4%,0,0.0%,0,0.0%,1,50.1%,3,85.2%,1,64.7%,0,0.0%,,,20.5,36.0%,396.7,70.4%,13.3,29.3%,,,,,,,,,49.6,35.2%,,,570.9,57.8%,408.9,49.6%,255.5,50.4%,1235.3,50.1%,49.9%,gene_C_2,,,,,5.386E+00,5.574E+00,5.918E+00,5.823E+00,5.816E+00,5.710E+00,0.050,-0.023,-0.027,Down,True,5.620E+00,5.505E+00,5.958E+00,5.858E+00,5.762E+00,5.916E+00,5.620E+00,0.029
1182,ENSMUSG00000037349,Nudt22,Cortex,Gene,Up,48.8%,7,59.9%,0,0.0%,0,0.0%,3,78.3%,1,60.6%,1,64.7%,2,94.5%,,,90.5,51.9%,38.7,35.1%,50.5,41.1%,,,,,,,,,103.3,41.8%,,,272.5,45.7%,967.3,71.1%,339.3,54.6%,1579.2,56.2%,48.8%,gene_C_5,,,,,3.483E+00,3.230E+00,4.025E+00,4.165E+00,3.791E+00,3.913E+00,-0.109,0.050,0.046,Up,True,3.762E+00,3.245E+00,4.134E+00,4.238E+00,3.848E+00,4.019E+00,3.762E+00,0.050
1183,ENSMUSG00000037416,Dmxl1,Cortex,Gene,Down,54.4%,6,54.4%,0,0.0%,0,0.0%,1,50.1%,5,90.2%,0,0.0%,0,0.0%,,,37.0,41.3%,90.3,43.1%,47.1,40.4%,,,,,,,,,165.1,46.5%,,,1222.5,77.8%,746.6,63.6%,464.4,62.3%,2433.5,69.4%,54.4%,gene_C_1,,,,,5.501E+00,5.921E+00,5.903E+00,5.725E+00,5.813E+00,5.690E+00,0.106,-0.044,-0.031,Down,True,5.481E+00,5.997E+00,5.929E+00,5.931E+00,5.850E+00,5.603E+00,5.481E+00,0.041
1184,ENSMUSG00000037487,Ubr5,Cortex,Gene,Down,61.9%,8,64.0%,0,0.0%,0,0.0%,2,69.1%,2,77.6%,3,88.2%,1,79.7%,,,68.5,48.5%,33.5,34.3%,20.6,32.3%,,,,,,,,,58.2,36.4%,,,1104.5,75.2%,2036.0,88.2%,878.0,78.7%,4018.5,82.4%,61.9%,gene_C_4,,,,,6.398E+00,6.596E+00,6.688E+00,6.565E+00,6.636E+00,6.516E+00,0.044,-0.027,-0.026,Down,True,6.288E+00,6.574E+00,6.604E+00,6.552E+00,6.639E+00,6.538E+00,6.288E+00,0.030
1185,ENSMUSG00000037542,Aldh8a1,Cortex,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,4.177E-01,2.903E-01,3.836E-01,4.300E-01,1.335E-01,3.091E-01,-0.525,0.165,1.212,Up,True,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,
1186,ENSMUSG00000037568,Vash2,Cortex,Gene,Down,10.0%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,2,94.5%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,26.6,22.7%,20.4,19.9%,83.0,34.5%,129.9,19.9%,10.0%,gene_C_3,,,,,1.072E+00,1.279E+00,2.260E+00,1.633E+00,1.875E+00,1.494E+00,0.255,-0.468,-0.328,Down,True,1.164E+00,1.473E+00,2.381E+00,1.661E+00,2.116E+00,1.216E+00,1.164E+00,0.339
1187,ENSMUSG00000037685,Atp8a1,Cortex,Gene,Down,65.4%,8,64.0%,0,0.0%,0,0.0%,0,0.0%,7,92.6%,1,64.7%,0,0.0%,,,246.6,69.2%,169.1,51.0%,187.5,61.2%,,,,,,,,,462.5,66.0%,,,814.8,67.2%,619.3,58.0%,663.9,70.3%,2098.0,64.8%,65.4%,gene_C_1,,,,,8.245E+00,8.427E+00,8.476E+00,8.393E+00,8.438E+00,8.383E+00,0.031,-0.014,-0.009,Down,True,8.177E+00,8.335E+00,8.469E+00,8.384E+00,8.466E+00,8.338E+00,8.177E+00,0.020
