,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124
,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL
"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(6S)-5-Methyltetrahydrofolic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559.185703
"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol",55716.32802,68927.24701,36403.74621,70552.24067,37062.39853,44126.22029,46603.94766,52860.38808,26629.53369,80411.1328,29930.24744,47349.69077,29606.72901,42866.91699,40948.95444,0,61853.24664,25748.06454,60962.88974
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",69403521.44,70361376.57,80998652.86,67804279.72,75463605.38,104847946,117817850.9,94855403.92,87198586.53,101250200.7,95741476.12,102778674.2,124534969.3,107600475.7,94827634.91,123138022.5,96539223.36,95611327.56,112955667.8
(CH3)2C=NC2H558,342747.2355,364039.4793,301617.3615,365474.4453,368420.5156,302211.1836,334682.633,299481.5048,328777.4487,319490.433,325348.9959,320927.8852,327161.2423,328242.0833,324828.6844,342676.1179,331655.962,331486.128,358144.55
(pm)-alpha-Tocopherol acetate,0,0,0.277418993,2.280309365,0,0,1.165035614,0,0,0,0,0,0,0,0,0,0,0,0
(pm)-N-Propylamphetamine,1933564.677,0,0,968026.9111,0,880619.2997,0,0,0,0,0,1467164.663,1417416.012,1462433.104,1466782.187,1560570.558,0,0,1267315.236
(pm)-Norketamine,1308157247,0,484813853.1,0,0,294296913,729433159.4,859229369.4,737045687.4,899894377.4,648999758.2,1314997411,802612897.1,941144955.8,933572482.1,1234940581,947946617.6,1037033815,923416985.8
(pm)-Phenylpropanolamine,18870895.6,16908896.02,32161830.54,17001373.08,13812659.62,29400643.15,0,36978865.08,28033430.71,51455816.51,38505195.94,38325901.16,17579259.14,32946551.3,20032718.74,0,39914641.19,35458315.26,26290438.45
"(R*,S*)-2,3-Dihydroxybutanoic acid",14458.94524,15561.86458,11053.30805,15059.09078,15519.136,11067.83282,11125.64925,0,0,0,0,0,0,0,0,0,0,4159.350212,0
"(S,S)-(-)-Hydrobenzoin",212854.4192,155982.4502,0,110195.338,173624.7625,488925.7674,822031.1379,269232.6506,563971.9689,848518.6445,1057870.009,184572.8014,380140.8685,330161.5045,373623.267,0,124522.6007,120498.9114,808963.9832
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",100887320,45668368.82,41068381.98,37143953.3,30449306.72,79710129.16,148624066.3,9523874.974,37745909.37,16226484.42,157460259.3,33445529.43,77483755.19,59971960.08,50607094.31,59816581.27,30567116.58,35946511.03,32020504.59
"1-(2,4-Dimethoxyphenyl)-propan-2-one",6596052.662,6507215.257,5147334.98,6468796.12,6482494.268,6010038.849,6587184.064,5713795.35,6600179.886,6054993.852,7758964.62,7013671.563,8365832.036,6309102.892,6464044.811,6784928.162,6400127.145,6858065.651,6985386.177
1-(3-Methylphenyl)piperazine,14222.03444,0,13061.88209,0,13583.0355,18402.641,14144.55339,10893.78903,12095.12123,11310.51471,21221.41355,11531.63557,12360.31552,0,13362.43882,14075.3559,0,24809.4492,13540.36508
1-(4-Hydroxybenzylidene)acetone,50384.06421,0,0,18129.03774,0,0,29093.31108,47556.87824,0,22480.09832,0,17775.66421,23918.02965,0,0,0,0,0,0
"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",61930.89065,13198.12765,2541.452364,12387.68714,43393.21662,13030.17937,239.4198357,606194.6322,0,720442.8897,8829.096721,0,579169.0493,0,0,0,457726.6489,0,0
1-Aminocyclopropanecarboxylic acid,100165078.2,113213137.9,107597432,99849812.88,117362496.5,60666400.34,62803534.76,86858143.76,97491972.32,71912106.11,81025391.57,107521651.2,109387389.4,111886685.2,87560270.64,97614085.57,90930079.66,89626368.24,96396691.84
"1-Butanamine, N,N-diethyl-",9579665.191,9535562.35,7547887.934,9694792.915,9487235.018,7558186.714,8362387.439,7232173.465,7634690.248,7628182.194,7448630.232,7420431.955,7448716.705,7569927.75,7469943.761,7911345.292,7728138.079,7560665.521,8710847.067
"1-Cyclohexanone, 3-butyl-3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142201.9628,234861.6277,236974.5265,133245.5923
1-Cyclopentylethanol,68778.22814,97593.62593,38063.25402,97746.53542,98783.76101,80985.65094,74494.24094,84855.37585,85553.44589,86768.67011,82253.32653,63479.68941,90428.71475,88451.74682,89756.4825,95236.06538,88693.35595,91340.57524,99732.89728
"1-Decanol, 2-methyl-",0,0,0,0,0,0,2194470.454,0,0,0,0,0,0,0,0,0,0,0,0
"1-Decene, 8-methyl-",0,46441.17795,0,0,13831927.51,164303.6266,131060.8101,8859377.303,2321118.807,0,0,0,0,145580.7729,178048.6132,0,0,0,0
1-Deoxypentitol,22.09881006,120.6638587,83.18805927,88.0715711,123.6902405,0,88.01127762,115.7623435,129.3445677,0,170.227945,133.4975394,0,0,54.57347329,137.5877955,79.59810865,46.90659575,111.174029
1-Hexadecanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4486374.051,0
1-Hexanol,34409.9777,3695.829506,0,22835.52342,19440.88727,17649.16108,0,4101.449169,0,27153.65231,19599.27698,19374.29715,12210.60885,24411.60178,6174.919511,59080.16771,12185.92325,31017.1391,29950.25939
1-Hydroxy-3-methoxy-6-methylanthraquinone,1071228.693,0,4652455.021,0,0,4885077.341,27052728.81,17025236.92,10798394.98,1592906.872,7076538.695,13099462.37,15667621.16,24282620.33,17366133.97,18168134.66,10699933,17884108.78,32838303.89
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",14676656.93,20412328.42,13539121.49,8586011.798,20258134.19,14969923.48,10089854.57,21857332.62,17776933.44,16065698.88,14707023.4,12557591.31,14241863.62,14080003.11,14072370.61,29861017.27,13403964.04,11135771.37,12841119.22
1-Monoacetin,59550.63481,58492.51292,14889.00463,58022.79537,59229.40827,38458.26168,38597.93747,0,33802.03937,35260.03965,35172.45164,40678.07748,19999.06492,0,40245.8323,43028.92266,41548.05812,0,46947.27679
1-Octadecanol,3240930.959,3797910.084,2446822.061,3554846.774,4497893.627,3389514.496,2626853.33,0,2586447.048,2480423.106,2156067.466,2996223.455,2143382.971,2563861.215,2439681.696,2555408.355,2518077.66,0,3065758.183
"1-Octanol, 2-butyl-",2115541.079,1827465.455,397715.0128,1974724.122,1105686.776,1138346.977,1351037.892,636654.9714,1180932.33,905209.5718,728273.967,1564472.879,195355.0153,900896.9773,922416.0019,636148.9769,1268840.042,590457.5063,1496304.713
1-Octanol,228203.9916,272021.1051,223613.2104,249524.0123,0,237964.2903,223237.4493,0,14947.22727,202113.944,228844.3857,229263.186,240326.1954,13985.15939,13347.0337,269320.9205,10310.1989,0,0
"1-Octene, 2-methyl-",3243351.497,3414995.535,2775857.361,3101909.262,2850811.498,1040443.494,1914019.893,401402.8452,0,99449.40574,1005558.795,1239208.751,453132.4952,1563012.022,793259.6358,1817823.988,2553056.317,0,74361.30655
"1-Pentene, 3,3-dimethyl-",0,0,0,9027764.707,0,0,0,8019795.588,0,0,8310647.09,8596089.866,0,0,0,0,9350626.583,9059190.388,9360941.151
1-Phenethylamine,27714.47412,23228.89702,0,24036.5672,0,22705.11361,0,0,0,15189.34316,0,0,24549.1367,0,28574.92028,0,35914.20957,0,0
"1-Phenyl-1,2-ethanediol",6975211.016,6676587.477,8327731.456,2670600.387,4250339.004,7313410.629,7792746.284,3258391.466,4182223.308,4873010.546,7959521.261,8186590.316,7500599.584,9105623.367,2834927.266,6599777.292,7749728.954,4953321.224,4672857.474
1-Phenylethanol,0,373225.2735,0,362918.104,0,1141384.726,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",2203919.127,2314145.443,1022776.036,2235610.147,2121693.25,1277403.988,1528035.748,0,645337.277,704157.9389,1599862.183,995882.2504,0,1208644.282,1216502.073,944704.221,1258288.664,764286.3077,0
"1-Propanamine, N,N-diethyl- ",17956076.37,17976285.8,14897864.96,17717203.17,18066267.24,13897355.25,15112364.13,13972350.61,14440232.91,14801930.33,13849601.3,13773705.08,13810173.47,13874979.08,13815857.87,14329816.51,14328906.5,14932149.85,16636074.74
1-Tetradecanol,0,30039480.1,0,0,0,0,6738155.135,37683810.82,25186357.28,0,0,0,0,0,0,0,0,0,0
"1,1'-Biphenyl, 3,4-diethyl-",7183.144145,6287.15492,0,0,5704.347068,0,0,5677.177335,3402.484239,6250.530613,0,0,5976.077276,0,7874.376976,0,6599.577614,7565.407598,7269.142238
"1,2-Benzenedicarboxylic acid",52365010.63,48965501.37,52287588.72,50335396.21,48993524.64,44819357.88,57461382.89,33813589.65,31888840.08,41976576.66,47527913.18,48368977.92,42404945.42,49434413.37,42553199.33,0,0,33571986.24,0
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",27285.98087,38186.9939,0,30870.40818,32312.65817,29110.38206,24717.99604,0,30083.33514,0,33580.01514,29048.76593,31321.34423,0,32481.86968,38375.15831,34743.13362,39780.21783,41326.86046
"1,2-Butanediol",0,0,0,0,0,0,11676474.62,0,0,0,15125439.75,9557650.01,0,0,0,0,2251378.069,0,0
"1,2-Cyclohexanedicarboxylic acid, dinonyl ester",0,845.3050452,547.8428882,0,622.9868141,0,0,0,0,0,1514.603489,0,1757.466469,0,0,0,750.1021513,760.2289788,0
"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2,2-Trimethyl-1-aza-spiro[2.3]hexane",200593.3557,259763.8881,117364.7279,179056.8966,160562.6673,54487.81167,127484.4315,160696.8834,161340.9296,308927.7389,256490.8835,275090.1016,225975.1324,292080.9413,169003.5444,337388.1439,257016.6548,181345.6595,199697.0958
"1,2,3-Butanetriol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178220.594,4600898.786
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",0,1973323.847,1498585.051,2238278.967,1910682.988,0,852234.933,397059.24,566184.1356,0,873973.4494,0,576884.5342,1793885.746,185847.2613,751374.879,163337.1181,1507699.119,1169429.906
"1,3-bis[(Trimethylsilyl)ethynyl]benzene",3741714.235,2138878.485,2169568.046,3654284.359,2218401.18,969080.8694,2648620.78,1476318.145,1996246.229,1628948.688,1811747.82,444817.8579,1750797.275,2199427.118,1750375.379,3467471.863,3316436.066,2999125.399,2268894.589
"1,3-Cyclohexanebis(methylamine)",0,0,165399.4484,0,0,307955.764,0,0,0,0,0,115653.3251,0,0,150599.3478,0,0,0,0
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",0,0,5784.586427,0,16444.75831,0,22087.20459,0,0,0,0,0,0,0,0,0,0,0,24218.9418
"1,3,5-Benzetriol",5607.837747,5578.749738,6483.345691,4991.271838,5421.824478,6419.410734,11768.33271,5666.430078,6574.760469,6098.678996,3787.138388,5420.110358,9746.46388,9980.458638,8011.857887,8298.013238,6480.093298,8105.935045,7806.464713
"1,3,5-Trimethyl-1H-pyrazol-4-amine",18588.68577,17696.10717,0,30346.7414,0,17472.48174,17624.13147,21637.58312,0,27843.17279,10216.29259,47384.84923,11618.11672,15953.66578,16731.50001,16941.59163,17186.87133,0,0
"1,4-Butanediol",9036.929785,9806.126416,9546.48559,8923.513735,0,9194.135841,0,7391.09145,7666.222655,7672.173532,8657.211576,9325.95718,10742.36754,9754.40629,9467.825221,11452.18028,9440.514694,10590.20457,10386.779
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",39664.50544,65455.94426,0,0,71928.90489,0,0,14639.50877,60216.24044,69196.91321,34168.42436,24854.09715,0,72069.18268,70200.01774,0,59191.62511,0,48188.96839
"1,4-Dioxaspiro[4.5]decane",102612064.7,0,21341140.95,166773865.6,231141822.7,0,0,0,268552.8313,0,0,0,0,0,0,58699.25388,0,0,0
"1,5-Anhydroglucitol",0,0,140600.6136,0,147930.9218,0,168083.5389,0,161508.9721,175946.7991,124350.329,97324.06199,189975.8075,195582.6251,219244.1813,167816.2778,183169.253,169611.3703,186536.3045
10-Heptadecenoic acid,10407.89753,21746.16019,0,0,20834.80695,8424.854852,5681.036694,30371.83563,6964.813503,0,0,9371.736974,7693.448489,0,9151.307265,0,0,0,56221.87202
10-Nonadecenoic acid,0,0,0,0,0,3499.747814,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Hydroxyoctadecanoic acid,0,0,179818.692,627504.8796,163420.1449,356891.807,773620.5655,861806.415,1188293.774,1730092.274,207249.5528,352115.2551,322120.1272,769582.4755,468967.7981,342234.4854,582130.5079,0,330921.2988
12-Oxooctadecanoate,29964.48539,31698.91202,25441.77136,29210.37858,35860.34747,50342.39612,36533.56318,30716.86896,31951.65871,643275.2027,31618.67954,33371.0919,35092.87725,40993.85248,37092.55331,47817.17959,34833.54301,36717.95037,54610.35218
13-Docosenamide,13770087.42,11265413.64,13260563.36,24714496.14,40369814.44,6411847.571,18559737.31,0,15674308.45,14535723.26,20889800.18,11908205.95,10734009.16,20080457.72,25769890.13,13196057.25,17701149.91,10951568.86,11879515.7
"15-Oxo-11Z,13E-eicosadienoic acid",68.82102584,63.30740897,32.91973525,50.39952276,84.38653661,68.62581251,49.58021878,95.55811546,118.0169995,86.28095838,93.99023851,184.9963017,161.2752189,0,0,183.2569128,170.866067,176.7827905,166.5908462
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl- ",332605.0336,0,124332.0352,397637.1846,430982.7875,0,293124.4023,248937.2729,0,0,528018.7622,0,259078.7684,0,0,794486.9223,194030.3326,1592368.502,711119.9881
"1H-Indole, 1-(trimethysilyl)-2,5-bis[(trimethylsilyl)oxy]-",2654.573479,10484.22132,29773.40662,0,21109.95133,36668.1636,35360.54539,34812.93758,61945.38262,77347.66169,28027.45023,25313.23495,59058.12051,50939.69217,43912.70057,39447.56277,39993.72755,15021.52626,26063.61357
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0,0,0,18974.92149,26657.95921,0,0,13987.56628,0,14242.25198,0,0,0,16026.06465,9157.07659,17639.01049,0,0,0
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",265697.0924,231495.6345,304307.4555,232186.6052,261418.1271,234294.9897,213581.666,305946.4401,289703.6613,289774.3418,216848.4099,321236.1971,253415.9092,191749.078,219877.2685,251408.6556,190457.4151,234752.6946,322032.6159
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,0,0,3209.165643,17999.92188,44958.91403,0,0,10099.75095,0,0,0,7429.35034,0,0,13118.56949,13581.70487,0,0,0
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",331.5956095,0,41.93906981,113.0361794,0,127.2187565,97.60409165,67.95707657,58.54496155,0,0,0,0,85.0754032,81.69456078,74.9006174,21.29726946,0,155.933211
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",0,0,0,0,0,17601.32996,57118.85842,0,0,0,0,0,0,64998.66074,0,0,0,0,0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,161.953553,29.30651719,52.82272775,23.68530819,46.21534972,99.12061727,87.83180497,83.91314825,140.678498,91.17354851,342.223714,157.2365851,205.1823753,111.6795677,163.5292119,138.5208232,94.83166637,141.6196418,94.70176945
"2-Allyl-1,4-dimethoxybenzene",7250.447792,2863.625859,3411.402002,2664.563775,3629.793247,5958.664375,5973.776769,5375.508122,7203.450506,5991.024913,9815.673324,6010.473873,9295.468206,5683.313325,6411.649205,6071.971347,4216.193397,5453.711914,6685.779215
2-Amino-4-methylphenol,193446.2017,0,63775.64043,99745.87982,0,0,104236.9621,0,143013.8792,0,0,186388.2431,96005.44127,223012.3076,71633.80847,0,59821.78212,0,58999.18338
"2-Amino-4,6-dihydroxypyrimidine",184563.7138,37605.1126,434345.9912,0,0,428822.5393,572434.5776,214594.7229,184955.1769,166908.8168,399596.1933,186569.6541,389018.2892,364328.4384,460275.5661,244315.1248,218358.3534,263180.6068,288389.4563
2-Aminoadipic acid,0,0,149516.9939,0,0,0,261333.7338,0,0,0,0,0,170280.7137,0,0,0,0,0,0
2-Aminobutanoic acid,0,0,0,0,0,50581467.39,58349656.89,0,37002870.06,29211816.35,22519545.71,17167801.37,32135225.26,26092857.05,31237599.02,27138933.95,26800489.64,14725431.55,54301654.72
2-Butenedioic acid,13906656.27,28215054.73,7412049.857,26117993.82,44486144.38,16511987.33,1685072.878,13987039.22,18732281.65,23751151.8,21529746.76,7694238.649,15556928.59,16461257.93,13673560.14,15838311.72,12001949.01,13798797.91,11832059.87
"2-Butenoic acid, 2-[(trimethylsilyl)oxy]-",0,0,0,0,0,0,0,0,0,0,0.45201466,0,0,0,0,0,0,0,0
2-Ethyl-3-hydroxypropionic acid,17640.31808,16667.95861,11756.797,16730.14952,17056.4539,10612.18551,10344.76844,13022.17498,12079.8776,13598.99507,12525.28133,14388.13152,14817.87359,13950.90363,13676.50072,15132.78307,14565.44591,12919.05348,14672.4902
2-Furoic acid,0,0,9247.024875,0,0,0,0,0,0,0,9411.890846,0,10033.48684,0,9915.941219,9733.518181,16483.7757,9408.599689,0
"2-Heptanone, 4,6-dimethyl-",0,0,0,0,7454.817017,5469.206253,0,0,0,7858.365776,0,0,0,0,0,9181.084481,8002.295623,3088.10602,10074.11513
2-Heptenoic acid,13956.03514,12479.67888,3840.942174,12456.80975,14599.16245,0,16565.67624,11710.78914,14035.55958,12563.09691,10577.08346,0,0,11724.79492,12036.77637,11633.06039,11592.15823,0,0
2-Hexen-1-ol,832403.7011,986800.979,595831.8733,960063.3366,948363.8599,108629.164,269893.4264,620290.048,575658.7994,113930.0562,91950.2059,0,0,752194.685,756856.4606,189232.9653,671244.6123,0,750365.3628
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",1069.876436,931.470614,823.5223854,984.0293583,1063.169142,689.6624677,836.5524844,1007.952671,1147.364212,1601.993109,757.3372541,1054.176469,1136.442976,1298.715692,1252.276907,1248.16828,1267.921909,868.1472881,1209.580292
2-Hydroxy-2-methylbutyric acid,88043.96316,59145.51444,50344.54059,56870.92671,72918.81755,118188.0629,133954.5971,85389.18766,98754.73686,91655.16842,89945.75877,162481.5553,115724.8481,93795.64568,92581.52209,88136.42097,74273.0724,86837.08191,108342.903
2-Hydroxy-3-methylbutyric acid,0,0,0,0,0,2282878.884,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Hydroxy-5-methoxybenzaldehyde,5748830.979,5365260.503,5615171.466,5909371.366,5148471.512,5566085.125,6141790.627,4595834.867,4609989.167,4967478.52,5094570.836,4282582.159,4890401.776,4982727.947,4798070.101,5376439.511,4173370.77,5510944.093,5590575.504
2-Hydroxybutyric acid,8871.059098,251845.5369,54916.58432,243790.5294,299324.7537,215532.4452,279931.7056,249632.1689,278851.2114,218549.4875,276827.6101,200759.2645,253646.9915,267199.0269,258350.158,289837.872,202177.4884,243586.3022,355306.2377
2-Imidazolidinone,0,0,0,0,0,0,0,0,0,711728.7933,0,0,0,0,0,0,0,0,0
2-Isopropyl-5-methyl-1-heptanol ,0,0,0,0,489753.8074,365654.6602,0,0,0,384104.8757,0,0,327796.6513,0,415357.1817,0,0,440535.6684,0
2-Ketoisocaproic acid,0,0,38526.52006,27841.80566,22222.65077,0,2366.03731,48108.72075,44852.53148,0,40742.82416,45607.98344,48388.88268,47872.19225,48279.09331,53873.63428,49550.76319,47410.50122,52942.54932
2-Methyl-4-pentenoic acid,15165.291,10904.52884,12914.60648,15671.61711,15913.77965,17801.01381,8454.441627,6722.616187,12455.78931,21462.34752,9310.265527,13152.03129,8370.953829,17094.73749,9304.13698,14964.44088,0,17391.45604,15647.93382
2-Methyl-E-7-hexadecene,7954.122953,3739.356135,0,0,489.6178108,0,0,0,0,0,0,13285.64931,0,0,0,18755.11186,0,0,0
2-Methylglutaconic acid,641670.5835,529371.8197,505596.9551,1082969.356,1102902.904,468563.4875,686150.5772,871273.347,925201.729,0,406681.6482,835416.389,479847.0563,943172.7439,958777.0076,985926.5305,438301.6016,513170.3379,551981.1232
2-Naphthol,119841.3705,118088.0131,64973.80256,132830.1108,140648.6638,71646.19815,88638.65316,76389.90718,72593.34871,81622.99307,64148.216,75244.30388,79553.23481,85302.30072,82983.91321,86300.9273,82017.15038,70335.61876,78806.84302
2-Oxooctanoic acid,0,0,0,0,1009131.344,0,1918986.868,828512.4618,891310.6477,0,0,0,2911074.667,915616.9998,986499.2431,986922.118,0,0,0
"2-Pentenedioic acid, 3-methyl-",0,2853.557247,0,0,0,0,0,0,0,0,0,2945.93887,0,0,0,3016.847159,0,0,3088.354431
2-Pentenoic acid,0,0,0,28208345.95,0,3564918.91,4854523.599,0,0,0,0,0,0,11922281.23,0,4624168.406,4401542.625,0,3802815.539
2-Piperidinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propanone, bis(1-methylethyl)hydrazone",0,0,0,0,0,0,0,0,0,0,3296764.148,0,0,3429505.793,0,0,3561296.956,0,0
"2-Propenamide, 3-phenyl-N-2-propenyl-",0,274504.3953,0,0,102455.7619,0,0,292576.2727,1786429.273,0,0,454150.5254,151500.6906,220827.3001,115312.9774,291211.2357,0,0,0
"2-Propenoic acid, 2-[(trimethylsilyl)oxy]-3-[4-[(trimethylsilyl)oxy]phenyl]-",8912.253824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Propenoic acid, 2,3,3-tris[(trimethylsilyl)oxy]-",0,0,0,48.25817681,0,0,0,0,0,0,0,0,0,73.71871137,264.4841372,0,0,96232.56883,0
2-Pyrrolidinone,287574.9311,372087.1746,63302.42843,286672.8774,375932.2755,310104.0282,123719.8342,260554.9173,436780.6036,336724.0511,460835.6286,398265.8226,138866.8897,584719.1761,542227.2864,544558.8584,415119.808,400626.4732,429944.467
2-Trimethylsilyloxysebacic acid,0,0,0,0,0.070792947,0,0,0,0,0,0.667583273,0,0,0,0,0,0,1.024532007,0
"2,2-Diallylpyrrolidine",23754.07239,28158.26892,19741.82344,0,26705.11763,18487.33572,0,0,0,14626.30738,15251.51447,15018.96007,14473.17494,15010.83083,15033.13701,0,0,13860.74727,0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",2294.651003,2296.870441,1856.001827,2291.208911,2347.477316,1673.336638,2311.645043,2048.929066,2015.61192,2254.078853,2010.919362,2126.321902,2199.16506,2235.980301,2621.590363,2230.538086,2533.279815,1954.251576,2179.336304
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene",0,72253.90611,0,235288.1694,0,143194.6045,158146.0868,63394.23418,0,15802.38645,6469.114521,0,0,51.59367014,49491.10535,0,0,0,74662.86391
"2,2'-Biphenyldiol",0,0,0,0,0,0,0,0,101558635.2,0,173561620.9,111868210.3,0,0,0,0,0,52743382.78,0
"2,3-Butanediol",934513.1027,774141.4808,0,0,960481.8848,1075505.851,1113230.569,1148641.005,1024854.051,970358.6634,927322.1198,1109389.148,965896.1774,1007052.595,632895.7266,479241.7186,1627849.239,1556785.901,1793310.897
"2,3,4-Trihydroxybutyric acid tetrakis",1515.218802,2812.81354,3101.087787,1276.739559,2020.77697,5686.178793,4068.337122,3249.129162,5817.072508,1200.800252,4620.199484,2630.60577,6288.385865,3365.907289,3225.433217,3969.006134,2110.188821,3008.234721,6798.168801
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",447493.2487,160489.5182,509512.3415,79450.45744,132526.992,1081164.572,1085383.778,0,958338.7997,300463.6177,858549.1555,486125.7711,1546726.696,218094.2694,718468.3371,569079.705,324345.5084,586126.9155,1487514.578
"2,4-Decadienal",75807.46626,106821.8097,41467.92203,90240.7806,87926.55086,86183.79005,43955.60643,26555.76607,162441.3987,123902.6373,19788.9672,21036.96966,155302.4256,187964.205,134211.4682,193869.2678,160374.3735,178925.5714,176764.5604
"2,4-Diamino-6,7-dimethylpteridine",250522.5522,249515.1501,233253.198,251405.4212,250804.5386,205280.9691,218748.895,204045.7424,202720.9328,212737.9907,210645.1554,217905.2948,212979.717,216952.2074,216831.2635,229665.6226,222895.124,223184.7332,244687.0153
"2,4-Imidazolidinedione, 5,5-dimethyl-",0,19161.52379,17320.8387,19445.69186,0,0,17510.41732,0,0,0,44578.4888,0,0,0,18907.55279,0,0,0,0
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",354488.6788,295229.1069,296215.3825,368999.9661,351912.1858,297789.766,240243.1365,258466.1368,186888.749,376837.2234,405446.6226,462005.577,427241.5337,311890.9002,367257.9006,446969.014,367392.2838,285051.253,268038.6438
"2,5-di-tert-Butyl-1,4-benzoquinone",0,0,8259.293355,0,0,0,0,0,0,0,0,0,0,0,0,0,15733.4826,0,0
"2,5-Di-tert-butyl-4-((trimethylsilyl)oxy)phenol",21868626.88,16569877.63,19844622.75,16104007.75,16712973.81,22024909.67,24635743.78,17789131.76,20624578.9,22269046.76,26093972.61,25565983.49,27136881.83,26528804.5,29490898.02,29848907.41,25483348.02,17688127.07,19050711.43
"2,5-Di-tert-butylhydroquinone",0,1032855.971,1860940.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Dimethoxy-4-(n)-propylphenethylamine",0,713576.1065,0,0,717292.1971,0,3834966.673,0,0,6627158.312,0,7077344.219,0,0,0,0,0,6535755.499,0
"2,5-Dimethoxy-4-methylamphetamine",978780286.8,365435878.4,365275840,322456216.7,414166246.5,520360808,473799362.4,710550679,691245938.2,700860124.3,906476074.5,818631426.9,800892836.1,634312479.3,677487614.5,637942322.7,450737604.1,519220010.8,558095595.6
"2,5-Dimethoxybenzhydrazide",1110532.238,520212.7691,564499.5362,460041.62,609958.1465,977834.6595,1158449.329,642357.3144,875861.7693,639615.6293,1370533.044,710666.8939,1211609.169,871793.1149,921129.9835,767913.0414,635244.716,687479.4264,822223.2307
"2,5-Dimethoxybenzonitrile",1572811.295,1902054.305,0,4484126.101,4720413.696,1569693.849,715717.5692,0,0,0,4475761.585,1037325.44,0,3382106.943,0,744009.9392,2237957.588,0,0
"2,5-Dimethoxymandelic acid",32343.12273,3533.872637,4351.171227,8322.742724,11925.1353,24653.87382,40087.48953,41203.49137,29882.78582,45424.10988,39285.92274,24016.53473,4798.787116,13998.07446,0,12249.48182,16231.20264,3245.458518,24056.45827
"2,5-Dimethoxyphenol",8594199.653,5562745.63,6741232.701,5796782.175,5486660.426,7024087.18,8761793.254,5040983.904,6479148.952,6617464.082,9738072.871,6479288.216,9420151.226,7278798.153,7585419.147,7441984.109,5736741.374,6639984.285,6623390.779
