Name,Tissue,"BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics"
Apc,Cortex,30.5,39.8%,127.2,47.0%,99.5,50.2%,,,,,,,,,111.3,42.3%,,,720.1,62.3%,555.9,55.6%,167.3,43.6%,1443.4,53.6%
Tbcb,Cortex,159.5,58.5%,221.9,59.0%,199.7,62.5%,,,,,,,,,340.9,57.4%,,,818.0,67.4%,40.9,24.0%,53.5,30.5%,912.4,43.7%
Kmt2b,Cortex,22.6,36.9%,18.8,29.7%,19.6,31.9%,,,,,,,,,68.2,37.8%,,,100.3,33.4%,12.7,18.4%,9.6,19.1%,122.5,19.3%
Rps9,Cortex,600.4,84.9%,330.4,67.3%,354.2,76.1%,,,,,,,,,851.8,78.9%,,,1084.3,74.7%,184.1,38.2%,167.0,43.5%,1435.4,53.4%
Tcf23,Cortex,2.6,25.1%,9.0,25.6%,0.7,17.6%,,,,,,,,,8.3,25.0%,,,156.9,37.9%,25.7,20.7%,29.9,25.5%,212.5,23.6%
Psmd2,Cortex,53.1,46.0%,21.0,30.5%,23.4,33.5%,,,,,,,,,351.4,57.7%,,,306.4,47.5%,1199.1,76.9%,173.1,44.2%,1678.6,57.8%
Neu1,Cortex,4.0,26.8%,3.7,22.5%,2.5,21.5%,,,,,,,,,7.0,24.4%,,,161.3,38.2%,55.3,26.2%,118.6,38.8%,335.2,28.0%
Pole,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gtpbp3,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Dqx1,Cortex,13.5,33.0%,692.9,84.1%,192.4,61.7%,,,,,,,,,97.6,41.0%,,,1374.4,80.0%,489.5,52.9%,432.2,60.7%,2296.2,67.4%
Sdhb,Cortex,1065.5,92.3%,579.4,79.6%,563.1,84.9%,,,,,,,,,2228.0,94.4%,,,2385.3,90.8%,473.1,52.2%,383.1,57.1%,3241.5,76.9%
Ccnt1,Cortex,,,,,,,,,,,,,,,,,,,74.0,30.1%,203.4,39.7%,158.9,42.8%,436.3,30.8%
Trpv4,Cortex,,,657.0,82.1%,666.0,88.0%,,,,,,,,,,,,,1771.2,85.1%,383.0,48.4%,598.3,67.8%,2752.5,72.5%
Fam120b,Cortex,2.0,24.4%,1.3,20.1%,0.8,17.7%,,,,,,,,,2.1,21.2%,,,252.4,44.6%,76.2,29.1%,1044.0,82.6%,1372.7,52.2%
Nol3,Cortex,60.5,47.4%,161.0,49.8%,92.8,49.0%,,,,,,,,,275.2,54.5%,,,2264.2,89.8%,1424.4,80.8%,1381.3,89.1%,5069.9,87.7%
Sirt2,Cortex,,,,,,,,,,,,,,,,,,,61.3,28.4%,1005.7,72.1%,22.3,23.4%,1089.3,47.4%
Lpl,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,58.3,27.8%,36.9,23.0%,44.0,28.7%,139.2,20.3%
Sqstm1,Cortex,19.1,35.5%,189.4,53.3%,117.6,53.1%,,,,,,,,,154.3,46.0%,,,763.1,65.1%,213.4,40.3%,248.2,49.7%,1224.7,49.9%
Stk32c,Cortex,164.7,58.9%,178.1,52.0%,148.6,57.0%,,,,,,,,,373.1,60.6%,,,857.0,68.9%,57.2,26.4%,943.5,80.3%,1857.6,61.1%
E2f3,Cortex,215.0,64.3%,219.0,57.7%,222.0,65.5%,,,,,,,,,370.0,59.1%,,,491.6,55.4%,390.0,48.9%,1064.2,83.0%,1945.7,62.7%
Mtif3,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Mrps18c,Cortex,145.3,57.3%,168.9,50.9%,139.9,55.9%,,,,,,,,,189.1,48.3%,,,764.2,65.2%,1841.2,86.5%,63.7,32.4%,2669.2,71.6%
Plcg1,Cortex,811.0,89.2%,575.3,79.4%,560.4,84.8%,,,,,,,,,1366.0,87.9%,,,1558.1,82.9%,2489.1,91.9%,983.3,81.2%,5030.5,87.3%
Etaa1,Cortex,20.5,36.0%,455.5,73.8%,118.6,53.3%,,,,,,,,,149.0,45.6%,,,1059.5,73.9%,317.0,45.7%,167.3,43.5%,1543.7,55.6%
Rarb,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,194.0,40.8%,106.0,32.2%,93.8,35.9%,393.9,29.4%
Atad5,Cortex,0.0,0.0%,0.4,18.2%,0.2,15.7%,,,,,,,,,0.0,8.8%,,,10.2,18.4%,10.3,17.5%,100.0,36.6%,120.5,19.2%
Med13l,Cortex,92.5,52.1%,178.8,52.1%,106.1,51.2%,,,,,,,,,218.0,50.5%,,,2959.0,93.6%,2279.9,90.0%,1273.7,87.6%,6512.6,92.8%
Gdf9,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,242.4,41.7%,0.0,7.1%,242.4,25.0%
Appbp2,Cortex,21.7,36.5%,122.7,46.8%,86.5,47.9%,,,,,,,,,187.0,47.9%,,,1026.4,73.3%,306.8,45.0%,134.5,40.2%,1467.7,54.1%
Aatf,Cortex,228.1,67.2%,238.6,60.8%,234.0,67.4%,,,,,,,,,404.3,63.0%,,,455.4,53.9%,165.1,36.8%,99.0,36.5%,719.5,37.6%
Ywhah,Cortex,376.7,76.3%,833.6,88.2%,681.7,88.7%,,,,,,,,,1862.9,92.5%,,,3472.0,95.6%,1581.8,83.5%,1055.4,82.9%,6109.3,91.7%
Dalrd3,Cortex,260.5,70.4%,310.2,65.9%,273.3,71.2%,,,,,,,,,691.2,73.8%,,,1811.0,85.5%,1795.7,85.9%,1359.2,88.7%,4965.9,87.1%
Ubb,Cortex,148.4,57.8%,70.1,40.9%,100.6,50.3%,,,,,,,,,372.6,60.5%,,,561.9,57.7%,111.4,32.7%,141.8,41.2%,815.0,41.5%
Mydgf,Cortex,58.6,47.0%,196.1,54.0%,134.0,55.5%,,,,,,,,,268.3,54.1%,,,1516.1,82.1%,999.0,72.0%,366.7,56.3%,2881.8,73.6%
L3hypdh,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Rgs17,Cortex,430.0,79.4%,438.0,72.6%,444.0,80.0%,,,,,,,,,740.0,75.4%,,,1253.6,78.2%,63.3,27.3%,121.8,39.1%,1438.7,53.6%
Pex3,Cortex,29.4,39.5%,14.9,28.0%,12.3,28.6%,,,,,,,,,29.9,31.5%,,,66.0,28.9%,307.5,45.1%,138.9,40.7%,512.4,33.3%
Popdc3,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,101.7,33.5%,105.4,32.2%,64.2,32.4%,271.4,25.9%
Gopc,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,324.8,48.8%,264.5,43.3%,736.8,72.8%,1326.0,51.7%
Cand1,Cortex,0.0,0.0%,,,0.0,0.0%,,,,,,,,,0.0,8.8%,,,,,,,,,,
Rab36,Cortex,0.0,0.0%,55.4,38.4%,43.1,39.3%,,,,,,,,,0.3,18.9%,,,1662.0,84.1%,2529.5,92.3%,1329.3,88.4%,5520.8,89.3%
Vps13d,Cortex,96.3,52.6%,25.0,31.4%,23.2,33.4%,,,,,,,,,200.5,49.2%,,,354.0,50.1%,71.4,28.3%,841.6,77.5%,1266.9,50.9%
Mdh1,Cortex,616.0,85.5%,787.6,86.6%,693.5,89.0%,,,,,,,,,1138.6,84.3%,,,3773.2,96.5%,1684.7,84.8%,1357.7,88.7%,6815.6,93.4%
Patz1,Cortex,578.4,84.2%,450.4,73.5%,428.7,79.3%,,,,,,,,,805.5,78.0%,,,1334.9,79.5%,947.4,70.6%,246.7,49.6%,2529.0,70.2%
2810021J22Rik,Cortex,199.8,62.0%,153.1,49.0%,178.8,60.1%,,,,,,,,,326.3,56.7%,,,174.5,39.2%,5.5,16.2%,4.2,17.2%,184.1,22.6%
Cyria,Cortex,0.0,18.0%,2.2,21.6%,0.1,14.7%,,,,,,,,,7.0,24.4%,,,34.9,24.1%,33.4,22.1%,0.3,15.0%,68.6,16.2%
Sdc1,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,759.0,64.4%,1518.0,91.0%,2277.0,67.2%
Dus4l,Cortex,215.0,64.0%,219.0,57.2%,222.0,65.3%,,,,,,,,,370.0,59.5%,,,251.7,44.5%,442.7,50.8%,147.0,41.9%,841.4,42.1%
Dnmt3a,Cortex,31.2,40.1%,587.7,80.1%,441.1,79.9%,,,,,,,,,215.3,50.3%,,,1083.6,74.6%,745.1,63.5%,325.5,54.0%,2154.1,65.4%
Cdc27,Cortex,601.4,85.0%,471.8,75.0%,461.9,81.3%,,,,,,,,,1217.7,85.8%,,,2693.7,92.5%,1763.9,85.6%,2162.6,95.9%,6620.1,93.0%
Gh,Cortex,193.5,61.7%,163.8,50.5%,164.3,58.4%,,,,,,,,,316.0,56.1%,,,374.8,50.6%,501.7,53.5%,255.2,50.4%,1131.7,48.4%
Grin2c,Cortex,,,0.0,0.0%,0.0,0.0%,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Unk,Cortex,430.0,79.4%,438.0,72.6%,444.0,80.1%,,,,,,,,,740.0,75.3%,,,1518.0,82.2%,0.0,6.8%,0.0,7.1%,1518.0,54.8%
Tekt1,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Slc13a5,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,324.3,48.8%,661.6,59.8%,241.6,49.2%,1227.5,50.0%
Mxra7,Cortex,98.2,52.8%,89.6,42.8%,94.2,49.4%,,,,,,,,,167.2,46.7%,,,680.5,61.3%,114.5,33.1%,1122.3,84.7%,1917.3,62.3%
Mia2,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,102.2,33.6%,311.9,45.2%,62.1,31.9%,476.2,32.1%
Spata7,Cortex,290.5,72.3%,234.1,60.5%,279.2,71.6%,,,,,,,,,923.5,80.3%,,,1248.0,78.1%,580.8,56.7%,556.2,66.4%,2385.0,68.8%
Npas3,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ttc8,Cortex,284.2,72.1%,162.3,50.2%,161.8,58.2%,,,,,,,,,701.7,74.2%,,,1419.1,80.5%,384.2,48.5%,769.7,74.8%,2572.9,70.6%
Serpina3n,Cortex,516.9,82.5%,260.9,62.7%,260.4,70.4%,,,,,,,,,718.3,74.7%,,,1357.4,79.9%,479.3,52.4%,1052.9,82.8%,2889.5,73.8%
Erh,Cortex,280.8,71.9%,266.6,63.2%,189.6,61.4%,,,,,,,,,487.8,67.2%,,,279.6,46.1%,159.4,36.1%,57.1,31.1%,496.0,32.8%
Trip11,Cortex,468.4,81.2%,498.4,75.9%,362.3,76.5%,,,,,,,,,829.3,78.5%,,,1679.5,84.4%,691.8,60.8%,301.1,52.7%,2672.4,71.7%
Fdft1,Cortex,40.8,42.8%,729.9,85.2%,712.6,89.4%,,,,,,,,,190.7,48.5%,,,999.1,72.8%,766.4,65.1%,167.9,43.6%,1933.5,62.5%
Kif26a,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Habp4,Cortex,774.0,88.3%,1640.5,96.7%,1381.2,97.4%,,,,,,,,,1733.9,91.6%,,,9118.4,99.8%,9159.6,99.8%,2789.3,98.3%,21067.4,99.8%
Fam193b,Cortex,204.6,62.4%,358.6,68.7%,279.3,71.7%,,,,,,,,,587.3,70.5%,,,1672.1,84.2%,252.4,42.5%,1119.2,84.6%,3043.8,75.3%
Cxcl14,Cortex,2054.0,97.4%,959.4,90.3%,1048.6,94.8%,,,,,,,,,1755.6,91.7%,,,2828.6,93.0%,901.7,69.3%,510.6,64.1%,4240.9,83.6%
Mterf3,Cortex,525.6,82.8%,1383.4,95.4%,1088.5,95.6%,,,,,,,,,1607.5,90.6%,,,3752.1,96.3%,1557.5,82.9%,1773.3,93.4%,7082.8,93.9%
Qng1,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Cast,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,56.8,27.7%,13.8,18.6%,256.3,50.4%,326.9,27.8%
Ankra2,Cortex,215.0,63.6%,219.0,56.6%,222.0,65.7%,,,,,,,,,370.0,59.9%,,,843.6,68.4%,254.3,42.8%,269.4,51.0%,1367.4,52.2%
Erbin,Cortex,51.0,45.4%,261.3,62.8%,203.4,62.7%,,,,,,,,,210.9,49.9%,,,1379.5,80.0%,680.8,60.3%,316.7,53.5%,2377.0,68.6%
Ogdhl,Cortex,8.9,30.2%,4.2,22.9%,4.2,23.1%,,,,,,,,,19.4,28.8%,,,58.5,27.9%,12.4,18.2%,12.0,19.9%,82.9,17.1%
Gdf10,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,1.4,14.5%,0.1,14.3%,1.5,12.2%
Zdhhc20,Cortex,,,,,,,,,,,,,,,,,,,0.8,15.4%,308.2,45.1%,659.2,70.1%,968.2,45.1%
Amer2,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Slc22a17,Cortex,278.8,71.5%,533.6,77.3%,444.6,80.2%,,,,,,,,,683.9,73.5%,,,1454.4,81.0%,346.6,47.0%,417.8,59.8%,2218.8,66.3%
Carmil3,Cortex,215.0,64.3%,219.0,57.8%,222.0,64.8%,,,,,,,,,370.0,59.2%,,,170.3,39.0%,19.3,19.7%,28.8,25.0%,218.4,23.9%
Psme1,Cortex,209.2,62.9%,670.4,83.0%,232.3,67.3%,,,,,,,,,338.8,57.3%,,,2538.3,91.8%,3061.6,94.8%,3068.0,98.9%,8667.8,96.2%
Sdr39u1,Cortex,1027.3,92.0%,678.4,83.5%,609.8,86.6%,,,,,,,,,1709.2,91.6%,,,1070.7,74.1%,1144.2,75.7%,475.7,62.8%,2690.6,71.8%
Cmbl,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ndufb9,Cortex,806.7,89.0%,1291.5,94.4%,985.6,94.3%,,,,,,,,,2353.2,95.2%,,,6744.4,99.4%,1577.6,83.5%,1483.8,90.5%,9805.8,97.0%
Col14a1,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,759.0,73.9%,759.0,39.7%
Adsl,Cortex,127.5,55.7%,33.4,34.2%,28.3,35.2%,,,,,,,,,642.3,71.9%,,,994.9,72.7%,563.9,56.0%,309.3,53.1%,1868.0,61.4%
Shisa9,Cortex,28.0,38.8%,6.5,24.2%,6.3,24.7%,,,,,,,,,13.0,26.6%,,,537.1,57.0%,1016.4,72.4%,208.4,47.1%,1761.9,59.3%
Nudt16l1,Cortex,36.4,41.1%,291.3,64.9%,212.9,63.8%,,,,,,,,,75.0,38.4%,,,1213.2,77.6%,405.5,49.5%,647.6,69.7%,2266.3,67.0%
Fgf12,Cortex,964.4,91.3%,404.5,70.9%,459.1,81.1%,,,,,,,,,2418.6,95.4%,,,3220.5,94.7%,2320.4,90.3%,1254.9,87.5%,6795.8,93.4%
Cep97,Cortex,0.7,21.8%,0.9,19.3%,1.1,18.7%,,,,,,,,,4.1,22.9%,,,6.4,17.2%,0.3,13.9%,0.2,14.8%,6.9,12.6%
Klhl22,Cortex,966.5,91.4%,576.6,79.5%,539.4,84.2%,,,,,,,,,2208.3,94.2%,,,2366.5,90.6%,1694.7,85.0%,1328.7,88.3%,5390.0,88.8%
Lrch3,Cortex,3.1,25.8%,1.2,20.0%,1.2,19.0%,,,,,,,,,8.4,25.1%,,,17.7,20.6%,1.5,14.6%,2.4,16.5%,21.7,13.5%
Ccdc14,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ece2,Cortex,0.5,21.0%,6.6,24.3%,4.1,23.0%,,,,,,,,,13.8,27.0%,,,288.4,46.5%,101.3,31.6%,160.3,42.9%,550.1,33.9%
Brwd1,Cortex,1020.9,91.8%,1770.1,97.4%,1413.5,97.5%,,,,,,,,,2294.9,94.8%,,,10360.0,99.9%,4872.1,98.5%,2868.9,98.5%,18101.0,99.7%
Paxbp1,Cortex,123.6,55.2%,1195.1,93.6%,946.5,93.6%,,,,,,,,,405.2,63.1%,,,3228.4,94.8%,1714.8,85.2%,2562.9,97.6%,7506.0,94.6%
Scaf4,Cortex,0.0,18.2%,1.1,19.8%,0.6,17.1%,,,,,,,,,3.3,22.5%,,,13.1,19.4%,52.0,26.0%,442.4,61.1%,507.6,33.1%
Larp4,Cortex,15.4,34.1%,34.4,34.4%,23.8,33.8%,,,,,,,,,40.9,33.7%,,,159.2,38.1%,39.7,23.7%,28.9,25.1%,227.8,24.3%
Sncg,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ndufa5,Cortex,157.0,58.4%,104.8,44.8%,121.1,53.8%,,,,,,,,,118.1,42.9%,,,38.9,24.7%,759.7,64.8%,0.0,7.1%,798.6,41.1%
Msrb2,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Rhebl1,Cortex,166.3,59.3%,252.4,61.7%,219.2,64.3%,,,,,,,,,549.3,69.2%,,,2004.8,88.0%,2693.4,93.2%,860.7,78.0%,5558.9,89.5%
Cmtr1,Cortex,,,,,,,,,,,,,,,,,,,0.2,14.7%,4.3,15.7%,0.1,14.7%,4.7,12.4%
Ndufv3,Cortex,48.0,44.8%,122.1,46.7%,102.7,50.6%,,,,,,,,,253.7,53.3%,,,919.9,70.7%,193.6,38.8%,338.9,54.6%,1452.4,53.8%
Clip4,Cortex,92.7,52.1%,380.2,69.2%,280.8,71.8%,,,,,,,,,285.8,55.3%,,,1936.6,87.1%,856.7,68.2%,1076.7,83.4%,3870.0,81.3%
Pja2,Cortex,231.4,67.4%,349.8,68.5%,314.3,74.2%,,,,,,,,,726.3,74.8%,,,1446.6,80.8%,528.7,54.4%,612.5,68.6%,2587.8,70.7%
Acsbg3,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Zfp523,Cortex,221.4,66.5%,180.7,52.4%,190.6,61.5%,,,,,,,,,440.4,64.8%,,,1591.5,83.4%,1518.2,82.5%,1231.0,86.9%,4340.7,84.1%
Mtpap,Cortex,214.4,63.5%,163.6,50.4%,173.9,59.7%,,,,,,,,,357.2,57.9%,,,743.9,63.7%,254.3,42.7%,31.0,25.9%,1029.2,46.5%
Svil,Cortex,215.0,64.2%,219.0,56.8%,222.0,65.6%,,,,,,,,,370.0,58.9%,,,38.7,24.6%,2.5,15.0%,766.9,74.8%,808.0,41.2%
Mib1,Cortex,1427.2,95.3%,1892.7,97.7%,1695.0,98.4%,,,,,,,,,4548.8,98.8%,,,8949.3,99.7%,2815.3,93.8%,1958.9,94.7%,13723.5,99.1%
Sting1,Cortex,1075.0,92.5%,1095.0,92.5%,1110.0,95.6%,,,,,,,,,1850.0,92.3%,,,3455.0,95.5%,698.2,61.1%,1029.6,82.2%,5182.7,88.2%
Spata24,Cortex,215.0,64.8%,219.0,56.9%,222.0,64.9%,,,,,,,,,370.0,59.5%,,,780.0,66.0%,81.8,29.7%,770.4,74.9%,1632.2,56.9%
Stard4,Cortex,53.8,46.1%,0.0,0.0%,11.6,28.2%,,,,,,,,,59.3,36.7%,,,291.0,46.6%,56.2,26.3%,156.0,42.5%,503.3,32.9%
Map3k2,Cortex,300.9,73.1%,336.9,67.9%,284.8,72.2%,,,,,,,,,1074.5,83.5%,,,985.1,72.5%,690.9,60.8%,1366.4,88.8%,3042.4,75.3%
Iws1,Cortex,395.8,77.3%,527.7,76.8%,475.0,81.8%,,,,,,,,,1100.2,84.0%,,,2672.5,92.4%,1566.8,83.1%,1456.4,90.1%,5695.6,90.3%
Csnk2b,Cortex,495.7,82.1%,345.1,68.2%,244.5,68.5%,,,,,,,,,1411.9,88.7%,,,2451.7,91.4%,581.0,56.8%,545.3,65.9%,3577.9,79.2%
Impact,Cortex,279.9,71.7%,317.0,66.6%,288.2,72.5%,,,,,,,,,387.9,61.9%,,,1044.8,73.6%,597.0,57.2%,62.9,32.2%,1704.8,58.3%
Dcp2,Cortex,0.4,20.5%,1.8,20.9%,1.3,19.6%,,,,,,,,,2.5,21.5%,,,182.7,39.7%,662.3,59.8%,123.3,39.2%,968.3,45.1%
Fads3,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,820.2,67.5%,944.2,70.5%,507.4,64.1%,2271.7,67.1%
Fads2,Cortex,220.7,66.3%,223.1,59.2%,223.0,66.1%,,,,,,,,,375.3,60.9%,,,185.7,40.0%,31.3,21.8%,0.1,14.6%,217.1,23.8%
Tmem138,Cortex,35.2,40.5%,35.0,34.7%,40.0,38.7%,,,,,,,,,92.7,40.4%,,,215.0,42.0%,74.4,28.7%,95.8,36.1%,385.2,29.2%
Pcsk5,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Naa40,Cortex,67.5,48.4%,228.6,59.5%,143.0,56.3%,,,,,,,,,230.6,51.5%,,,1302.2,79.0%,427.8,50.2%,277.4,51.3%,2007.4,63.7%
Pcx,Cortex,153.0,57.9%,108.2,45.2%,72.8,45.9%,,,,,,,,,271.5,54.2%,,,1666.9,84.1%,1195.9,76.8%,381.6,57.1%,3244.5,77.0%
Efemp2,Cortex,,,,,,,,,,,,,,,,,,,1.1,15.8%,5.6,16.3%,66.5,32.9%,73.2,16.6%
Drap1,Cortex,22.0,36.6%,162.3,50.1%,126.7,54.6%,,,,,,,,,125.0,43.3%,,,619.1,59.1%,112.5,32.8%,431.9,60.7%,1163.4,48.8%
Xpnpep1,Cortex,184.4,60.7%,233.2,60.3%,198.3,62.4%,,,,,,,,,264.5,53.8%,,,865.1,69.3%,389.4,48.8%,779.1,75.2%,2033.7,63.9%
Btbd1,Cortex,21.2,36.4%,12.8,27.2%,10.4,27.4%,,,,,,,,,67.1,37.6%,,,187.8,40.2%,36.5,22.8%,129.3,39.7%,353.6,28.4%
Arhgap19,Cortex,166.2,59.1%,217.9,56.4%,175.9,59.8%,,,,,,,,,368.2,58.4%,,,1137.5,76.0%,489.8,52.9%,341.3,54.8%,1968.6,63.1%
Flnb,Cortex,230.6,67.3%,630.9,81.2%,350.1,75.8%,,,,,,,,,653.4,72.2%,,,6354.6,99.3%,2994.4,94.5%,2459.5,97.3%,11808.5,98.5%
Car5a,Cortex,,,,,,,,,,,,,,,,,,,99.2,33.2%,1114.0,74.9%,38.7,27.8%,1251.9,50.5%
Sp4,Cortex,431.2,79.7%,311.1,66.0%,311.5,74.0%,,,,,,,,,786.3,77.3%,,,2080.7,88.4%,1154.9,76.0%,524.7,64.9%,3760.2,80.5%
Gdf11,Cortex,0.1,19.4%,34.5,34.5%,24.2,33.9%,,,,,,,,,11.1,26.0%,,,658.1,60.4%,869.5,68.5%,426.9,60.3%,1954.6,62.9%
Rps26,Cortex,536.7,83.3%,848.5,88.4%,691.8,88.9%,,,,,,,,,1319.2,87.4%,,,4017.4,97.1%,913.4,69.6%,693.2,71.4%,5624.0,90.0%
Chmp6,Cortex,103.5,53.5%,143.9,48.1%,117.5,52.9%,,,,,,,,,278.5,54.9%,,,863.1,69.1%,615.2,57.7%,427.0,60.4%,1905.3,62.1%
Pstpip2,Cortex,47.9,44.8%,7.7,25.1%,9.9,27.1%,,,,,,,,,76.1,38.7%,,,251.9,44.5%,246.8,42.1%,277.2,51.3%,776.0,40.2%
Sigirr,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,25.1,22.2%,4.0,15.5%,118.9,38.9%,148.1,20.8%
Eps8l2,Cortex,3.6,26.6%,14.2,27.6%,9.7,27.0%,,,,,,,,,12.1,26.4%,,,45.7,25.7%,19.8,19.8%,29.8,25.4%,95.3,17.7%
Gaa,Cortex,16.4,34.5%,79.5,42.0%,51.3,41.3%,,,,,,,,,50.6,35.4%,,,660.1,60.6%,442.0,50.8%,969.8,80.8%,2071.8,64.5%
Rab40c,Cortex,254.4,69.9%,455.0,73.7%,313.2,74.1%,,,,,,,,,429.8,64.3%,,,1452.2,80.9%,1075.0,74.1%,1213.5,86.4%,3740.8,80.3%
Gdap1,Cortex,240.3,68.4%,324.4,67.0%,299.7,73.4%,,,,,,,,,738.5,75.2%,,,2135.8,88.9%,1298.5,78.5%,752.4,73.1%,4186.8,83.3%
Dhtkd1,Cortex,213.2,63.2%,45.6,36.7%,58.3,42.9%,,,,,,,,,175.3,47.0%,,,1277.1,78.5%,975.2,71.4%,803.1,76.2%,3055.4,75.5%
Thoc3,Cortex,26.4,38.4%,104.9,44.8%,137.7,55.7%,,,,,,,,,145.3,45.4%,,,63.3,28.7%,30.2,21.6%,6.2,17.8%,99.6,18.0%
Gria4,Cortex,178.8,60.3%,593.7,80.2%,437.4,79.8%,,,,,,,,,418.2,63.7%,,,2045.6,88.2%,1406.8,80.4%,764.6,74.6%,4217.0,83.5%
Sntg1,Cortex,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,15.0,19.8%,897.4,69.1%,1167.0,85.4%,2079.3,64.6%
Carf,Cortex,216.3,65.3%,222.7,59.1%,223.9,66.3%,,,,,,,,,377.9,61.1%,,,727.7,62.5%,9.2,17.1%,111.7,37.9%,848.6,42.2%
