Name,Tissue,"BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics"
Slc25a20,Choroid Plexus,,0.0,,30.7,,29.1,,19.8,,36.1,,32.4,,44.2,0.2,18.7%,3.8,22.4%,832.8,68.0%,772.2,65.2%,600.6,67.9%,2205.6,66.1%
mt-Tl1,Choroid Plexus,,28.2,,56.3,,52.4,,30.1,,66.5,,56.9,,30.2,20.2,29.0%,26.3,29.4%,,,,,,,,
Cep290,Choroid Plexus,,43.6,,48.8,,54.4,,43.1,,42.4,,44.6,,63.5,128.1,43.9%,118.6,41.0%,1098.6,75.1%,980.9,71.5%,753.5,73.2%,2833.0,73.3%
Cstf2,Choroid Plexus,,62.3,820.8,87.8,593.1,86.1,,0.0,,70.1,,44.8,,0.0,356.5,57.8%,0.0,9.0%,1055.1,73.8%,879.7,68.8%,1078.5,83.5%,3013.2,74.7%
Prkn,Choroid Plexus,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,758.0,73.5%,758.0,38.6%
Sox13,Choroid Plexus,,77.1,,50.0,,58.3,,70.5,,31.8,,30.8,,55.0,628.1,71.5%,330.3,55.0%,86.3,31.4%,51.0,25.8%,24.3,23.8%,161.6,21.4%
Scrib,Choroid Plexus,,66.3,,76.2,,79.1,,25.8,,62.5,,58.9,,18.6,376.3,61.0%,3.3,21.9%,847.5,68.5%,459.7,51.5%,18.8,22.4%,1326.0,51.7%
Setbp1,Choroid Plexus,,61.8,,56.3,,64.1,,24.6,,31.4,,31.8,,19.1,325.7,56.7%,20.6,27.5%,495.6,55.6%,661.9,59.8%,1045.3,82.7%,2202.9,66.0%
Lgr4,Choroid Plexus,,0.0,,0.0,,0.0,,25.1,,30.6,,26.0,,0.0,0.0,8.8%,16.3,26.8%,777.7,65.9%,695.2,60.8%,1610.8,92.1%,3083.8,75.6%
Mpp7,Choroid Plexus,,76.5,1419.7,95.7,890.9,92.8,4806.1,99.6,6348.1,100.0,5265.2,100.0,,66.1,625.2,71.2%,7287.7,99.6%,5738.6,98.9%,13177.2,100.0%,4407.4,99.8%,23323.2,99.9%
Tsc22d1,Choroid Plexus,,72.8,,55.5,,64.6,,0.0,,0.0,,0.0,,0.0,490.6,67.3%,0.0,9.0%,744.6,63.8%,0.0,13.7%,0.0,7.1%,744.7,38.0%
Pja2,Choroid Plexus,1470.5,95.3,1833.7,97.5,1635.7,98.1,,54.5,,67.5,,66.8,,75.7,2733.8,96.4%,598.5,69.7%,7465.2,99.6%,4658.0,98.5%,5232.1,99.9%,17355.3,99.6%
Zfp1007,Choroid Plexus,2956.3,99.0,,76.6,1072.7,95.3,2238.5,97.9,,83.9,920.8,93.1,3594.4,96.7,3256.2,97.3%,3233.3,97.3%,3306.4,95.0%,2732.0,93.4%,1527.7,91.0%,7566.1,94.8%
Sytl2,Choroid Plexus,898.9,90.9,1536.0,96.3,1266.7,96.6,1285.8,94.5,2388.9,98.4,1697.3,98.0,,79.6,1095.7,84.0%,1940.4,92.3%,2744.0,92.7%,3835.0,97.0%,1981.6,94.8%,8560.6,96.0%
Hlf,Choroid Plexus,1100.6,92.8,1379.4,95.2,888.2,92.8,,71.2,,84.9,,74.2,,76.3,1984.2,93.3%,521.8,66.5%,2125.1,88.8%,86.0,30.2%,205.0,46.7%,2416.1,69.2%
4933439K11Rik,Choroid Plexus,,47.8,,27.2,,32.6,,56.6,,26.7,,27.2,,48.9,77.5,39.0%,239.2,50.3%,191.1,40.7%,366.2,47.9%,113.8,38.2%,671.0,36.9%
Flvcr1,Choroid Plexus,,68.9,,59.8,,67.9,645.0,85.1,,75.1,,83.5,,49.1,394.0,62.5%,1107.0,84.0%,393.6,51.7%,272.1,43.6%,194.6,45.7%,860.4,42.6%
Foxc2,Choroid Plexus,,0.0,,0.0,,21.8,,0.0,,0.0,,24.6,,0.0,0.0,8.8%,0.0,9.0%,,,,,,,,
Atn1,Choroid Plexus,,26.9,,33.1,,38.9,,43.3,,65.3,,77.9,,0.0,26.5,30.7%,143.0,43.3%,115.9,34.7%,244.9,41.9%,35.6,27.0%,396.3,29.5%
Kpna3,Choroid Plexus,,31.4,,41.5,,44.9,,69.7,,75.3,,83.7,,24.4,37.4,33.1%,512.3,66.1%,222.7,42.6%,973.4,71.3%,169.7,43.9%,1365.7,52.1%
Mex3a,Choroid Plexus,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,758.0,64.2%,758.0,63.9%,0.0,7.1%,1516.0,54.7%
Fer,Choroid Plexus,,52.6,901.2,89.6,714.0,89.4,,39.8,,74.8,,75.2,,45.3,236.7,51.9%,92.8,38.3%,1815.9,85.5%,813.4,66.4%,642.5,69.6%,3271.7,77.2%
Cerkl,Choroid Plexus,,73.7,,61.1,,60.9,,69.1,,50.5,,54.0,,84.9,1521.8,89.5%,1043.3,82.5%,2261.4,89.8%,1441.2,81.4%,1671.4,92.6%,5374.0,88.7%
Yars1,Choroid Plexus,,0.0,,23.7,,28.3,,0.0,,38.7,,45.8,,,0.0,8.8%,0.0,9.0%,13.1,19.4%,82.3,29.9%,14.2,20.7%,109.7,18.5%
Tm9sf3,Choroid Plexus,1526.0,95.6,1889.1,97.7,1680.0,98.3,,59.3,,81.2,,74.8,,77.5,3061.2,97.1%,329.6,54.9%,2552.9,92.0%,582.1,56.8%,642.2,69.5%,3777.3,80.6%
Cebpa,Choroid Plexus,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,12.5,19.2%,26.2,20.8%,360.8,55.9%,399.5,29.6%
Stag2,Choroid Plexus,,50.6,3635.3,99.6,2936.1,99.5,,19.0,3117.4,99.4,2123.1,98.7,,26.1,127.4,43.7%,2.5,21.7%,1842.8,86.0%,2041.9,88.3%,1216.1,86.5%,5100.8,87.8%
Rpp30,Choroid Plexus,781.7,88.4,,74.7,568.0,85.0,7435.5,99.8,1601.2,95.7,2756.5,99.4,,72.0,1309.7,87.3%,14849.5,99.9%,895.5,70.1%,3739.4,96.9%,650.2,69.8%,5285.1,88.5%
Hdgfl3,Choroid Plexus,,18.8,,22.8,,21.2,,64.1,,57.3,,63.4,,0.0,3.1,22.3%,369.0,57.6%,128.0,35.8%,68.1,27.9%,51.3,29.9%,247.4,25.1%
Tmem203,Choroid Plexus,,72.6,,60.5,,67.7,,36.1,,22.5,,18.7,,44.6,444.8,65.3%,47.3,33.2%,659.5,60.5%,361.8,47.7%,575.9,67.0%,1597.3,56.5%
Usp22,Choroid Plexus,,18.8,,0.0,,14.7,,19.1,,0.0,,17.6,,26.3,9.2,25.3%,4.7,23.1%,,,,,,,,
Gm4017,Choroid Plexus,,0.0,,32.7,,32.5,,0.0,,21.3,,17.5,,67.5,0.0,8.8%,0.0,9.0%,844.6,68.4%,821.5,66.8%,482.5,63.1%,2148.6,65.4%
Kif21a,Choroid Plexus,,42.7,,61.0,,50.5,,56.1,,54.0,,51.0,,68.0,91.7,40.1%,292.4,53.4%,949.5,71.4%,842.3,67.6%,590.8,67.6%,2382.5,68.8%
Iba57,Choroid Plexus,,40.3,,0.0,,25.5,,50.6,,31.1,,39.3,,30.7,56.1,36.2%,137.5,42.6%,23.8,22.0%,107.6,32.4%,28.5,24.9%,160.0,21.3%
Atp7a,Choroid Plexus,,43.0,,35.0,,36.0,,31.8,,22.6,,32.8,,76.7,359.8,58.1%,341.3,55.3%,0.0,7.1%,0.0,6.8%,758.0,73.5%,758.0,38.6%
Dync1h1,Choroid Plexus,849.4,90.0,1063.6,92.1,,82.5,687.6,86.4,814.3,86.7,,81.6,,74.8,1139.6,84.4%,972.0,81.1%,4495.1,97.7%,3369.8,96.0%,1945.1,94.5%,9810.0,97.0%
Pfn1,Choroid Plexus,,81.4,739.8,85.4,,76.7,,71.1,,76.8,,61.0,1697.8,86.4,1114.4,84.2%,579.5,69.0%,2756.3,92.8%,1869.7,86.9%,1233.4,87.0%,5859.4,90.8%
Tagln2,Choroid Plexus,,51.5,,40.8,,38.6,,31.7,,30.4,,28.3,,32.8,354.8,57.7%,67.8,35.6%,1072.1,74.3%,680.7,60.3%,463.8,62.1%,2216.5,66.2%
Rgs7,Choroid Plexus,,47.7,,54.3,,45.7,,20.3,,18.4,,15.8,,70.6,806.6,78.1%,558.0,68.1%,444.3,53.6%,344.2,46.9%,329.6,54.2%,1118.2,48.1%
2310014F06Rik,Choroid Plexus,,29.4,,74.0,,71.4,,55.1,800.1,86.4,,83.1,,0.0,10.7,25.7%,298.9,53.6%,203.5,41.3%,564.1,56.1%,654.5,69.9%,1422.0,53.2%
Map3k5,Choroid Plexus,,77.9,802.6,87.3,784.4,90.8,,54.0,,71.6,,61.5,2339.0,92.1,804.4,78.0%,3169.8,97.0%,3125.3,94.5%,1689.2,84.8%,1542.4,91.2%,6356.9,92.3%
Chdh,Choroid Plexus,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,8.8%,601.0,70.6%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Mpp2,Choroid Plexus,,,,,,,,72.9,,65.0,,72.9,,,,,523.7,66.6%,66.9,29.1%,797.4,66.0%,487.2,63.3%,1351.6,52.0%
Tceal8,Choroid Plexus,,,,29.6,,26.1,,,,25.7,,19.6,,,,,,,,,,,,,,
B130034C11Rik,Choroid Plexus,,41.8,,35.9,,31.4,,27.3,,25.8,,25.3,,24.6,253.5,53.2%,14.4,26.2%,588.5,58.4%,258.4,43.0%,175.5,44.4%,1022.4,46.4%
Ptgr3,Choroid Plexus,,,,27.4,,20.9,,,,30.6,,21.5,,,,,,,,,,,,,,
Ube2q2,Choroid Plexus,,74.6,,64.2,,69.2,,36.2,,43.6,,44.2,,53.0,503.0,67.7%,63.3,35.1%,1194.8,77.3%,1137.6,75.5%,1056.3,83.0%,3388.7,78.0%
Phactr2,Choroid Plexus,,73.4,1588.4,96.4,1313.2,96.9,,50.8,1598.2,95.7,1183.0,95.7,,56.1,511.0,67.9%,189.7,47.1%,2816.6,92.9%,2413.7,91.4%,2212.0,96.0%,7442.4,94.4%
Fcho2,Choroid Plexus,1558.7,95.8,,77.1,,82.7,1060.5,92.4,1245.2,93.2,918.0,92.9,,82.6,1452.0,89.0%,1824.5,92.0%,6007.5,99.1%,5621.9,98.8%,3328.7,99.2%,14958.1,99.4%
Lrrc75b,Choroid Plexus,,0.0,,,,0.0,,58.8,,0.0,,19.3,,0.0,0.0,8.8%,751.5,76.1%,42.3,25.2%,130.0,34.3%,380.5,57.0%,552.8,34.0%
Ndufaf1,Choroid Plexus,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8.8%,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Smarca5,Choroid Plexus,9944.3,99.8,5732.2,100.0,6162.6,100.0,1906.1,97.4,1851.1,97.3,1281.3,96.5,4906.4,98.6,11601.3,99.9%,2179.3,93.6%,15348.3,100.0%,10401.2,99.9%,6399.5,99.9%,32149.0,100.0%
Pard6a,Choroid Plexus,,39.9,,30.6,,35.1,,34.9,,0.0,,20.5,,65.6,487.4,67.2%,153.6,44.2%,761.1,64.9%,504.3,53.6%,1160.5,85.3%,2425.8,69.3%
Sh2b3,Choroid Plexus,,74.4,,37.7,,63.3,2756.0,98.7,,71.0,966.6,93.6,,17.4,384.1,61.7%,3423.8,97.9%,39.5,24.9%,780.8,65.7%,357.9,55.7%,1178.2,49.1%
Ints5,Choroid Plexus,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Mrln,Choroid Plexus,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm38380,Choroid Plexus,,56.9,,0.0,,44.4,,28.7,,0.0,,18.8,,28.8,148.2,45.5%,15.7,26.6%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Timm13,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Junb,Choroid Plexus,,0.0,,16.7,,0.0,,0.0,,0.0,,0.0,,0.0,0.1,17.9%,0.0,9.0%,1.1,15.7%,1.8,14.7%,0.8,15.5%,3.7,12.4%
Ncbp2,Choroid Plexus,,0.0,,46.2,,45.9,,,,0.0,,0.0,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Zfp300,Choroid Plexus,,0.0,,24.0,,17.5,,40.9,,44.5,,33.7,,24.7,2.1,21.1%,40.0,32.1%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gtpbp4,Choroid Plexus,,75.7,3692.8,99.7,3224.1,99.7,,83.5,4767.5,99.7,4008.2,99.8,,45.8,799.3,77.8%,1327.2,87.2%,4620.0,97.8%,6808.9,99.5%,2345.0,96.7%,13773.9,99.2%
Ube3c,Choroid Plexus,,47.2,,83.4,,53.7,1608.7,96.5,1609.9,95.8,1378.8,97.2,,55.6,452.4,65.5%,702.7,73.7%,22.5,21.6%,84.9,30.1%,21.7,23.2%,129.1,19.9%
Pthlh,Choroid Plexus,,27.1,,62.3,,68.6,,65.4,,77.0,,82.0,,26.8,43.2,34.2%,420.1,62.4%,1009.2,73.0%,834.0,67.4%,383.5,57.2%,2226.7,66.4%
Ccdc186,Choroid Plexus,716.7,87.4,1129.7,93.0,940.6,93.6,,48.6,,45.8,,45.5,,67.9,1308.6,87.2%,216.2,49.2%,4846.6,97.9%,3013.5,94.5%,2361.8,96.8%,10221.9,97.5%
Smurf1,Choroid Plexus,,,,,,,,,,,,,,,,,,,737.0,63.2%,699.0,61.4%,1161.0,85.3%,2597.0,70.9%
Inpp4a,Choroid Plexus,,62.2,,61.5,,68.6,,0.0,,0.0,,0.0,,49.6,327.5,56.8%,0.0,9.0%,1682.0,84.5%,648.7,59.3%,920.9,79.6%,3251.6,77.0%
Bloc1s1,Choroid Plexus,,,,,,,,64.7,,59.6,,66.2,,,,,381.3,60.5%,571.4,57.9%,615.3,57.8%,141.6,41.2%,1328.3,51.8%
Dynll1,Choroid Plexus,,55.7,1001.5,91.2,638.5,87.3,,55.1,945.0,89.3,731.8,89.8,,71.6,300.9,55.7%,408.2,61.9%,1179.9,77.0%,1260.2,78.0%,823.3,77.2%,3263.4,77.2%
Fam98b,Choroid Plexus,,56.3,,52.6,,63.4,,20.2,,28.0,,24.8,,50.4,174.3,46.9%,2.5,21.6%,729.5,62.6%,425.3,50.2%,261.3,50.6%,1416.1,53.0%
Serpinb8,Choroid Plexus,,48.1,,69.9,,75.7,,26.8,,84.9,,76.7,,30.4,119.9,43.0%,88.2,38.0%,439.9,53.3%,323.7,45.9%,876.5,78.6%,1640.1,57.1%
Src,Choroid Plexus,,23.2,,16.9,,0.0,,26.0,,17.9,,15.0,,19.6,6.9,24.3%,25.9,29.1%,54.8,27.2%,75.0,29.0%,40.3,28.0%,170.1,21.7%
Abitram,Choroid Plexus,,35.7,887.7,89.3,761.8,90.3,,0.0,,34.0,,35.8,,76.4,97.1,40.9%,0.0,9.0%,2089.4,88.5%,1648.1,84.1%,1181.3,85.7%,4918.8,87.0%
Sufu,Choroid Plexus,,35.9,,18.7,,18.0,,29.4,,18.0,,15.6,,22.5,9.4,25.5%,5.2,23.4%,1.1,15.7%,0.4,14.0%,0.3,14.9%,1.7,12.2%
Stxbp4,Choroid Plexus,,73.9,821.4,87.8,,84.6,,71.4,912.5,88.9,572.1,85.5,,79.7,689.6,73.8%,788.5,77.5%,1059.7,74.0%,1440.7,81.3%,468.5,62.5%,2968.9,74.4%
Hmmr,Choroid Plexus,,0.0,,70.7,,77.6,,,,0.0,,0.0,,,0.0,8.8%,,,9.8,18.2%,4.3,15.7%,1413.3,89.5%,1427.4,53.2%
Dnase1l1,Choroid Plexus,,24.7,,44.2,,49.8,,35.3,,68.6,,77.6,,49.5,4.6,23.1%,116.8,41.0%,615.9,59.1%,998.5,71.9%,391.8,57.7%,2006.2,63.7%
Ccar1,Choroid Plexus,,56.5,,71.7,,74.9,,66.5,,78.0,,78.8,,44.7,305.0,55.9%,567.2,68.4%,1949.4,87.3%,2551.9,92.5%,935.3,80.1%,5436.6,89.0%
Cnnm4,Choroid Plexus,,36.1,,26.4,,29.1,2535.2,98.3,910.9,88.8,1489.3,97.8,,38.0,45.9,34.6%,3084.0,96.8%,320.7,48.7%,1431.5,81.1%,426.6,60.3%,2178.8,65.7%
Igfbp6,Choroid Plexus,,31.0,882.0,89.2,,51.4,,75.7,876.3,88.2,,80.9,,38.7,214.0,50.1%,615.6,71.1%,90.7,32.0%,483.3,52.7%,56.2,30.9%,630.3,35.7%
Arl2bp,Choroid Plexus,,0.0,,33.8,,32.8,,0.0,,25.4,,18.1,,0.0,0.0,8.8%,0.0,9.0%,5.7,17.0%,3.7,15.4%,2.7,16.7%,12.1,12.9%
Pfas,Choroid Plexus,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8.8%,0.0,9.0%,20.7,21.2%,33.4,22.1%,21.4,23.1%,75.5,16.8%
Cntn1,Choroid Plexus,,23.4,,65.4,,63.0,,27.2,,51.6,,52.7,,26.4,19.3,28.8%,4.8,23.1%,284.0,46.3%,213.8,40.3%,170.5,44.0%,668.3,36.7%
Shoc2,Choroid Plexus,,74.8,846.8,88.3,574.1,85.3,,58.8,,77.9,,76.8,,58.5,1212.1,85.7%,1009.2,82.0%,3762.3,96.5%,3135.8,95.1%,1443.3,89.9%,8341.5,95.8%
Mpnd,Choroid Plexus,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,1516.0,82.0%,758.0,63.9%,758.0,73.5%,3032.0,75.1%
Dcxr,Choroid Plexus,,37.9,,17.2,,21.9,,23.2,,0.0,,17.0,,52.9,67.4,37.7%,207.3,48.9%,384.8,51.1%,462.1,51.6%,697.0,71.5%,1543.9,55.6%
Gm1976,Choroid Plexus,,65.6,,18.8,,40.6,,57.7,,0.0,,34.8,,41.0,1385.2,88.2%,525.6,66.8%,96.0,32.7%,124.9,34.0%,48.5,29.4%,269.4,25.9%
Klf8,Choroid Plexus,,,,76.3,,70.9,,,970.5,89.6,,82.3,,,,,,,,,,,,,,
Dhx9,Choroid Plexus,,70.7,,58.5,,61.0,,57.4,,47.8,,55.2,,30.3,432.0,64.4%,189.9,47.2%,163.0,38.4%,162.0,36.5%,77.5,34.1%,402.4,29.7%
Gsta4,Choroid Plexus,,33.6,1972.1,97.8,1361.1,97.2,,41.0,1670.8,96.4,886.5,92.4,,42.2,25.0,30.3%,193.5,47.3%,539.6,57.1%,1096.5,74.4%,568.5,66.8%,2204.6,66.1%
Haus4,Choroid Plexus,,18.2,,0.0,,0.0,,0.0,,0.0,,0.0,,23.5,10.6,25.6%,10.9,25.1%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Kmt5b,Choroid Plexus,,0.0,,55.0,,56.6,,0.0,,62.2,,68.4,,,0.0,8.8%,0.0,9.0%,128.8,35.9%,78.8,29.5%,829.3,77.4%,1036.9,46.6%
Ehd1,Choroid Plexus,1865.1,97.1,1744.3,97.2,1672.7,98.2,,71.0,753.3,85.4,593.4,86.2,,80.1,4165.5,98.4%,1191.2,85.4%,5463.6,98.7%,3281.1,95.7%,2017.4,95.2%,10762.2,97.9%
Mia2,Choroid Plexus,,53.1,,25.9,,37.7,,77.6,,33.7,,50.2,,37.8,110.7,42.2%,275.9,52.3%,51.0,26.5%,123.5,33.9%,29.9,25.5%,204.4,23.3%
Acbd4,Choroid Plexus,,53.4,,65.2,,59.6,,48.9,,52.4,,52.2,,82.1,884.1,79.6%,865.4,79.0%,1885.0,86.5%,1982.2,87.8%,973.4,80.9%,4840.6,86.4%
Ap2a1,Choroid Plexus,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Mef2a,Choroid Plexus,,82.3,,68.4,,76.2,,32.7,,31.7,,33.0,,69.2,1194.6,85.4%,139.5,43.0%,2977.8,93.8%,2020.3,88.1%,1552.4,91.3%,6550.6,92.9%
Sympk,Choroid Plexus,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8.8%,0.0,9.0%,87.9,31.7%,46.4,25.1%,105.4,37.3%,239.7,24.8%
Erap1,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Spata13,Choroid Plexus,,75.0,,28.4,,50.0,744.1,87.6,,40.0,,74.7,,66.6,616.3,71.2%,1344.8,87.4%,232.1,43.3%,441.4,50.7%,142.9,41.4%,816.5,41.6%
Dr1,Choroid Plexus,,49.0,,40.5,,45.2,,0.0,,19.1,,26.2,,45.5,454.9,65.8%,4.0,22.7%,638.2,59.8%,455.4,51.3%,588.5,67.5%,1682.1,57.9%
Slain2,Choroid Plexus,,27.6,,55.3,,52.1,,61.0,,70.7,,72.3,2291.0,91.5,26.1,30.6%,374.1,59.8%,1453.5,81.0%,2352.0,90.8%,1784.7,93.5%,5590.2,89.9%
Vps36,Choroid Plexus,,83.4,,78.2,,84.4,,35.8,,39.7,,41.1,,75.9,2293.8,94.7%,546.1,67.1%,1508.8,81.9%,648.6,59.3%,923.0,79.8%,3080.5,75.6%
Tbc1d2,Choroid Plexus,,49.1,,20.5,,30.8,,71.3,,50.7,,56.9,,36.1,357.5,57.9%,693.9,73.5%,851.1,68.8%,1653.1,84.1%,460.0,62.0%,2964.2,74.3%
Zbtb39,Choroid Plexus,,,,0.0,,0.0,,0.0,,53.5,,55.5,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Lama1,Choroid Plexus,,0.0,,42.9,,51.3,,0.0,,47.5,,59.7,,,0.0,8.8%,0.0,9.0%,8.3,17.7%,16.8,19.2%,0.0,7.1%,25.0,13.7%
Crygn,Choroid Plexus,,67.4,,39.3,,57.5,,69.3,,27.8,,49.0,,30.6,302.3,55.8%,256.9,51.2%,182.5,39.7%,115.0,33.2%,63.1,32.2%,360.7,28.6%
Comt,Cortex,,,,0.0,,0.0,,,,,,,,,,,,,236.4,43.6%,523.8,54.3%,226.6,48.1%,986.9,45.5%
Tpd52l2,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Dlg3,Cortex,,54.8,,32.7,,39.9,,,,,,,,,189.0,48.1%,,,389.0,51.4%,392.4,49.1%,334.1,54.5%,1115.5,48.1%
Heatr6,Cortex,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Cfp,Cortex,,23.7,,19.5,,18.8,,,,,,,,,3.3,22.4%,,,7.9,17.6%,2.4,14.9%,849.0,77.6%,859.3,42.6%
Tulp3,Cortex,,73.8,,75.8,,78.6,,,,,,,,,1212.5,85.7%,,,1531.0,82.5%,169.4,37.1%,240.4,49.0%,1940.9,62.6%
Ddt,Cortex,,43.5,1074.3,92.3,980.6,94.2,,,,,,,,,176.7,47.1%,,,1619.0,83.8%,2249.4,89.8%,772.5,75.0%,4640.9,85.4%
Folh1,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,159.1,38.0%,139.6,35.0%,328.5,54.1%,627.2,35.6%
Ppm1j,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,1050.3,73.7%,1824.3,86.2%,1360.4,88.8%,4235.0,83.5%
Ccdc97,Cortex,,28.8,,22.5,,22.2,,,,,,,,,4.6,23.0%,,,66.3,29.0%,651.1,59.4%,321.6,53.8%,1038.9,46.7%
Shh,Cortex,,19.5,,21.3,,17.9,,,,,,,,,2.6,21.6%,,,140.5,36.7%,1153.1,75.9%,167.5,43.6%,1461.1,53.9%
Plekha3,Cortex,,60.7,,45.8,,50.3,,,,,,,,,269.7,54.2%,,,1596.9,83.6%,2332.7,90.4%,87.1,35.1%,4016.7,82.4%
Kdelr1,Cortex,,68.0,,68.3,,72.0,,,,,,,,,516.0,68.1%,,,1312.5,79.1%,1152.4,75.9%,1313.5,88.2%,3778.4,80.6%
Atg4d,Cortex,,59.0,,49.7,,59.2,,,,,,,,,187.5,48.0%,,,1114.7,75.5%,814.0,66.4%,369.8,56.4%,2298.5,67.5%
Arrdc2,Cortex,,29.0,,30.9,,31.6,,,,,,,,,55.0,36.0%,,,143.5,37.0%,12.1,18.1%,6.3,17.8%,161.9,21.4%
Pnkp,Cortex,,22.8,,33.9,,23.0,,,,,,,,,139.3,44.8%,,,111.7,34.4%,236.2,41.5%,145.4,41.7%,493.2,32.6%
Plag1,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,1968.8,87.4%,1633.1,83.8%,2453.5,97.2%,6055.5,91.4%
Etv3,Cortex,,63.3,,53.8,,61.9,,,,,,,,,374.9,60.8%,,,1982.1,87.7%,535.2,54.8%,1082.4,83.7%,3599.7,79.3%
St8sia6,Cortex,,56.5,,64.1,,68.9,,,,,,,,,331.3,56.9%,,,603.9,58.8%,193.2,38.7%,82.6,34.3%,879.7,42.9%
Nosip,Cortex,,49.1,,54.1,,56.2,,,,,,,,,493.2,67.5%,,,894.5,70.0%,207.7,39.9%,437.0,60.9%,1539.2,55.4%
Bicd1,Cortex,,27.7,,35.9,,37.2,,,,,,,,,27.0,30.9%,,,756.7,64.1%,530.3,54.6%,553.6,66.2%,1840.7,60.8%
Ess2,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,105.3,33.9%,159.4,36.2%,207.0,46.9%,471.8,31.9%
Ercc1,Cortex,,50.4,,60.4,,52.8,,,,,,,,,197.2,49.0%,,,3760.0,96.4%,3137.7,95.1%,3332.7,99.2%,10230.3,97.5%
Rpl8,Cortex,,69.7,,70.5,,75.1,,,,,,,,,537.5,68.8%,,,2284.5,90.2%,530.3,54.5%,881.3,78.8%,3696.0,80.0%
Hmox2,Cortex,,70.1,,66.6,,71.8,,,,,,,,,683.5,73.5%,,,1426.8,80.6%,582.6,56.9%,243.5,49.3%,2253.0,66.9%
Map3k20,Cortex,,0.0,,0.0,,0.0,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Etv1,Cortex,,52.2,,33.6,,32.4,,,,,,,,,130.5,44.1%,,,475.1,54.7%,210.1,40.0%,127.5,39.5%,812.7,41.2%
Emg1,Cortex,,26.2,,22.1,,21.4,,,,,,,,,7.4,24.6%,,,27.0,22.8%,17.3,19.4%,3.2,16.9%,47.4,14.7%
Utp20,Cortex,,70.8,,62.6,,69.0,,,,,,,,,465.1,66.1%,,,1221.9,77.8%,202.6,39.6%,54.2,30.6%,1478.8,54.2%
