ID,Mean Log2 Fold Change Direction (DSS)
ENSMUSG00000019872-S,1
ENSMUSG00000019951-S,-1
ENSMUSG00000019984-S,1
ENSMUSG00000020014-S,-1
ENSMUSG00000020015-S,-1
ENSMUSG00000020111-S,-1
ENSMUSG00000020142-S,1
ENSMUSG00000020163-S,1
ENSMUSG00000020178-S,-1
ENSMUSG00000020189-S,-1
ENSMUSG00000020193-S,1
ENSMUSG00000020218-S,1
ENSMUSG00000020220-S,1
ENSMUSG00000020238-S,-1
ENSMUSG00000020261-S,1
ENSMUSG00000020381-S,1
ENSMUSG00000020589-S,-1
ENSMUSG00000020605-S,1
ENSMUSG00000020610-S,1
ENSMUSG00000020623-S,1
ENSMUSG00000020635-S,1
ENSMUSG00000020642-S,-1
ENSMUSG00000020672-S,-1
ENSMUSG00000020695-S,-1
ENSMUSG00000020708-S,1
ENSMUSG00000020718-S,-1
ENSMUSG00000020720-S,1
ENSMUSG00000020723-S,-1
ENSMUSG00000020806-S,1
ENSMUSG00000020811-S,1
ENSMUSG00000020823-S,-1
ENSMUSG00000020941-S,-1
ENSMUSG00000020953-S,-1
ENSMUSG00000021115-S,-1
ENSMUSG00000021124-S,-1
ENSMUSG00000021130-S,1
ENSMUSG00000021265-S,1
ENSMUSG00000021266-S,1
ENSMUSG00000021285-S,1
ENSMUSG00000021376-S,-1
ENSMUSG00000021379-S,-1
ENSMUSG00000021451-S,1
ENSMUSG00000021461-S,-1
ENSMUSG00000021481-S,-1
ENSMUSG00000021500-S,-1
ENSMUSG00000021536-S,1
ENSMUSG00000021606-S,1
ENSMUSG00000021662-S,1
ENSMUSG00000021704-S,-1
ENSMUSG00000021721-S,1
ENSMUSG00000021806-S,-1
ENSMUSG00000021991-S,-1
ENSMUSG00000022003-S,1
ENSMUSG00000022075-S,-1
ENSMUSG00000022103-S,1
ENSMUSG00000022131-S,-1
ENSMUSG00000022178-S,-1
ENSMUSG00000022185-S,1
ENSMUSG00000022194-S,-1
ENSMUSG00000022195-S,-1
ENSMUSG00000022257-S,1
ENSMUSG00000022299-S,-1
ENSMUSG00000022307-S,1
ENSMUSG00000022339-S,-1
ENSMUSG00000022365-S,1
ENSMUSG00000022436-S,-1
ENSMUSG00000022439-S,1
ENSMUSG00000022474-S,1
ENSMUSG00000022577-S,1
ENSMUSG00000022587-S,1
ENSMUSG00000022619-S,1
ENSMUSG00000022751-S,-1
ENSMUSG00000022752-S,-1
ENSMUSG00000022774-S,1
ENSMUSG00000022840-S,-1
ENSMUSG00000022844-S,-1
ENSMUSG00000022864-S,1
ENSMUSG00000022865-S,-1
ENSMUSG00000022956-S,1
ENSMUSG00000022995-S,1
ENSMUSG00000023055-S,-1
ENSMUSG00000023206-S,-1
ENSMUSG00000023249-S,-1
ENSMUSG00000023411-S,-1
ENSMUSG00000023800-S,-1
ENSMUSG00000023919-S,1
ENSMUSG00000023921-S,-1
ENSMUSG00000023972-S,-1
ENSMUSG00000024030-S,-1
ENSMUSG00000024052-S,1
ENSMUSG00000024077-S,-1
ENSMUSG00000024122-S,-1
ENSMUSG00000024151-S,1
ENSMUSG00000024220-S,-1
ENSMUSG00000024277-S,-1
ENSMUSG00000024346-S,1
ENSMUSG00000024349-S,-1
ENSMUSG00000024424-S,1
ENSMUSG00000024426-S,1
ENSMUSG00000024436-S,-1
ENSMUSG00000024457-S,1
ENSMUSG00000024556-S,-1
ENSMUSG00000024563-S,1
ENSMUSG00000024583-S,1
ENSMUSG00000024598-S,1
ENSMUSG00000024614-S,-1
ENSMUSG00000024647-S,1
ENSMUSG00000024683-S,-1
ENSMUSG00000024764-S,-1
ENSMUSG00000024766-S,-1
ENSMUSG00000024776-S,1
ENSMUSG00000024855-S,-1
ENSMUSG00000024867-S,1
ENSMUSG00000024871-S,-1
ENSMUSG00000024875-S,-1
ENSMUSG00000024924-S,-1
ENSMUSG00000024948-S,-1
ENSMUSG00000024966-S,1
ENSMUSG00000025066-S,1
ENSMUSG00000025147-S,1
ENSMUSG00000025198-S,-1
ENSMUSG00000025231-S,-1
ENSMUSG00000025266-S,1
ENSMUSG00000025401-S,-1
ENSMUSG00000025410-S,1
ENSMUSG00000025425-S,1
ENSMUSG00000025468-S,1
ENSMUSG00000025475-S,1
ENSMUSG00000025481-S,-1
ENSMUSG00000025485-S,1
ENSMUSG00000025613-S,1
ENSMUSG00000025665-S,1
ENSMUSG00000025738-S,-1
ENSMUSG00000025873-S,1
ENSMUSG00000025894-S,1
ENSMUSG00000025934-S,-1
ENSMUSG00000025937-S,-1
ENSMUSG00000025938-S,-1
ENSMUSG00000025997-S,1
ENSMUSG00000026029-S,-1
ENSMUSG00000026087-S,1
ENSMUSG00000026135-S,-1
ENSMUSG00000026259-S,-1
ENSMUSG00000026277-S,1
ENSMUSG00000026317-S,-1
ENSMUSG00000026355-S,1
ENSMUSG00000026360-S,-1
ENSMUSG00000026433-S,1
ENSMUSG00000026483-S,-1
ENSMUSG00000026634-S,-1
ENSMUSG00000026659-S,-1
ENSMUSG00000026712-S,-1
ENSMUSG00000026781-S,-1
ENSMUSG00000026782-S,-1
ENSMUSG00000026787-S,-1
ENSMUSG00000026806-S,-1
ENSMUSG00000026918-S,1
ENSMUSG00000026970-S,-1
ENSMUSG00000026988-S,-1
ENSMUSG00000027009-S,1
ENSMUSG00000027160-S,-1
ENSMUSG00000027185-S,-1
ENSMUSG00000027187-S,1
ENSMUSG00000027298-S,-1
ENSMUSG00000027301-S,1
ENSMUSG00000027357-S,1
ENSMUSG00000027395-S,-1
ENSMUSG00000027405-S,1
ENSMUSG00000027408-S,1
ENSMUSG00000027499-S,1
ENSMUSG00000027534-S,1
ENSMUSG00000027655-S,-1
ENSMUSG00000027710-S,1
ENSMUSG00000027716-S,-1
ENSMUSG00000027827-S,-1
ENSMUSG00000027854-S,-1
ENSMUSG00000027861-S,-1
ENSMUSG00000027882-S,-1
ENSMUSG00000027896-S,-1
ENSMUSG00000027905-S,-1
ENSMUSG00000027952-S,1
ENSMUSG00000028007-S,-1
ENSMUSG00000028033-S,-1
ENSMUSG00000028082-S,1
ENSMUSG00000028099-S,-1
ENSMUSG00000028295-S,-1
ENSMUSG00000028345-S,1
ENSMUSG00000028423-S,-1
ENSMUSG00000028445-S,1
ENSMUSG00000028469-S,1
ENSMUSG00000028532-S,1
ENSMUSG00000028545-S,1
ENSMUSG00000028622-S,1
ENSMUSG00000028637-S,-1
ENSMUSG00000028747-S,-1
ENSMUSG00000028792-S,1
ENSMUSG00000028847-S,1
ENSMUSG00000028869-S,-1
ENSMUSG00000028932-S,1
ENSMUSG00000028937-S,1
ENSMUSG00000028988-S,1
ENSMUSG00000028992-S,1
ENSMUSG00000029009-S,-1
ENSMUSG00000029060-S,-1
ENSMUSG00000029147-S,-1
ENSMUSG00000029165-S,-1
ENSMUSG00000029211-S,-1
ENSMUSG00000029217-S,-1
ENSMUSG00000029307-S,-1
ENSMUSG00000029352-S,1
ENSMUSG00000029376-S,1
ENSMUSG00000029557-S,-1
ENSMUSG00000029716-S,1
ENSMUSG00000029755-S,-1
ENSMUSG00000029763-S,1
ENSMUSG00000029775-S,1
ENSMUSG00000029823-S,-1
ENSMUSG00000029922-S,-1
ENSMUSG00000029999-S,-1
ENSMUSG00000030058-S,1
ENSMUSG00000030265-S,1
ENSMUSG00000030282-S,1
ENSMUSG00000030323-S,1
ENSMUSG00000030346-S,1
ENSMUSG00000030350-S,-1
ENSMUSG00000030357-S,1
ENSMUSG00000030469-S,1
ENSMUSG00000030606-S,1
ENSMUSG00000030641-S,-1
ENSMUSG00000030691-S,-1
ENSMUSG00000030731-S,-1
ENSMUSG00000030770-S,1
ENSMUSG00000030786-S,-1
ENSMUSG00000030805-S,-1
ENSMUSG00000030846-S,1
ENSMUSG00000030982-S,1
ENSMUSG00000030990-S,-1
ENSMUSG00000031090-S,1
ENSMUSG00000031134-S,-1
ENSMUSG00000031158-S,-1
ENSMUSG00000031242-S,1
ENSMUSG00000031309-S,-1
ENSMUSG00000031371-S,1
ENSMUSG00000031429-S,1
ENSMUSG00000031432-S,1
ENSMUSG00000031485-S,1
ENSMUSG00000031503-S,1
ENSMUSG00000031529-S,1
ENSMUSG00000031532-S,1
ENSMUSG00000031636-S,-1
ENSMUSG00000031753-S,1
ENSMUSG00000031772-S,1
ENSMUSG00000031776-S,1
ENSMUSG00000031812-S,1
ENSMUSG00000031962-S,-1
ENSMUSG00000031970-S,1
ENSMUSG00000032120-S,-1
ENSMUSG00000032258-S,-1
ENSMUSG00000032300-S,1
ENSMUSG00000032334-S,1
ENSMUSG00000032336-S,-1
ENSMUSG00000032350-S,-1
ENSMUSG00000032409-S,-1
ENSMUSG00000032415-S,-1
ENSMUSG00000032435-S,1
ENSMUSG00000032456-S,-1
ENSMUSG00000032485-S,-1
ENSMUSG00000032513-S,1
ENSMUSG00000032534-S,-1
ENSMUSG00000032567-S,-1
ENSMUSG00000032572-S,-1
ENSMUSG00000032586-S,-1
ENSMUSG00000032594-S,1
ENSMUSG00000032598-S,1
ENSMUSG00000032599-S,1
ENSMUSG00000032604-S,-1
ENSMUSG00000032698-S,-1
ENSMUSG00000032757-S,1
ENSMUSG00000032777-S,-1
ENSMUSG00000032786-S,-1
ENSMUSG00000032946-S,-1
ENSMUSG00000032968-S,-1
ENSMUSG00000033054-S,1
ENSMUSG00000033063-S,-1
ENSMUSG00000033152-S,1
ENSMUSG00000033253-S,-1
ENSMUSG00000033365-S,-1
ENSMUSG00000033373-S,-1
ENSMUSG00000033417-S,1
ENSMUSG00000033629-S,1
ENSMUSG00000033658-S,1
ENSMUSG00000033717-S,1
ENSMUSG00000033721-S,1
ENSMUSG00000033735-S,1
ENSMUSG00000033910-S,-1
ENSMUSG00000033916-S,-1
ENSMUSG00000033960-S,-1
ENSMUSG00000034055-S,1
ENSMUSG00000034064-S,1
ENSMUSG00000034154-S,-1
ENSMUSG00000034156-S,-1
ENSMUSG00000034402-S,-1
ENSMUSG00000034532-S,1
ENSMUSG00000034848-S,1
ENSMUSG00000034892-S,1
ENSMUSG00000034919-S,-1
ENSMUSG00000034981-S,1
ENSMUSG00000035007-S,-1
ENSMUSG00000035021-S,-1
ENSMUSG00000035151-S,1
ENSMUSG00000035208-S,-1
ENSMUSG00000035274-S,-1
ENSMUSG00000035277-S,-1
ENSMUSG00000035278-S,1
ENSMUSG00000035397-S,-1
ENSMUSG00000035495-S,1
ENSMUSG00000035595-S,-1
ENSMUSG00000035601-S,-1
ENSMUSG00000035686-S,1
ENSMUSG00000035776-S,1
ENSMUSG00000035863-S,-1
ENSMUSG00000035914-S,-1
ENSMUSG00000035967-S,-1
ENSMUSG00000036053-S,1
ENSMUSG00000036114-S,1
ENSMUSG00000036169-S,1
ENSMUSG00000036199-S,1
ENSMUSG00000036225-S,-1
ENSMUSG00000036381-S,1
ENSMUSG00000036501-S,1
ENSMUSG00000036632-S,1
ENSMUSG00000036698-S,1
ENSMUSG00000036949-S,-1
ENSMUSG00000036966-S,1
ENSMUSG00000037139-S,-1
ENSMUSG00000037148-S,-1
ENSMUSG00000037185-S,-1
ENSMUSG00000037266-S,-1
ENSMUSG00000037474-S,-1
ENSMUSG00000037553-S,-1
ENSMUSG00000037570-S,-1
ENSMUSG00000037601-S,1
ENSMUSG00000037697-S,-1
ENSMUSG00000037791-S,-1
ENSMUSG00000037815-S,-1
ENSMUSG00000037936-S,-1
ENSMUSG00000038034-S,-1
ENSMUSG00000038042-S,1
ENSMUSG00000038046-S,-1
ENSMUSG00000038065-S,1
ENSMUSG00000038115-S,-1
ENSMUSG00000038168-S,-1
ENSMUSG00000038365-S,1
ENSMUSG00000038374-S,1
ENSMUSG00000038503-S,1
ENSMUSG00000038524-S,1
ENSMUSG00000038563-S,-1
ENSMUSG00000038564-S,1
ENSMUSG00000038602-S,-1
ENSMUSG00000038665-S,-1
ENSMUSG00000038677-S,-1
ENSMUSG00000038773-S,-1
ENSMUSG00000038780-S,-1
ENSMUSG00000038884-S,-1
ENSMUSG00000038894-S,1
ENSMUSG00000038970-S,-1
ENSMUSG00000038984-S,-1
ENSMUSG00000039202-S,-1
ENSMUSG00000039375-S,-1
ENSMUSG00000039611-S,1
ENSMUSG00000039629-S,-1
ENSMUSG00000039637-S,-1
ENSMUSG00000039715-S,-1
ENSMUSG00000039716-S,-1
ENSMUSG00000039771-S,1
ENSMUSG00000039804-S,1
ENSMUSG00000039954-S,-1
ENSMUSG00000039960-S,1
ENSMUSG00000039982-S,1
ENSMUSG00000040055-S,1
ENSMUSG00000040112-S,1
ENSMUSG00000040219-S,-1
ENSMUSG00000040236-S,1
ENSMUSG00000040272-S,-1
ENSMUSG00000040289-S,-1
ENSMUSG00000040363-S,-1
ENSMUSG00000040380-S,-1
ENSMUSG00000040447-S,1
ENSMUSG00000040659-S,1
ENSMUSG00000040759-S,1
ENSMUSG00000040850-S,-1
ENSMUSG00000040875-S,-1
ENSMUSG00000040913-S,-1
ENSMUSG00000041236-S,1
ENSMUSG00000041261-S,-1
ENSMUSG00000041272-S,1
ENSMUSG00000041298-S,1
ENSMUSG00000041354-S,-1
ENSMUSG00000041380-S,-1
ENSMUSG00000041439-S,1
ENSMUSG00000041488-S,-1
ENSMUSG00000041515-S,-1
ENSMUSG00000041528-S,-1
ENSMUSG00000041608-S,-1
ENSMUSG00000041710-S,1
ENSMUSG00000041712-S,-1
ENSMUSG00000041911-S,1
ENSMUSG00000041992-S,1
ENSMUSG00000042063-S,1
ENSMUSG00000042202-S,-1
ENSMUSG00000042203-S,1
ENSMUSG00000042216-S,1
ENSMUSG00000042258-S,-1
ENSMUSG00000042312-S,-1
ENSMUSG00000042350-S,-1
ENSMUSG00000042359-S,1
ENSMUSG00000042417-S,-1
ENSMUSG00000042510-S,-1
ENSMUSG00000042644-S,-1
ENSMUSG00000042854-S,1
ENSMUSG00000042942-S,1
ENSMUSG00000043207-S,1
ENSMUSG00000043311-S,-1
ENSMUSG00000043388-S,1
ENSMUSG00000043909-S,1
ENSMUSG00000043924-S,-1
ENSMUSG00000044149-S,1
ENSMUSG00000044348-S,-1
ENSMUSG00000044499-S,-1
ENSMUSG00000044501-S,1
ENSMUSG00000044700-S,-1
ENSMUSG00000044709-S,1
ENSMUSG00000045027-S,-1
ENSMUSG00000045062-S,-1
ENSMUSG00000045107-S,1
ENSMUSG00000045136-S,1
ENSMUSG00000045237-S,1
ENSMUSG00000045275-S,-1
ENSMUSG00000045573-S,-1
ENSMUSG00000045672-S,-1
ENSMUSG00000045690-S,-1
ENSMUSG00000045731-S,1
ENSMUSG00000045763-S,1
ENSMUSG00000045838-S,1
ENSMUSG00000045948-S,1
ENSMUSG00000046109-S,-1
ENSMUSG00000046178-S,1
ENSMUSG00000046191-S,-1
ENSMUSG00000046280-S,-1
ENSMUSG00000046410-S,-1
ENSMUSG00000046480-S,-1
ENSMUSG00000046561-S,1
ENSMUSG00000046613-S,-1
ENSMUSG00000046785-S,1
ENSMUSG00000047085-S,-1
ENSMUSG00000047181-S,1
ENSMUSG00000047307-S,-1
ENSMUSG00000047368-S,1
ENSMUSG00000047539-S,1
ENSMUSG00000047591-S,-1
ENSMUSG00000047604-S,1
ENSMUSG00000047649-S,-1
ENSMUSG00000047935-S,-1
ENSMUSG00000048038-S,-1
ENSMUSG00000048126-S,1
ENSMUSG00000048186-S,-1
ENSMUSG00000048218-S,1
ENSMUSG00000048240-S,-1
ENSMUSG00000048546-S,1
ENSMUSG00000048782-S,-1
ENSMUSG00000049047-S,1
ENSMUSG00000049124-S,1
ENSMUSG00000049411-S,1
ENSMUSG00000049643-S,1
ENSMUSG00000050002-S,1
ENSMUSG00000050240-S,-1
ENSMUSG00000050272-S,1
ENSMUSG00000050315-S,-1
ENSMUSG00000050473-S,-1
ENSMUSG00000050549-S,-1
ENSMUSG00000050552-S,1
ENSMUSG00000050555-S,1
ENSMUSG00000050587-S,-1
ENSMUSG00000050711-S,1
ENSMUSG00000050973-S,-1
ENSMUSG00000051391-S,1
ENSMUSG00000051451-S,-1
ENSMUSG00000051615-S,1
ENSMUSG00000051674-S,1
ENSMUSG00000051811-S,-1
ENSMUSG00000052085-S,-1
ENSMUSG00000052336-S,-1
ENSMUSG00000052516-S,-1
ENSMUSG00000052593-S,-1
ENSMUSG00000052712-S,-1
ENSMUSG00000052848-S,1
ENSMUSG00000053063-S,-1
ENSMUSG00000053192-S,1
ENSMUSG00000053519-S,1
ENSMUSG00000053916-S,1
ENSMUSG00000053980-S,-1
ENSMUSG00000054162-S,-1
ENSMUSG00000054484-S,1
ENSMUSG00000054690-S,-1
ENSMUSG00000055003-S,-1
ENSMUSG00000055200-S,-1
ENSMUSG00000055202-S,1
ENSMUSG00000055214-S,-1
ENSMUSG00000055692-S,-1
ENSMUSG00000055760-S,-1
ENSMUSG00000056004-S,-1
ENSMUSG00000056069-S,-1
ENSMUSG00000056076-S,-1
ENSMUSG00000056091-S,-1
ENSMUSG00000056145-S,1
ENSMUSG00000056687-S,-1
ENSMUSG00000057098-S,-1
ENSMUSG00000057132-S,1
ENSMUSG00000057457-S,-1
ENSMUSG00000057969-S,-1
ENSMUSG00000058153-S,1
ENSMUSG00000058260-S,-1
ENSMUSG00000058498-S,-1
ENSMUSG00000058669-S,-1
ENSMUSG00000059534-S,1
ENSMUSG00000059751-S,1
ENSMUSG00000059923-S,1
ENSMUSG00000060862-S,1
ENSMUSG00000060969-S,1
ENSMUSG00000060988-S,-1
ENSMUSG00000061207-S,1
ENSMUSG00000061666-S,1
ENSMUSG00000062175-S,1
ENSMUSG00000062198-S,-1
ENSMUSG00000062296-S,-1
ENSMUSG00000062580-S,1
ENSMUSG00000062761-S,1
ENSMUSG00000062778-S,-1
ENSMUSG00000062867-S,1
ENSMUSG00000062908-S,-1
ENSMUSG00000062961-S,1
ENSMUSG00000063019-S,1
ENSMUSG00000063450-S,1
ENSMUSG00000063511-S,-1
ENSMUSG00000063576-S,1
ENSMUSG00000063600-S,1
ENSMUSG00000063873-S,1
ENSMUSG00000063875-S,-1
ENSMUSG00000064325-S,-1
ENSMUSG00000064341-S,-1
ENSMUSG00000064370-S,-1
ENSMUSG00000065979-S,-1
ENSMUSG00000066090-S,-1
ENSMUSG00000066129-S,1
ENSMUSG00000066233-S,-1
ENSMUSG00000066705-S,1
ENSMUSG00000066842-S,-1
ENSMUSG00000066880-S,-1
ENSMUSG00000067071-S,1
ENSMUSG00000067795-S,1
ENSMUSG00000067873-S,-1
ENSMUSG00000068015-S,1
ENSMUSG00000068079-S,1
ENSMUSG00000068267-S,-1
ENSMUSG00000068696-S,-1
ENSMUSG00000069237-S,1
ENSMUSG00000069581-S,-1
ENSMUSG00000070462-S,-1
ENSMUSG00000070639-S,-1
ENSMUSG00000070687-S,-1
ENSMUSG00000071042-S,-1
ENSMUSG00000071253-S,-1
ENSMUSG00000071266-S,-1
ENSMUSG00000071456-S,-1
ENSMUSG00000071632-S,-1
ENSMUSG00000071661-S,-1
ENSMUSG00000071757-S,1
ENSMUSG00000072487-S,-1
ENSMUSG00000073424-S,-1
ENSMUSG00000073427-S,-1
ENSMUSG00000073805-S,1
ENSMUSG00000073968-S,-1
ENSMUSG00000074238-S,-1
ENSMUSG00000074406-S,1
ENSMUSG00000074461-S,-1
ENSMUSG00000074591-S,-1
ENSMUSG00000074682-S,1
ENSMUSG00000074886-S,1
ENSMUSG00000075514-S,-1
ENSMUSG00000076435-S,-1
ENSMUSG00000078307-S,-1
ENSMUSG00000078572-S,-1
ENSMUSG00000078627-S,-1
ENSMUSG00000078676-S,1
ENSMUSG00000078695-S,1
ENSMUSG00000078908-S,-1
ENSMUSG00000079037-S,1
ENSMUSG00000079056-S,-1
ENSMUSG00000079434-S,-1
ENSMUSG00000079469-S,-1
ENSMUSG00000080316-S,-1
ENSMUSG00000082396-S,-1
ENSMUSG00000084291-S,-1
ENSMUSG00000085041-S,-1
ENSMUSG00000085287-S,-1
ENSMUSG00000085396-S,-1
ENSMUSG00000086022-S,1
ENSMUSG00000086290-S,1
ENSMUSG00000086324-S,1
ENSMUSG00000087260-S,1
ENSMUSG00000087461-S,-1
ENSMUSG00000087651-S,1
ENSMUSG00000087674-S,-1
ENSMUSG00000089840-S,1
ENSMUSG00000089997-S,-1
ENSMUSG00000090015-S,1
ENSMUSG00000090050-S,-1
ENSMUSG00000090523-S,1
ENSMUSG00000090935-S,1
ENSMUSG00000091742-S,1
ENSMUSG00000091780-S,1
ENSMUSG00000091971-S,1
ENSMUSG00000092090-S,-1
ENSMUSG00000093677-S,1
ENSMUSG00000093858-S,-1
ENSMUSG00000094595-S,-1
ENSMUSG00000094732-S,-1
ENSMUSG00000096883-S,-1
ENSMUSG00000096974-S,-1
ENSMUSG00000097023-S,-1
ENSMUSG00000097061-S,-1
ENSMUSG00000097063-S,-1
ENSMUSG00000097333-S,1
ENSMUSG00000097385-S,-1
ENSMUSG00000097466-S,-1
ENSMUSG00000097604-S,-1
ENSMUSG00000097652-S,-1
ENSMUSG00000097806-S,-1
ENSMUSG00000098113-S,-1
ENSMUSG00000098449-S,-1
ENSMUSG00000098729-S,-1
ENSMUSG00000099471-S,1
ENSMUSG00000099625-S,1
ENSMUSG00000100680-S,-1
ENSMUSG00000100764-S,-1
ENSMUSG00000102543-S,-1
ENSMUSG00000102556-S,-1
ENSMUSG00000103038-S,-1
ENSMUSG00000103427-S,1
ENSMUSG00000103567-S,-1
ENSMUSG00000103731-S,-1
ENSMUSG00000103793-S,-1
ENSMUSG00000103916-S,1
ENSMUSG00000103983-S,-1
ENSMUSG00000104204-S,1
ENSMUSG00000104508-S,-1
ENSMUSG00000104586-S,1
ENSMUSG00000104735-S,1
ENSMUSG00000105137-S,-1
ENSMUSG00000105434-S,1
ENSMUSG00000105584-S,1
ENSMUSG00000105601-S,-1
ENSMUSG00000106019-S,-1
ENSMUSG00000106032-S,-1
ENSMUSG00000106047-S,1
ENSMUSG00000106093-S,-1
ENSMUSG00000106767-S,-1
ENSMUSG00000107278-S,1
ENSMUSG00000000093-B,-1
ENSMUSG00000000384-B,1
ENSMUSG00000000555-B,1
ENSMUSG00000000562-B,1
ENSMUSG00000000627-B,1
ENSMUSG00000001021-B,1
ENSMUSG00000001029-B,-1
ENSMUSG00000001418-B,-1
ENSMUSG00000001555-B,-1
ENSMUSG00000001767-B,1
ENSMUSG00000001864-B,-1
ENSMUSG00000001918-B,1
ENSMUSG00000001946-B,-1
ENSMUSG00000002068-B,-1
ENSMUSG00000002500-B,1
ENSMUSG00000002550-B,-1
ENSMUSG00000002718-B,-1
ENSMUSG00000002732-B,1
ENSMUSG00000002984-B,-1
ENSMUSG00000004031-B,-1
ENSMUSG00000005124-B,1
ENSMUSG00000005251-B,1
ENSMUSG00000005360-B,1
ENSMUSG00000005469-B,-1
ENSMUSG00000006019-B,-1
ENSMUSG00000006179-B,1
ENSMUSG00000006412-B,1
ENSMUSG00000006456-B,1
ENSMUSG00000006920-B,1
ENSMUSG00000007670-B,-1
ENSMUSG00000007721-B,1
ENSMUSG00000007837-B,-1
ENSMUSG00000008668-B,1
ENSMUSG00000008855-B,-1
ENSMUSG00000008958-B,-1
ENSMUSG00000010025-B,-1
ENSMUSG00000010044-B,1
ENSMUSG00000015189-B,-1
ENSMUSG00000015224-B,1
ENSMUSG00000015980-B,-1
ENSMUSG00000017264-B,1
ENSMUSG00000017405-B,1
ENSMUSG00000017801-B,-1
ENSMUSG00000017837-B,-1
ENSMUSG00000017858-B,1
ENSMUSG00000018846-B,1
ENSMUSG00000018920-B,1
ENSMUSG00000019102-B,1
ENSMUSG00000019791-B,1
ENSMUSG00000019864-B,1
ENSMUSG00000019888-B,-1
ENSMUSG00000019891-B,-1
ENSMUSG00000019933-B,1
ENSMUSG00000020130-B,1
ENSMUSG00000020135-B,-1
ENSMUSG00000020193-B,1
ENSMUSG00000020225-B,-1
ENSMUSG00000020374-B,-1
ENSMUSG00000020411-B,-1
ENSMUSG00000020456-B,-1
ENSMUSG00000020553-B,1
ENSMUSG00000020605-B,-1
ENSMUSG00000020642-B,1
ENSMUSG00000020644-B,1
ENSMUSG00000020758-B,-1
ENSMUSG00000020905-B,-1
ENSMUSG00000020917-B,1
ENSMUSG00000020963-B,1
ENSMUSG00000021044-B,-1
ENSMUSG00000021125-B,1
ENSMUSG00000021483-B,1
ENSMUSG00000021607-B,-1
ENSMUSG00000021661-B,1
ENSMUSG00000021786-B,-1
ENSMUSG00000021843-B,1
ENSMUSG00000021903-B,1
ENSMUSG00000021948-B,-1
ENSMUSG00000022132-B,-1
ENSMUSG00000022148-B,1
ENSMUSG00000022468-B,-1
ENSMUSG00000022505-B,1
ENSMUSG00000022674-B,-1
ENSMUSG00000022718-B,1
ENSMUSG00000022765-B,-1
ENSMUSG00000022789-B,-1
ENSMUSG00000022790-B,-1
ENSMUSG00000022855-B,1
ENSMUSG00000022863-B,1
ENSMUSG00000022876-B,-1
ENSMUSG00000023186-B,1
ENSMUSG00000023707-B,1
ENSMUSG00000023960-B,-1
ENSMUSG00000024140-B,-1
ENSMUSG00000024164-B,1
ENSMUSG00000024172-B,-1
ENSMUSG00000024220-B,-1
ENSMUSG00000024325-B,1
ENSMUSG00000024500-B,-1
ENSMUSG00000024570-B,-1
ENSMUSG00000024576-B,1
ENSMUSG00000024620-B,-1
ENSMUSG00000025134-B,-1
ENSMUSG00000025340-B,1
ENSMUSG00000025354-B,-1
ENSMUSG00000025355-B,1
ENSMUSG00000025372-B,1
ENSMUSG00000025466-B,1
ENSMUSG00000025510-B,-1
ENSMUSG00000025732-B,1
ENSMUSG00000025825-B,-1
ENSMUSG00000025927-B,1
ENSMUSG00000025937-B,1
ENSMUSG00000026035-B,-1
ENSMUSG00000026087-B,1
ENSMUSG00000026096-B,1
ENSMUSG00000026097-B,1
ENSMUSG00000026197-B,1
ENSMUSG00000026260-B,-1
ENSMUSG00000026315-B,1
ENSMUSG00000026418-B,-1
ENSMUSG00000026473-B,1
ENSMUSG00000026504-B,1
ENSMUSG00000026514-B,-1
ENSMUSG00000026553-B,-1
ENSMUSG00000026628-B,1
ENSMUSG00000026630-B,1
ENSMUSG00000026788-B,1
ENSMUSG00000026893-B,1
ENSMUSG00000027193-B,-1
ENSMUSG00000027208-B,1
ENSMUSG00000027318-B,1
ENSMUSG00000027331-B,1
ENSMUSG00000027339-B,-1
ENSMUSG00000027356-B,-1
ENSMUSG00000027377-B,1
ENSMUSG00000027663-B,-1
ENSMUSG00000027673-B,1
ENSMUSG00000027714-B,1
ENSMUSG00000027782-B,1
ENSMUSG00000027849-B,1
ENSMUSG00000028044-B,-1
ENSMUSG00000028082-B,-1
ENSMUSG00000028149-B,-1
ENSMUSG00000028167-B,1
ENSMUSG00000028214-B,1
ENSMUSG00000028251-B,-1
ENSMUSG00000028545-B,-1
ENSMUSG00000028552-B,-1
ENSMUSG00000028637-B,-1
ENSMUSG00000028688-B,-1
ENSMUSG00000028706-B,-1
ENSMUSG00000028763-B,1
ENSMUSG00000028776-B,-1
ENSMUSG00000028807-B,-1
ENSMUSG00000028871-B,-1
ENSMUSG00000028948-B,-1
ENSMUSG00000029176-B,-1
ENSMUSG00000029245-B,-1
ENSMUSG00000029433-B,1
ENSMUSG00000029551-B,-1
ENSMUSG00000029569-B,-1
ENSMUSG00000029660-B,-1
ENSMUSG00000029699-B,1
ENSMUSG00000029913-B,-1
ENSMUSG00000029915-B,1
ENSMUSG00000030047-B,-1
ENSMUSG00000030074-B,1
ENSMUSG00000030108-B,1
ENSMUSG00000030111-B,1
ENSMUSG00000030189-B,1
ENSMUSG00000030224-B,-1
ENSMUSG00000030271-B,-1
ENSMUSG00000030401-B,-1
ENSMUSG00000030889-B,1
ENSMUSG00000030942-B,-1
ENSMUSG00000031059-B,1
