Metabolite 1,Metabolite 2,Spearman Coefficient,p-value,Values Counted
ENSMUSG00000027374-P,2-Cyanobenzaldehyde,nan,nan,0
ENSMUSG00000027374-P,"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",0.5,0.6666666666666666,3
ENSMUSG00000027374-P,"2-Cyclohexen-1-one, 3-methyl-",-1.0,0.0,3
ENSMUSG00000027374-P,2-Decanol,-1.0,0.0,3
ENSMUSG00000027374-P,2-Ethyl-1-butanol,nan,nan,0
ENSMUSG00000027374-P,2-Ethylhexanoic acid,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,2-Ethylhexanol,nan,nan,0
ENSMUSG00000027374-P,"2-Furancarbodithioic acid, methyl ester",nan,nan,0
ENSMUSG00000027374-P,2-Furoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,2-Hexanol,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",nan,nan,0
ENSMUSG00000027374-P,"2-Hydroxy-2',4',6'-trimethoxychalcone",nan,nan,0
ENSMUSG00000027374-P,2-Hydroxy-3-methylbutyric acid,-1.0,0.0,3
ENSMUSG00000027374-P,"2-Hydroxymethyl-17alpha-methylandrosta-1,4-diene-11alpha,17beta-diol-3-one",nan,nan,0
ENSMUSG00000027374-P,2-Isopropyl-5-methyl-1-heptanol,nan,nan,0
ENSMUSG00000027374-P,"2-Methyl-1,3-butanediol",-1.0,0.0,3
ENSMUSG00000027374-P,2-Methyl-3-pentanol,nan,nan,0
ENSMUSG00000027374-P,"2-Methylcyclohexanol, (Z)",-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",nan,nan,0
ENSMUSG00000027374-P,2-Naphthol,-1.0,0.0,3
ENSMUSG00000027374-P,2-Norbornanemethanol,nan,nan,0
ENSMUSG00000027374-P,"2-Oxiraneethanol, 2-t-butyldimethysilyloxymethyl- acetate",nan,nan,0
ENSMUSG00000027374-P,2-Pentadecanone,-1.0,0.0,3
ENSMUSG00000027374-P,"2-Pivaloyl-1,3-indandione",nan,nan,0
ENSMUSG00000027374-P,2-Propyl-1-pentanol,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,2-Pyrrolidone-5-carboxylic acid,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,"2-Thiophenecarboxylic acid, 4-cyanophenyl ester",nan,nan,0
ENSMUSG00000027374-P,"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,3-(4-Methoxyphenyl)coumarin,nan,nan,0
ENSMUSG00000027374-P,"3,3-Bis{4-[(trimethylsilyl)oxy]phenyl}-2-benzofuran-1(3H)-one",nan,nan,0
ENSMUSG00000027374-P,"3,3-Dimethylacrylic acid",nan,nan,0
ENSMUSG00000027374-P,"3,4-Dihydroxybenzaldehyde",nan,nan,0
ENSMUSG00000027374-P,"3,4-Methylenedioxyamphetamine",nan,nan,0
ENSMUSG00000027374-P,"3,5-Dimethoxy-4-(tert.-butyldimethylsilyl)oxybenzaldehyde",nan,nan,0
ENSMUSG00000027374-P,"3,5-Dimethylphenol",-1.0,0.0,3
ENSMUSG00000027374-P,3-Amino-5-methylisoxazole,-1.0,0.0,3
ENSMUSG00000027374-P,3-Aminobenzoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,3-Buten-2-one,-1.0,0.0,3
ENSMUSG00000027374-P,3-Heptanol,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",nan,nan,0
ENSMUSG00000027374-P,3-Hydroxymethyl-2-trimethylsilyloxypentane,nan,nan,0
ENSMUSG00000027374-P,3-Methyl-3-buten-1-ol,nan,nan,0
ENSMUSG00000027374-P,3-Nonene,nan,nan,0
ENSMUSG00000027374-P,3-Phenyl oxindole,nan,nan,0
ENSMUSG00000027374-P,"4,4'-Dichlorobenzophenone",nan,nan,0
ENSMUSG00000027374-P,"4,5-Dihydro-1H-pyrazole",nan,nan,0
ENSMUSG00000027374-P,"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",-1.0,0.0,3
ENSMUSG00000027374-P,4-Aminobutanoic acid,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,4-Hydroxybutanoic acid,nan,nan,0
ENSMUSG00000027374-P,4-Methoxyphenol,nan,nan,0
ENSMUSG00000027374-P,"4-Methylquinoline-2,7-diol",nan,nan,0
ENSMUSG00000027374-P,4-Methylvaleric acid,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,4-Oxohexanoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,"4-Phenyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",nan,nan,0
ENSMUSG00000027374-P,4-tert-Butyldimethylsiloxy-3-penten-2-one,nan,nan,0
ENSMUSG00000027374-P,5-Aminovaleric acid,nan,nan,0
ENSMUSG00000027374-P,5-Azacytosine,-1.0,0.0,3
ENSMUSG00000027374-P,"5-Chlorovaleric acid, nonyl ester",-1.0,0.0,3
ENSMUSG00000027374-P,"5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether",nan,nan,0
ENSMUSG00000027374-P,5-Ethyl-5-methylnonadecane,nan,nan,0
ENSMUSG00000027374-P,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,nan,nan,0
ENSMUSG00000027374-P,5-Nitroso-8-quinolinol,nan,nan,0
ENSMUSG00000027374-P,"5-Nonanol, tert-butyldimethylsilyl ether",-1.0,0.0,3
ENSMUSG00000027374-P,5-Oxohexanoic Acid,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,"6,7,4'-Trihydroxyisoflavone",-1.0,0.0,3
ENSMUSG00000027374-P,"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",nan,nan,0
ENSMUSG00000027374-P,6-Methyluracil,-1.0,0.0,3
ENSMUSG00000027374-P,6-Nitroveratryl alcohol,nan,nan,0
ENSMUSG00000027374-P,6-Oxoheptanoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,"7(S),17(S)-Dihydroxy-8(E),10(Z),13(Z),15(E),19(Z)-docosapentaenoic acid",nan,nan,0
ENSMUSG00000027374-P,7-Hydroxy-4-(methoxymethyl)coumarin,nan,nan,0
ENSMUSG00000027374-P,8-Acetyl-7-hydroxycoumarin,nan,nan,0
ENSMUSG00000027374-P,8-Methylnonanoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,"9,12-Octadecadienoic acid (Z,Z)",nan,nan,0
ENSMUSG00000027374-P,9-Ethyl-N-(trimethylsilyl)-9H-carbazol-3-amine,nan,nan,0
ENSMUSG00000027374-P,"9H-Xanthen-9-one, 1-hydroxy-3,5,6-trimethoxy",nan,nan,0
ENSMUSG00000027374-P,"9Z-Octadecenoic acid, (2S)-3-[(hydroxymercaptophosphinyl)oxy]-2-methoxypropyl ester ",nan,nan,0
ENSMUSG00000027374-P,Acetic acid,nan,nan,3
ENSMUSG00000027374-P,Aceturic acid,nan,nan,0
ENSMUSG00000027374-P,Aconitic acid,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Adenine,-1.0,0.0,3
ENSMUSG00000027374-P,Adipic acid,nan,nan,0
ENSMUSG00000027374-P,Adipoyl-L-carnitine,nan,nan,0
ENSMUSG00000027374-P,alpha-Hydroxyisobutyric acid,nan,nan,0
ENSMUSG00000027374-P,Allylescaline,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Aminoguanidine,nan,nan,0
ENSMUSG00000027374-P,Aniline,-1.0,0.0,3
ENSMUSG00000027374-P,Azelaic acid,-1.0,0.0,3
ENSMUSG00000027374-P,"Aziridine, 1-(2-buten-2-yl)",nan,nan,0
ENSMUSG00000027374-P,"Benz[a]anthracene-1,7,12(2H)-trione, 3,4-dihydro-8-hydroxy-3-methyl-, (3S)",nan,nan,0
ENSMUSG00000027374-P,"Benz[c]acridine, 5,10-dimethyl",nan,nan,0
ENSMUSG00000027374-P,"Benzaldehyde, 2,5-dimethoxy",nan,nan,3
ENSMUSG00000027374-P,"Benzene, 1,4-dimethoxy",-1.0,0.0,3
ENSMUSG00000027374-P,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)",nan,nan,0
ENSMUSG00000027374-P,"Benzene, 1-ethyl-3,5-dimethyl",nan,nan,0
ENSMUSG00000027374-P,Benzeneacetic acid,nan,nan,0
ENSMUSG00000027374-P,Benzenepropanoic acid,1.0,0.0,3
ENSMUSG00000027374-P,"Benzenesulfonamide, N-butyl",-1.0,0.0,3
ENSMUSG00000027374-P,"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",-1.0,0.0,3
ENSMUSG00000027374-P,"Benzoic acid, methyl ester",-1.0,0.0,3
ENSMUSG00000027374-P,Benzoic Acid,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Benzophenone,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Benzyl alcohol,-1.0,0.0,3
ENSMUSG00000027374-P,Biphenyl,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Butachlor ESA,-1.0,0.0,3
ENSMUSG00000027374-P,Butanedioic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Butylmethylamine,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,Butyric Acid,-1.0,0.0,3
ENSMUSG00000027374-P,Chlorobenzilate ,nan,nan,0
ENSMUSG00000027374-P,Cholesterol,-1.0,0.0,3
ENSMUSG00000027374-P,cis-2-Decenoic acid,nan,nan,0
ENSMUSG00000027374-P,Citramalic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Crotonic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Curcumin,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Cyclobutylamine,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Cyclocurcumin,nan,nan,0
ENSMUSG00000027374-P,Cycloheptanol,-1.0,0.0,3
ENSMUSG00000027374-P,"Cyclohexanone, 3,3,5-trimethyl",-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Cyclooctylamine,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,"Cytosine, N-(tert-butyldimethylsilyl)-",-1.0,0.0,3
ENSMUSG00000027374-P,Desmethylverapamil,nan,nan,0
ENSMUSG00000027374-P,Diacetyl monoxime,-1.0,0.0,3
ENSMUSG00000027374-P,Dibutyldodecylamine,nan,nan,0
ENSMUSG00000027374-P,Diclofenac,nan,nan,0
ENSMUSG00000027374-P,Diethylamine,-1.0,0.0,3
ENSMUSG00000027374-P,DL-Glyceraldehyde,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,DL-p-Hydroxyphenyllactic acid,-1.0,0.0,3
ENSMUSG00000027374-P,"Dodecanoic acid, 1-methylethyl ester",-1.0,0.0,3
ENSMUSG00000027374-P,Dodecanoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",-1.0,0.0,3
ENSMUSG00000027374-P,Durapan,-1.0,0.0,3
ENSMUSG00000027374-P,"Erythrono-1,4-lactone",-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Ethanolamine,0.0,1.0,3
ENSMUSG00000027374-P,Formamide,-1.0,0.0,3
ENSMUSG00000027374-P,Frangulin,nan,nan,0
ENSMUSG00000027374-P,Glabridin,nan,nan,0
ENSMUSG00000027374-P,Glyceric acid,nan,nan,0
ENSMUSG00000027374-P,Glycerol,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Glycine,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,"Glycine, tert.-butyldimethylsilyl ester",-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Glycolic acid,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Guanosine,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Heptanedioic acid,nan,nan,0
ENSMUSG00000027374-P,Heptanoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Heptylamine,-1.0,0.0,3
ENSMUSG00000027374-P,Hexacosanoic acid,nan,nan,0
ENSMUSG00000027374-P,Hexanoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Hydracrylic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Hydroxylamine,nan,nan,0
ENSMUSG00000027374-P,"Hymexazole, tert-butyldimethylsilyl ether",-1.0,0.0,3
ENSMUSG00000027374-P,Hypoxanthine,-1.0,0.0,3
ENSMUSG00000027374-P,Iminodiacetic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Indoprofen,nan,nan,0
ENSMUSG00000027374-P,Isobutanol,0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,Isonicotinic Acid,-1.0,0.0,3
ENSMUSG00000027374-P,Isopropyl palmitate,-1.0,0.0,3
ENSMUSG00000027374-P,Isopropylamine,1.0,0.0,3
ENSMUSG00000027374-P,Isosorbide,nan,nan,0
ENSMUSG00000027374-P,Ketamine,-1.0,0.0,3
ENSMUSG00000027374-P,"Kojic acid, bis(tert-butyldimethylsilyl) ether",-1.0,0.0,3
ENSMUSG00000027374-P,L-(+)-Threose,nan,nan,0
ENSMUSG00000027374-P,Lactic acid,nan,nan,0
ENSMUSG00000027374-P,L-Alanine,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,L-Asparagine,nan,nan,0
ENSMUSG00000027374-P,L-gamma-Glutamyl-L-glutamic acid,nan,nan,0
ENSMUSG00000027374-P,Leucylglycine,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Levulinic acid,-1.0,0.0,3
ENSMUSG00000027374-P,L-Glutamic acid,nan,nan,0
ENSMUSG00000027374-P,L-Glutamine,-1.0,0.0,3
ENSMUSG00000027374-P,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)-",-1.0,0.0,3
ENSMUSG00000027374-P,Lignoceric acid,-1.0,0.0,3
ENSMUSG00000027374-P,L-Leucine,-1.0,0.0,3
ENSMUSG00000027374-P,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",nan,nan,0
ENSMUSG00000027374-P,L-Lysine,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,L-Norleucine,nan,nan,0
ENSMUSG00000027374-P,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",nan,nan,0
ENSMUSG00000027374-P,L-Ornithine,nan,nan,0
ENSMUSG00000027374-P,L-Pyroglutamic acid,nan,nan,0
ENSMUSG00000027374-P,L-Serine,nan,nan,0
ENSMUSG00000027374-P,L-Threonine,nan,nan,0
ENSMUSG00000027374-P,L-Tryptophan,-1.0,0.0,3
ENSMUSG00000027374-P,L-Tyrosine,nan,nan,0
ENSMUSG00000027374-P,Luciferin,nan,nan,0
ENSMUSG00000027374-P,Lupinine,nan,nan,0
ENSMUSG00000027374-P,L-Valine,-1.0,0.0,3
ENSMUSG00000027374-P,L-Val-L-Leu,nan,nan,0
ENSMUSG00000027374-P,Malic acid,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Maltol,nan,nan,0
ENSMUSG00000027374-P,Methanesulfonic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Methyl lactate,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Methylsuccinic acid,nan,nan,0
ENSMUSG00000027374-P,Methylthiouracil,-1.0,0.0,3
ENSMUSG00000027374-P,Mevalonolactone,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,Monocaproin,nan,nan,0
ENSMUSG00000027374-P,m-Toluic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Myristic acid,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,"N,N-Dimethyl-2-aminoethanol",nan,nan,0
ENSMUSG00000027374-P,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",nan,nan,0
ENSMUSG00000027374-P,N-Acetylaminoethanol,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,N-Acetylaspartic acid,-1.0,0.0,3
ENSMUSG00000027374-P,N-Acetyl-L-alanine,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,"Naringenin 4',7-dimethylether",-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,N-Caffeoyl-O-methyltyramine,-1.0,0.0,3
ENSMUSG00000027374-P,N-Ethylamphetamine,nan,nan,0
ENSMUSG00000027374-P,N-Ethyldiethanolamine,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Niacin,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Niacinamide,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,N-Isobutyrylglycine,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,-1.0,0.0,3
ENSMUSG00000027374-P,N-Methylacetamide,0.0,1.0,3
ENSMUSG00000027374-P,Nonanoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Norephedrine,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Norketamine,-1.0,0.0,3
ENSMUSG00000027374-P,"Norleucine, N-trimethylsilyl-",nan,nan,0
ENSMUSG00000027374-P,Octacosanol,nan,nan,0
ENSMUSG00000027374-P,"Octadecanoic acid, octyl ester",nan,nan,0
ENSMUSG00000027374-P,Octadecanoic acid,nan,nan,0
ENSMUSG00000027374-P,Octanoic acid,nan,nan,0
ENSMUSG00000027374-P,Octocrylene,nan,nan,0
ENSMUSG00000027374-P,Oleamide,-1.0,0.0,3
ENSMUSG00000027374-P,Oleic Acid,nan,nan,0
ENSMUSG00000027374-P,Olomoucine,nan,nan,0
ENSMUSG00000027374-P,Oxalic acid,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,"Oxalic acid, di(cyclohexylmethyl) ester",nan,nan,0
ENSMUSG00000027374-P,"Oxymorphone, bis(trimethylsilyl) ether",nan,nan,0
ENSMUSG00000027374-P,Palmitic Acid,nan,nan,0
ENSMUSG00000027374-P,Pentadecanoic acid,nan,nan,0
ENSMUSG00000027374-P,Pentanedioic acid,nan,nan,0
ENSMUSG00000027374-P,Pentanoic acid,-1.0,0.0,3
ENSMUSG00000027374-P,"Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Phenol,0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Phenoxyethanol,-1.0,0.0,3
ENSMUSG00000027374-P,Phosphoserine,nan,nan,0
ENSMUSG00000027374-P,Phthalazin-1-one,nan,nan,0
ENSMUSG00000027374-P,Phthalimide,nan,nan,0
ENSMUSG00000027374-P,Phytanic acid,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Picolinic acid,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,Pinosylvin,-1.0,0.0,3
ENSMUSG00000027374-P,Pipecolic acid,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,"Piperazine, 1-(4-acetylphenylsulfonyl)-4-methyl-",nan,nan,0
ENSMUSG00000027374-P,Praziquantel,nan,nan,0
ENSMUSG00000027374-P,Pro-Ala-Lys,nan,nan,0
ENSMUSG00000027374-P,Prometryne,nan,nan,0
ENSMUSG00000027374-P,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",nan,nan,0
ENSMUSG00000027374-P,"Propanoic acid, dimethyl(isopropyl)silyl ester",-1.0,0.0,3
ENSMUSG00000027374-P,Propanoic acid,nan,nan,0
ENSMUSG00000027374-P,"Propionic acid, 3-iodo-, octadecyl ester",nan,nan,0
ENSMUSG00000027374-P,Propylene glycol,-1.0,0.0,3
ENSMUSG00000027374-P,Prostaglandin,-1.0,0.0,3
ENSMUSG00000027374-P,"Pyrazole[4,5-b]imidazole, 1-formyl-3-ethyl-6-beta-d-ribofuranosyl-",nan,nan,0
ENSMUSG00000027374-P,"Quinoxaline, 2,3-diphenyl- ",nan,nan,0
ENSMUSG00000027374-P,Salsoline,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Sarcosine,nan,nan,0
ENSMUSG00000027374-P,Simetryn,nan,nan,0
ENSMUSG00000027374-P,Spiroxamine,nan,nan,0
ENSMUSG00000027374-P,Stearic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Suberic acid,-1.0,0.0,3
ENSMUSG00000027374-P,Succinamide,nan,nan,0
ENSMUSG00000027374-P,Sulindac,nan,nan,0
ENSMUSG00000027374-P,Supraene,nan,nan,0
ENSMUSG00000027374-P,Synephrine,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000027374-P,Taurine,nan,nan,0
ENSMUSG00000027374-P,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,nan,nan,0
ENSMUSG00000027374-P,tert-Butylamine,nan,nan,0
ENSMUSG00000027374-P,"Tetrahydro[2,2']bifuranyl-5-one",nan,nan,0
ENSMUSG00000027374-P,Tetrahydro-solasodine triacetate,-0.5,0.6666666666666666,3
ENSMUSG00000027374-P,Theobromine,nan,nan,0
ENSMUSG00000027374-P,Thymol,nan,nan,0
ENSMUSG00000027374-P,Triethyl citrate,-1.0,0.0,3
ENSMUSG00000027374-P,Trimethylolpropane,nan,nan,0
ENSMUSG00000027374-P,Tromethamine,nan,nan,0
ENSMUSG00000027374-P,Tyr-Val,nan,nan,0
ENSMUSG00000027374-P,Uracil,-1.0,0.0,3
ENSMUSG00000027374-P,Urea,-0.5,0.6666666666666666,3
