brain_name,direction_brain,type_brain,CSF_name,direction_CSF,type_CSF,VECPAC r,VECPAC n,LPS r,LPS n,DSS r,DSS n,non-NaN_treatment_groups,Pooled r,Pooled n,Pooled_r_valid,Pooled FDR,FDR < 0.15,within_model_sign,pooled_sign,predicted_effect_sign,within_model = pooled,number within_model = pooled_n,within_model = predicted,number within_model = predicted,predicted = pooled,number predicted = pooled,all_signs_agree,number all_signs_agree
ENSMUSG00000004952-C,-1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,0,,1,,2,0,1.0,3,True,0.0,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
ENSMUSG00000005089-C,-1.0,CTX,Adipoyl-L-carnitine,1.0,CSF,,1,,1,,2,0,-1.0,4,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000005699-C,1.0,CTX,Azelaic acid,-1.0,CSF,,2,-0.5,3,-0.5,3,2,-0.880952380952381,8,True,0.1418733630990404,True,-1.0,-1.0,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,3.0
ENSMUSG00000005871-C,-1.0,CTX,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",-1.0,CSF,,0,,2,,2,0,1.0,4,True,0.0,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
ENSMUSG00000006095-C,1.0,CTX,alpha-Hydroxyisobutyric acid,-1.0,CSF,,0,-1.0,3,,2,1,-1.0,5,True,6.078616870869687e-23,True,-1.0,-1.0,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,3.0
ENSMUSG00000006095-C,1.0,CTX,Ethanolamine,-1.0,CSF,,2,-1.0,3,-0.8660254037844387,3,2,-0.9700772721497396,8,True,0.0028117748128617,True,-1.0,-1.0,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,3.0
ENSMUSG00000006307-C,-1.0,CTX,DL-Glyceraldehyde,-1.0,CSF,,2,1.0,3,0.8660254037844387,3,2,0.9221722216732094,8,True,0.0454505036541215,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000006333-C,1.0,CTX,Cholesterol,1.0,CSF,,2,1.0,3,0.5,3,2,0.880952380952381,8,True,0.1418733630990404,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000006333-C,1.0,CTX,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",1.0,CSF,,2,0.0,3,,2,1,0.9369749612033814,7,True,0.0752434619578339,True,0.0,1.0,1.0,,2,,2,1.0,2,,
ENSMUSG00000006998-C,1.0,CTX,Benzophenone,1.0,CSF,,1,1.0,3,1.0,3,2,1.0,7,True,0.0,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000007080-C,1.0,CTX,L-Glutamic acid,1.0,CSF,,0,,2,,2,0,1.0,4,True,0.0,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
ENSMUSG00000009145-C,-1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,0,,1,,2,0,1.0,3,True,0.0,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
