Gene,Gene,Metabolite,VECPAC r,VECPAC p,VECPAC n,DSS r,DSS p,DSS n,LPS r,LPS p,LPS n,Pooled r,Pooled p,Pooled n,Consistent,Sign,Pooled FDR
ENSMUSG00000041685-P,ENSMUSG00000041685,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",0.028571429,0.9571545189504372,6,1,0,4,0.3940552031195503,0.3817364934472537,7,0.4476040678403396,0.071601747,17,TRUE,+,0.292786105
ENSMUSG00000041685-P,ENSMUSG00000041685,9-Octadecenamide,-0.2,0.8,4,-0.5,0.6666666666666667,3,-0.3,0.6238376647810728,5,-0.307692308,0.3305892594121097,12,TRUE,-,0.5343446372645801
ENSMUSG00000041685-P,ENSMUSG00000041685,"Arabinofuranose, 1,2,3,5-tetrakis-O-",0.6571428571428573,0.1561749271137023,6,0.5,0.6666666666666667,3,0.4285714285714286,0.337368311,7,0.3764705882352941,0.1506481152876309,16,TRUE,+,0.3834347693900255
ENSMUSG00000041685-P,ENSMUSG00000041685,Benzeneacetic acid,0.4285714285714286,0.3965014577259474,6,0.7999999999999999,0.2,4,0.071428571,0.8790481931481541,7,0.3897058823529412,0.1220343985878297,17,TRUE,+,0.353720993
ENSMUSG00000041685-P,ENSMUSG00000041685,Benzophenone,0.6375355777548621,0.1732603152985335,6,0.7999999999999999,0.2,4,0.1785714285714286,0.7016579425162729,7,0.2334159379660916,0.3672490402094929,17,TRUE,+,0.5619188853384608
ENSMUSG00000041685-P,ENSMUSG00000041685,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",0.1428571428571428,0.7871720116618075,6,1,0,3,0.037062466,0.937124009,7,0.1474932670860327,0.5856764094803305,16,TRUE,+,0.716098962
ENSMUSG00000041685-P,ENSMUSG00000041685,"Cholest-7-en-3-ol, (3beta,5alpha)-",0.6,0.2079999999999998,6,0.7999999999999999,0.2,4,0.4058397249567139,0.4246625075613645,6,0.11773366,0.6641075011051222,16,TRUE,+,0.7688596357301739
ENSMUSG00000041685-P,ENSMUSG00000041685,"Cyclopentanone, 2,2,4-trimethyl-",1,0,3,0.5,0.6666666666666667,3,0.085714286,0.8717434402332361,6,0.4895104895104896,0.106252372,12,TRUE,+,0.3357238725616136
ENSMUSG00000041685-P,ENSMUSG00000041685,Dihydrouracil,0.3,0.6238376647810728,5,0.3999999999999999,0.6,4,0.5,0.2531699951003227,7,0.65,0.006415707,16,TRUE,+,0.1430221790684307
ENSMUSG00000041685-P,ENSMUSG00000041685,Diphenyl ether,0.6957252427829382,0.1247893374402868,6,0.7999999999999999,0.2,4,0.1785714285714286,0.7016579425162729,7,0.2783568886163121,0.2793243673778814,17,TRUE,+,0.4943558819682556
ENSMUSG00000041685-P,ENSMUSG00000041685,Dopamine,-0.3,0.6238376647810728,5,-0.5,0.6666666666666667,3,-1,0,3,-0.045454545,0.8944269969053026,11,TRUE,-,0.9264498244328764
ENSMUSG00000041685-P,ENSMUSG00000041685,Erythritol,0.6,0.2079999999999998,6,0.3999999999999999,0.6,4,0.4000661320993194,0.3738474947999899,7,0.1104295309793914,0.6730789650175669,17,TRUE,+,0.774634081
ENSMUSG00000041685-P,ENSMUSG00000041685,Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,0.3999999999999999,0.6,4,0.3999999999999999,0.6,4,0.6571428571428573,0.1561749271137023,6,0.2483516483516483,0.3919195389384574,14,TRUE,+,0.5782411581473266
ENSMUSG00000041685-P,ENSMUSG00000041685,Glycine,0.3768511731740915,0.4614828403508046,6,0.1999999999999999,0.8,4,0.4324499820938683,0.3325267782128441,7,0.055214765,0.8332966735799059,17,TRUE,+,0.8841258263568247
ENSMUSG00000041685-P,ENSMUSG00000041685,Glycolic acid,0.1159542071304896,0.826848213,6,0.948683298,0.051316702,4,0.25,0.5887244480896833,7,0.4515340822268449,0.068848936,17,TRUE,+,0.2893479827930865
ENSMUSG00000041685-P,ENSMUSG00000041685,Hydracrylic acid,0.5217939320872036,0.2883432338003937,6,0.3999999999999999,0.6,4,0.5,0.2531699951003227,7,0.6486819122380136,0.004847956,17,TRUE,+,0.130211306
ENSMUSG00000041685-P,ENSMUSG00000041685,Hydroquinone,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.1538967528127731,0.8048288166080632,5,0.350798177,0.2901735757811862,11,TRUE,+,0.5031848743437879
ENSMUSG00000041685-P,ENSMUSG00000041685,Indole-3-lactic acid,0.3714285714285715,0.4684781341107871,6,0.5,0.6666666666666667,3,0.1428571428571428,0.7599453002180929,7,0.6088235294117647,0.012315203,16,TRUE,+,0.1730950163439416
ENSMUSG00000041685-P,ENSMUSG00000041685,L-Asparagine,0.028571429,0.9571545189504372,6,1,0,3,0.1999999999999999,0.747060078,5,0.410989011,0.144332668,14,TRUE,+,0.3771236278528657
ENSMUSG00000041685-P,ENSMUSG00000041685,L-Aspartic acid,0.4857142857142857,0.3287230320699709,6,0.1999999999999999,0.8,4,0.054056248,0.9083652825239956,7,0.5922747894347082,0.012242395,17,TRUE,+,0.1727047962759867
ENSMUSG00000041685-P,ENSMUSG00000041685,L-Proline,0.1428571428571428,0.7871720116618075,6,0.2581988897471611,0.7418011102528389,4,0.4413674147523747,0.3809392104771887,6,0.6070960640624962,0.012633113,16,TRUE,+,0.1748289957604907
ENSMUSG00000041685-P,ENSMUSG00000041685,L-Tryptophan,0.057977104,0.9131317851623264,6,0.3999999999999999,0.6,4,0.5052248022814559,0.2474389967208204,7,0.4464975047931314,0.072391203,17,TRUE,+,0.2944245653576368
ENSMUSG00000041685-P,ENSMUSG00000041685,"L-Tryptophan, N-acetyl-1",0.2571428571428572,0.6227871720116618,6,0.5,0.6666666666666667,3,0.1785714285714286,0.7016579425162729,7,0.3205882352941176,0.2260454222079823,16,TRUE,+,0.4510318921289317
ENSMUSG00000041685-P,ENSMUSG00000041685,Levulinic acid,0.1159542071304896,0.826848213,6,0.948683298,0.051316702,4,0.1801874925391118,0.6990457740939315,7,0.4174347164736363,0.095482974,17,TRUE,+,0.3238573643457687
ENSMUSG00000041685-P,ENSMUSG00000041685,Malic acid,0.8285714285714287,0.041562682,6,0.1999999999999999,0.8,4,0.2342437403008453,0.6131550369752419,7,0.567749953,0.017438331,17,TRUE,+,0.191328434
ENSMUSG00000041685-P,ENSMUSG00000041685,Methyl aminoacetate,0.1428571428571428,0.7871720116618075,6,0.3999999999999999,0.6,4,0.036037499,0.938860561,7,0.4917229618288157,0.044987338,17,TRUE,+,0.2519898459723388
ENSMUSG00000041685-P,ENSMUSG00000041685,"N,N-Dimethyl-2-cyclohexyloxyethylamine",0.3,0.6238376647810728,5,0.5,0.6666666666666667,3,0.642857143,0.1193923734274109,7,0.042857143,0.8794603130258999,15,TRUE,+,0.9162623492700184
ENSMUSG00000041685-P,ENSMUSG00000041685,"N,O-Bis(trimethylsilyl)carbamate",1,0,3,0.7999999999999999,0.2,4,0.1,0.8728885715695383,5,0.6503496503496504,0.022034191,12,TRUE,+,0.204161961
ENSMUSG00000041685-P,ENSMUSG00000041685,Neostigmine ,0.7714285714285715,0.072396501,6,1,0,3,0.1428571428571428,0.7599453002180929,7,0.3588235294117647,0.1723038628926324,16,TRUE,+,0.4030104498447541
ENSMUSG00000041685-P,ENSMUSG00000041685,Niclosamide,0.7142857142857143,0.1107871720116617,6,0.3999999999999999,0.6,4,0.4144312328399571,0.3552689437660521,7,0.3936236178230669,0.1180007636687183,17,TRUE,+,0.3496447249251193
ENSMUSG00000041685-P,ENSMUSG00000041685,Nonadecanoic acid,0.942857143,0.004804665,6,1,0,3,0.3,0.6238376647810728,5,0.5296703296703297,0.051416598,14,TRUE,+,0.2629385049399319
ENSMUSG00000041685-P,ENSMUSG00000041685,Octanoic acid,0.2608969660436018,0.6175338174259972,6,0.7999999999999999,0.2,4,0.306318737,0.5040270086665881,7,0.2539879212526003,0.3252579580673173,17,TRUE,+,0.531150001
ENSMUSG00000041685-P,ENSMUSG00000041685,p-Toluic acid,0.5,0.6666666666666667,3,1,0,4,0.3188740696088466,0.5379005604702051,6,0.7867957924694432,0.001417454,13,TRUE,+,0.0938798
ENSMUSG00000041685-P,ENSMUSG00000041685,Pentadecanoic acid,0.3768511731740915,0.4614828403508046,6,1,0,4,0.8999999999999998,0.037386073,5,0.3646114056465097,0.1814905313213288,15,TRUE,+,0.4114043731797616
ENSMUSG00000041685-P,ENSMUSG00000041685,Pimelic acid,0.5428571428571429,0.2657026239067055,6,0.7999999999999999,0.2,4,0.7,0.1881204043741872,5,0.557142857,0.030961087,15,TRUE,+,0.2245930813378801
ENSMUSG00000041685-P,ENSMUSG00000041685,Propylamine,0.3,0.6238376647810728,5,0.5,0.6666666666666667,3,0.1621687432852006,0.7282995630820223,7,0.3199286353466923,0.2450494939800136,15,TRUE,+,0.4669707766931295
ENSMUSG00000041685-P,ENSMUSG00000041685,Suberic acid,0.3142857142857143,0.5440932944606414,6,0.7999999999999999,0.2,4,0.6071428571428572,0.1482311614811614,7,0.321078431,0.208898183,17,TRUE,+,0.4350423421383916
ENSMUSG00000041685-P,ENSMUSG00000041685,Triethanolamine,0.8116794499134279,0.049857585,6,1,0,4,0.071428571,0.8790481931481541,7,0.5015328962293906,0.040255648,17,TRUE,+,0.243646362
ENSMUSG00000041685-P,ENSMUSG00000041685,Trimethylsilyl oct-2-enoate ,-0.028571429,0.9571545189504372,6,-1,0,3,-0.321428571,0.4820720382996776,7,-0.329411765,0.2128014262162131,16,TRUE,-,0.4387440168847418
ENSMUSG00000041685-P,ENSMUSG00000041685,Trimidox,-0.6,0.2847569798652937,5,-1,0,3,-0.9,0.037386073,5,-0.714285714,0.006088305,13,TRUE,-,0.139957366
ENSMUSG00000041685-P,ENSMUSG00000041685,Xylazine,0.085714286,0.8717434402332361,6,0.7999999999999999,0.2,4,0.4546206046583175,0.3054311510612491,7,0.3239266242062149,0.204658826,17,TRUE,+,0.4322876641758751
ENSMUSG00000041720-P,ENSMUSG00000041720, 5-Hydroxyhexanoic acid,-0.550782484,0.2573693316225744,6,-1,0,3,-0.6,0.2847569798652937,5,-0.739274375,0.002516284,14,TRUE,-,0.1083257831205932
ENSMUSG00000041720-P,ENSMUSG00000041720,(pm)-Phenylpropanolamine,-0.1,0.8728885715695383,5,-0.4,0.6,4,-0.828862466,0.021173516,7,-0.660780164,0.005325426,16,TRUE,-,0.1331166580923505
ENSMUSG00000041720-P,ENSMUSG00000041720,"1-Butanamine, N,N-diethyl-",-0.231908414,0.658373571,6,-0.4,0.6,4,-0.927426034,0.002620044,7,-0.718233262,0.001164426,17,TRUE,-,0.087579692
ENSMUSG00000041720-P,ENSMUSG00000041720,1-Cyclopentylethanol,-0.771428571,0.072396501,6,-0.5,0.6666666666666667,3,-0.342356236,0.4522512215909057,7,-0.597498322,0.01451842,16,TRUE,-,0.1826578599234047
ENSMUSG00000041720-P,ENSMUSG00000041720,1-Octanol,-0.542857143,0.2657026239067055,6,-0.4,0.6,4,-0.485714286,0.3287230320699709,6,-0.432352941,0.094421038,16,TRUE,-,0.3230931222125708
ENSMUSG00000041720-P,ENSMUSG00000041720,"1-Octanol, 2-butyl-",-0.142857143,0.7871720116618075,6,-0.5,0.6666666666666667,3,-0.357142857,0.4316113520383278,7,-0.391176471,0.1340712861972552,16,TRUE,-,0.3671469655538852
ENSMUSG00000041720-P,ENSMUSG00000041720,"1-Octene, 2-methyl-",-0.1,0.8728885715695383,5,-0.4,0.6,4,-0.900937463,0.005620587,7,-0.317880881,0.2302114088174115,16,TRUE,-,0.4544166873277174
ENSMUSG00000041720-P,ENSMUSG00000041720,"1-Phenyl-1,2-ethanediol",-0.057977104,0.9131317851623264,6,-1,0,4,-0.727392967,0.063934658,7,-0.352364011,0.1653978466164473,17,TRUE,-,0.3965446268476322
ENSMUSG00000041720-P,ENSMUSG00000041720,"1-Propanamine, N,N-diethyl- ",-0.257142857,0.6227871720116618,6,-0.2,0.8,4,-0.545544726,0.2052815052287261,7,-0.619632368,0.00798006,17,TRUE,-,0.1542930866247509
ENSMUSG00000041720-P,ENSMUSG00000041720,"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",-0.6,0.2847569798652937,5,-0.2,0.8,4,-1,0,4,-0.401098901,0.1743574649450327,13,TRUE,-,0.404342676
ENSMUSG00000041720-P,ENSMUSG00000041720,"1,3-bis[(Trimethylsilyl)ethynyl]benzene",0.085714286,0.8717434402332361,6,1,0,3,0.1801874925391118,0.6990457740939315,7,0.2516556972689987,0.3471036358763347,16,TRUE,+,0.5466708687791911
ENSMUSG00000041720-P,ENSMUSG00000041720,2-Amino-4-methylphenol,-0.8,0.2,4,-1,0,3,-0.107142857,0.8191508555699912,7,-0.340659341,0.233316051,14,TRUE,-,0.4571168823890645
ENSMUSG00000041720-P,ENSMUSG00000041720,2-Ethyl-3-hydroxypropionic acid,-0.428571429,0.3965014577259474,6,-0.4,0.6,4,-0.763762616,0.045659124,7,-0.419632218,0.093572893,17,TRUE,-,0.3221871256680594
ENSMUSG00000041720-P,ENSMUSG00000041720,2-Hexen-1-ol,0.6,0.2847569798652937,5,0.3999999999999999,0.6,4,0.018018749,0.9694153868031988,7,0.3664460153215245,0.1627105971359923,16,TRUE,+,0.3942585578965154
ENSMUSG00000041720-P,ENSMUSG00000041720,2-Methyl-4-pentenoic acid,-1,1.4042654220543672e-24,5,-0.4,0.6,4,-0.753702346,0.083523281,6,-0.400357622,0.1392086543896911,15,TRUE,-,0.3722754633894297
ENSMUSG00000041720-P,ENSMUSG00000041720,2-Methylglutaconic acid,-0.142857143,0.7871720116618075,6,-0.4,0.6,4,-0.285714286,0.5345092286010406,7,-0.198529412,0.4449505436788084,17,TRUE,-,0.6161574589162276
ENSMUSG00000041720-P,ENSMUSG00000041720,2-Pentenoic acid,1,0,3,0.5,0.6666666666666667,3,0.1999999999999999,0.8,4,0.2606060606060606,0.4670890543863402,10,TRUE,+,0.6321398757856764
ENSMUSG00000041720-P,ENSMUSG00000041720,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",-0.231908414,0.658373571,6,-0.2,0.8,4,-0.594618725,0.1590899937011846,7,-0.133742432,0.6088325782152371,17,TRUE,-,0.7311025901425344
ENSMUSG00000041720-P,ENSMUSG00000041720,"2,4-Decadienal",-0.257142857,0.6227871720116618,6,-0.2,0.8,4,-0.821428571,0.023448808,7,-0.551470588,0.02174658,17,TRUE,-,0.2037639618253852
ENSMUSG00000041720-P,ENSMUSG00000041720,"2,5-Dimethoxymandelic acid",-0.7,0.1881204043741872,5,-0.4,0.6,4,-0.085714286,0.8717434402332361,6,-0.378571429,0.1640908265592207,15,TRUE,-,0.3954284788429447
ENSMUSG00000041720-P,ENSMUSG00000041720,3-(2-Hydroxyethyl)imidazole-2-thione,-0.485714286,0.3287230320699709,6,-0.2,0.8,4,-0.450468731,0.3104293018513229,7,-0.177805061,0.4947710598842396,17,TRUE,-,0.6521556083593032
ENSMUSG00000041720-P,ENSMUSG00000041720,3-Hexenedinitrile,-0.028571429,0.9571545189504372,6,-0.316227766,0.683772234,4,-0.142857143,0.7599453002180929,7,-0.250153327,0.3328638902974723,17,TRUE,-,0.535934777
ENSMUSG00000041720-P,ENSMUSG00000041720,"3-Hydroxy-2,3-dihydromaltol",-0.81167945,0.049857585,6,-0.5,0.6666666666666667,3,-0.035714286,0.9394082054712856,7,-0.425312845,0.1005208749562273,16,TRUE,-,0.3292499349226388
ENSMUSG00000041720-P,ENSMUSG00000041720,3-Hydroxyisovaleric acid,-0.942857143,0.004804665,6,-0.4,0.6,4,-0.428571429,0.337368311,7,-0.205882353,0.4279148531427077,17,TRUE,-,0.6041875914098995
ENSMUSG00000041720-P,ENSMUSG00000041720,"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",-1,0,3,-0.5,0.6666666666666667,3,-0.6,0.3999999999999999,4,-0.321212121,0.3654683104386702,10,TRUE,-,0.5603248349747396
ENSMUSG00000041720-P,ENSMUSG00000041720,"3,5-Dimethylpyrazole",-0.898645105,0.014888622,6,-0.866025404,0.3333333333333332,3,-0.25,0.5887244480896833,7,-0.581738481,0.018083338,16,TRUE,-,0.1942879978899409
ENSMUSG00000041720-P,ENSMUSG00000041720,"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",-0.576817904,0.2307322519546003,6,-0.2,0.8,4,-0.485714286,0.3287230320699709,6,-0.551624819,0.026749489,16,TRUE,-,0.2152734963822343
ENSMUSG00000041720-P,ENSMUSG00000041720,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-0.6,0.2079999999999998,6,-0.2,0.8,4,-0.714285714,0.071343561,7,-0.477941176,0.052328542,17,TRUE,-,0.2638680359732049
ENSMUSG00000041720-P,ENSMUSG00000041720,4-(Methoxycarbonyl)phenol,-0.085714286,0.8717434402332361,6,-0.4,0.6,4,-0.464285714,0.2939341076002517,7,-0.421568627,0.091912629,17,TRUE,-,0.3191292088263847
ENSMUSG00000041720-P,ENSMUSG00000041720,4-Hydroxybenzoic acid,-0.542857143,0.2657026239067055,6,-0.8,0.2,4,-0.142857143,0.7599453002180929,7,-0.306372549,0.2316896049405798,17,TRUE,-,0.4555007467594668
ENSMUSG00000041720-P,ENSMUSG00000041720,4-Methoxyphenol,-0.028571429,0.9571545189504372,6,-0.4,0.6,4,-0.071428571,0.8790481931481541,7,-0.286764706,0.2644463470710114,17,TRUE,-,0.4837261734906905
ENSMUSG00000041720-P,ENSMUSG00000041720,4-Pyridinol,0.2942449431682498,0.5713704615752552,6,0.3999999999999999,0.6,4,0.4865062298556019,0.268248562,7,0.1117251741150026,0.6694465825733544,17,TRUE,+,0.7725679264493445
ENSMUSG00000041720-P,ENSMUSG00000041720,"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",0.3142857142857143,0.5440932944606414,6,0.7999999999999999,0.2,4,0.6071428571428572,0.1482311614811614,7,0.088235294,0.7363051515421215,17,TRUE,+,0.8170519130738804
ENSMUSG00000041720-P,ENSMUSG00000041720,5-Hydroxyquinoline,-0.6,0.2079999999999998,6,-0.5,0.6666666666666667,3,-0.550782484,0.2573693316225744,6,-0.482573919,0.068466065,15,TRUE,-,0.2890187787968427
ENSMUSG00000041720-P,ENSMUSG00000041720,"9H-Fluorene, 9-methylene-",-0.1,0.8728885715695383,5,-0.5,0.6666666666666667,3,-1,0,4,-0.34965035,0.2652387868927897,12,TRUE,-,0.4845819869044107
ENSMUSG00000041720-P,ENSMUSG00000041720,Acetoacetic acid,-0.359092423,0.5528147466433505,5,-0.4,0.6,4,-0.974679434,0.00481823,5,-0.51982505,0.056742361,14,TRUE,-,0.2712665946034439
ENSMUSG00000041720-P,ENSMUSG00000041720,Aceturic acid,-0.3,0.6238376647810728,5,-1,0,3,-0.898645105,0.014888622,6,-0.424642721,0.1301690825001043,14,TRUE,-,0.3635696107724806
ENSMUSG00000041720-P,ENSMUSG00000041720,Arachidonic acid,-0.637748139,0.1730711102412597,6,-0.4,0.6,4,-0.450468731,0.3104293018513229,7,-0.445399108,0.073181122,17,TRUE,-,0.295515103
ENSMUSG00000041720-P,ENSMUSG00000041720,"Benzene, 4-ethenyl-1,2-dimethoxy-",0.3,0.6238376647810728,5,0.7999999999999999,0.2,4,0.1091089451179962,0.8158714843641037,7,0.2960238851035435,0.2656101217961054,16,TRUE,+,0.4847126118768106
ENSMUSG00000041720-P,ENSMUSG00000041720,"Benzimidazole, 5-trifluoromethyl-2-methyl-",-0.794461347,0.0590276,6,-0.4,0.6,4,-0.450468731,0.3104293018513229,7,-0.454267191,0.066980933,17,TRUE,-,0.2871200939287257
ENSMUSG00000041720-P,ENSMUSG00000041720,Benzophenone,-0.880406274,0.020598735,6,-0.2,0.8,4,-0.571428571,0.1802019889115274,7,-0.358723442,0.1573686352136994,17,TRUE,-,0.3904467156760994
ENSMUSG00000041720-P,ENSMUSG00000041720,Benzyl alcohol,-0.028571429,0.9571545189504372,6,-0.2,0.8,4,-0.738768719,0.057858497,7,-0.30656045,0.2313888179381371,17,TRUE,-,0.4554851327301865
ENSMUSG00000041720-P,ENSMUSG00000041720,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",-0.6,0.2079999999999998,6,-0.5,0.6666666666666667,3,-0.407687124,0.3639424835919461,7,-0.306785996,0.2477871317539989,16,TRUE,-,0.4690608243449722
ENSMUSG00000041720-P,ENSMUSG00000041720,Boric acid,-0.142857143,0.7871720116618075,6,-0.4,0.6,4,-0.23424374,0.6131550369752419,7,-0.375229991,0.1377740079349599,17,TRUE,-,0.3708208899175275
ENSMUSG00000041720-P,ENSMUSG00000041720,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",-0.550782484,0.2573693316225744,6,-0.5,0.6666666666666667,3,-0.414431233,0.3552689437660521,7,-0.455081495,0.076527495,16,TRUE,-,0.2986600944899881
ENSMUSG00000041720-P,ENSMUSG00000041720,"Cholest-7-en-3-ol, (3beta,5alpha)-",-0.485714286,0.3287230320699709,6,-0.2,0.8,4,-0.231908414,0.658373571,6,-0.016188378,0.9525505566918416,16,TRUE,-,0.9650340742510048
ENSMUSG00000041720-P,ENSMUSG00000041720,"Cholesta-3,5-diene ",-0.714285714,0.1107871720116617,6,-1,0,4,-0.178571429,0.7016579425162729,7,-0.512254902,0.035526524,17,TRUE,-,0.2340724216139003
ENSMUSG00000041720-P,ENSMUSG00000041720,Cyclohexanol,-0.6,0.2079999999999998,6,-0.4,0.6,4,-0.535714286,0.2152174556780127,7,-0.223039216,0.3895228783967918,17,TRUE,-,0.5769480782379566
ENSMUSG00000041720-P,ENSMUSG00000041720,"Cyclopentanone, 2,2,4-trimethyl-",-1,0,3,-0.5,0.6666666666666667,3,-0.714285714,0.1107871720116617,6,-0.398601399,0.1993354946178089,12,TRUE,-,0.4276088290943132
ENSMUSG00000041720-P,ENSMUSG00000041720,"D-(-)-Ribofuranose, tetrakis",0.6,0.2079999999999998,6,0.5,0.6666666666666667,3,0.035714286,0.9394082054712856,7,0.091176471,0.7370049501736589,16,TRUE,+,0.8170643362172761
ENSMUSG00000041720-P,ENSMUSG00000041720,D-Fructose,-0.4,0.5046315754686911,5,-0.2,0.8,4,-0.296499727,0.5184769636012984,7,-0.415931013,0.109075739,16,TRUE,-,0.3396196827379492
ENSMUSG00000041720-P,ENSMUSG00000041720,"D-Xylofuranose, 1,2,3,5-tetrakis-O-",-0.632455532,0.367544468,4,-0.6,0.3999999999999999,4,-0.450468731,0.3104293018513229,7,-0.379249265,0.1632752026575742,15,TRUE,-,0.3949735813035773
ENSMUSG00000041720-P,ENSMUSG00000041720,Decanoic acid,-0.028988552,0.9565293523898406,6,-0.5,0.6666666666666667,3,-0.714285714,0.071343561,7,-0.169242136,0.5309210297729405,16,TRUE,-,0.6780297107583729
ENSMUSG00000041720-P,ENSMUSG00000041720,Dimethyl fumarate,-0.289885518,0.5773517870348748,6,-1,0,3,-0.785714286,0.036238463,7,-0.292862478,0.2709906582400365,16,TRUE,-,0.4892622230806217
ENSMUSG00000041720-P,ENSMUSG00000041720,Diphenyl ether,-0.521793932,0.2883432338003937,6,-0.2,0.8,4,-0.571428571,0.1802019889115274,7,-0.418148454,0.094859552,17,TRUE,-,0.3232434591239154
ENSMUSG00000041720-P,ENSMUSG00000041720,"Dodecanoic acid, 1-methylethyl ester",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.6,0.3999999999999999,4,-0.454545455,0.18690481,10,TRUE,-,0.4162059728061941
ENSMUSG00000041720-P,ENSMUSG00000041720,Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,-0.4,0.6,4,-0.4,0.6,4,-0.428571429,0.3965014577259474,6,-0.485714286,0.078275886,14,TRUE,-,0.3013490758560715
ENSMUSG00000041720-P,ENSMUSG00000041720,Glyoxime,-0.706187864,0.1168066069474558,6,-0.2,0.8,4,-0.102597835,0.8695979205185651,5,-0.311549915,0.2583203434523455,15,TRUE,-,0.4793472569543308
ENSMUSG00000041720-P,ENSMUSG00000041720,"Guanidine, N,N-dimethyl-",-0.147122472,0.7809085271647664,6,-0.2,0.8,4,-0.14684462,0.75338789,7,-0.28027176,0.2758920077213515,17,TRUE,-,0.4922973668063357
ENSMUSG00000041720-P,ENSMUSG00000041720,Hydroquinone,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.20519567,0.7405819415910722,5,-0.551254278,0.078789284,11,TRUE,-,0.3021244251950395
ENSMUSG00000041720-P,ENSMUSG00000041720,Isofucosterol,-0.6,0.2079999999999998,6,-0.2,0.8,4,-0.594618725,0.1590899937011846,7,-0.291845548,0.2556976909059572,17,TRUE,-,0.4763989846986056
ENSMUSG00000041720-P,ENSMUSG00000041720,l-Histidine ethyl ester,-0.257142857,0.6227871720116618,6,-0.5,0.6666666666666667,3,-0.741249317,0.05657714,7,-0.153392998,0.5705955086063645,16,TRUE,-,0.7056943591732364
ENSMUSG00000041720-P,ENSMUSG00000041720,Lactic Acid,-0.085714286,0.8717434402332361,6,-0.6,0.3999999999999999,4,-1,0,4,-0.213186813,0.4643028200397442,14,TRUE,-,0.6304319765712227
ENSMUSG00000041720-P,ENSMUSG00000041720,Levulinic acid,-0.405839725,0.4246625075613645,6,-0.316227766,0.683772234,4,-0.576599976,0.1753818245224563,7,-0.364641502,0.1501381001960205,17,TRUE,-,0.3834347693900255
ENSMUSG00000041720-P,ENSMUSG00000041720,Methylmalonic monoamide,-0.9,0.037386073,5,-1,0,3,-0.637748139,0.1730711102412597,6,-0.541254453,0.045625883,14,TRUE,-,0.2535680380317033
ENSMUSG00000041720-P,ENSMUSG00000041720,Myristic acid,-0.1,0.8728885715695383,5,-0.4,0.6,4,-0.418250956,0.3503951126391438,7,-0.460972518,0.072320993,16,TRUE,-,0.2942222333798541
ENSMUSG00000041720-P,ENSMUSG00000041720,n-Butylamine,-0.085714286,0.8717434402332361,6,-0.316227766,0.683772234,4,-0.594618725,0.1590899937011846,7,-0.500613874,0.040682159,17,TRUE,-,0.2447716144885149
ENSMUSG00000041720-P,ENSMUSG00000041720,"N,O-Bis(trimethylsilyl)carbamate",-0.5,0.6666666666666667,3,-0.2,0.8,4,-0.3,0.6238376647810728,5,-0.629370629,0.028319671,12,TRUE,-,0.2187799648708475
ENSMUSG00000041720-P,ENSMUSG00000041720,Neostigmine ,-1,0,6,-1,0,3,-0.464285714,0.2939341076002517,7,-0.570588235,0.020990696,16,TRUE,-,0.2016487761074518
ENSMUSG00000041720-P,ENSMUSG00000041720,Nonadecanoic acid,-0.828571429,0.041562682,6,-0.5,0.6666666666666667,3,-1,1.4042654220543672e-24,5,-0.815384615,0.000379132,14,TRUE,-,0.06355749
ENSMUSG00000041720-P,ENSMUSG00000041720,Nonanal,-0.428571429,0.3965014577259474,6,-0.2,0.8,4,-0.504524979,0.2482031142645109,7,-0.165542643,0.5254511998225158,17,TRUE,-,0.6743183576456739
ENSMUSG00000041720-P,ENSMUSG00000041720,Octanoic acid,-0.260896966,0.6175338174259972,6,-0.2,0.8,4,-0.288299988,0.5306506599466652,7,-0.319018645,0.211999285,17,TRUE,-,0.4386837358708165
ENSMUSG00000041720-P,ENSMUSG00000041720,p-Toluic acid,-1,0,3,-0.4,0.6,4,-0.057977104,0.9131317851623264,6,-0.404402033,0.1705042847681784,13,TRUE,-,0.4012040599912799
ENSMUSG00000041720-P,ENSMUSG00000041720,Palmitelaidic acid,-0.9,0.037386073,5,-0.2,0.8,4,-0.126131245,0.7875721594074739,7,-0.345842625,0.1894904677586793,16,TRUE,-,0.4182500546097523
